InFile	OutFile
MVTA+pedestrian_hit_by_MV_-_pedestrian_injured-T141700_Alcohol-1003050000	TBD
Myeloproliferative_disorder-B6y0.00_Blood_pressure-1005010500	NULL
NAD_on_examination-2125.11_Alcohol-1003050000	TBD
NAD_on_examination-2125.11_Smoking-1003040000	TBD
National_Cancer_Institute_breast_cancer_risk_assessment_tool-38GC.00_Scoring_test_result-1001400287	TBD
National_Early_Warning_Score_-_Royal_College_of_Physicians-38Gu.00_Scoring_test_result-1001400287	TBD
ND_-_Normal_delivery-Z257.15_Maternity_infant_details-1052500000	TBD
Needs_domiciliary_care_worker_to_administer_medication-8BML.00_Medication_review-1066000000	TBD
Negotiated_date_for_cessation_of_smoking-13p0.00_Smoking-1003040000	TBD
Neonatal_death-Q4z..12_Maternity_infant_details-1052500000	TBD
Neonatal_screening_test-44qW.00_Maternity_infant_details-1052500000	TBD
Nephrotic_syndrome_with_minimal_change_glomerulonephritis-K013.00_Alcohol-1003050000	TBD
Nerve_conduction_testing-3117.00_Maternity_infant_details-1052500000	TBD
Nervous_system_operations-70...00_Smoking-1003040000	TBD
Neuralgia_unspecified-N242000_Alcohol-1003050000	TBD
Neuralgia_unspecified-N242000_Smoking-1003040000	TBD
Neutrophil_count-42J..00_Thyroid_Stimulating_Hormone-1001400049	TBD
Never_smoked_tobacco-1371.00_Alcohol-1003050000	TBD
Never_smoked_tobacco-1371.00_Blood_pressure-1005010500	NULL
Never_smoked_tobacco-1371.00_Smoking-1003040000	TBD
Neville_-_Barnes_forceps_delivery-L395.12_Maternity_infant_details-1052500000	TBD
New_birth_visit-62R..12_Postnatal_visit-1044100000	TBD
New_medication_commenced-8B3A300_Medication_review-1066000000	TBD
New_patient_consultation-9N79.00_Blood_pressure-1005010500	NULL
New_patient_health_check-68R..11_Alcohol-1003050000	TBD
New_patient_health_check-68R..11_Blood_pressure-1005010500	NULL
New_patient_screen-68R..00_Alcohol-1003050000	TBD
New_patient_screen-68R..00_Blood_pressure-1005010500	NULL
New_patient_screen-68R..00_Smoking-1003040000	TBD
New_patient_screen_done-68R2.00_Alcohol-1003050000	TBD
New_patient_screen_done-68R2.00_Blood_pressure-1005010500	NULL
New_patient_screen_done-68R2.00_Other_Laboratory_tests-1001400153	TBD
New_York_Heart_Association_classification_-_class_I-662f.00_Blood_pressure-1005010500	NULL
New_York_Heart_Association_classification_-_class_II-662g.00_Blood_pressure-1005010500	NULL
New_York_Heart_Association_classification_-_class_III-662h.00_Blood_pressure-1005010500	NULL
New_York_Heart_Association_classification_-_class_IV-662i.00_Blood_pressure-1005010500	NULL
New_York_Heart_Assoc_classification_heart_failure_symptoms-388D.00_Scoring_test_result-1001400287	TBD
NHS_Health_Check_completed-8BAg.00_CVD_risk-1020200000	TBD
NHS_Health_Check_programme-6B5..00_Alcohol-1003050000	TBD
NHS_Health_Check_programme-6B5..00_Smoking-1003040000	TBD
Nicotine_replacement_therapy-8B2B.00_Smoking-1003040000	TBD
Nightmares-E274900_CHS_-_Sleep_Pattern-1063000000	TBD
Night_blindness-F486.00_Alcohol-1003050000	TBD
Night_terrors-E274800_CHS_-_Sleep_Pattern-1063000000	TBD
Nil_abnormal_on_examination-2125.00_Alcohol-1003050000	TBD
Nil_abnormal_on_examination-2125.00_Smoking-1003040000	TBD
Nocardiosis_NOS-A39z100_Smoking-1003040000	TBD
Nocturnal_cough__Over__wheeze-173B.00_Blood_pressure-1005010500	NULL
Nocturnal_cough__Over__wheeze-173B.00_Smoking-1003040000	TBD
Non-accidental_injury_to_child-SN55200_Alcohol-1003050000	TBD
Non-accidental_injury_to_child-SN55200_Smoking-1003040000	TBD
Non-drinker_alcohol-1361.12_Alcohol-1003050000	TBD
Non-drinker_alcohol-1361.12_Smoking-1003040000	TBD
Non-insulin_dependent_diabetes_mellitus-C100112_Blood_pressure-1005010500	NULL
Non-insulin_dependent_diabetes_mellitus-C109.00_Alcohol-1003050000	TBD
Non-insulin_dependent_diabetes_mellitus-C109.00_Blood_pressure-1005010500	NULL
Non-organic_sleep_disorders-E274.00_Blood_pressure-1005010500	NULL
Non-organic_sleep_disorders-E274.00_CHS_-_Sleep_Pattern-1063000000	TBD
Non-organic_sleep_disorder_NOS-E274z00_CHS_-_Sleep_Pattern-1063000000	TBD
Non-smoker-1371.11_Alcohol-1003050000	TBD
Non-smoker-1371.11_Blood_pressure-1005010500	NULL
Non-smoker-1371.11_Smoking-1003040000	TBD
Nondependent_alcohol_abuse,_continuous-E250100_Alcohol-1003050000	TBD
Nondependent_alcohol_abuse,_episodic-E250200_Alcohol-1003050000	TBD
Nondependent_alcohol_abuse,_unspecified-E250000_Alcohol-1003050000	TBD
Nondependent_alcohol_abuse,_unspecified-E250000_Smoking-1003040000	TBD
Nondependent_alcohol_abuse-E250.00_Alcohol-1003050000	TBD
Nondependent_cannabis_abuse-E252.00_Smoking-1003040000	TBD
Noninflammatory_vulval_and_perineal_disorder_NOS-K57z.00_Alcohol-1003050000	TBD
Noninflammatory_vulval_and_perineal_disorder_NOS-K57z.00_Smoking-1003040000	TBD
Nonspecific_urethritis-A994.00_Alcohol-1003050000	TBD
Nonsuppurative_otitis_media_+_eustachian_tube_disorders-F51..00_Alcohol-1003050000	TBD
Nonsuppurative_otitis_media_+_eustachian_tube_disorders-F51..00_Blood_pressure-1005010500	NULL
Non_drinker_alcohol-1361.11_Alcohol-1003050000	TBD
Non_drinker_alcohol-1361.11_Smoking-1003040000	TBD
Non_routine_obstetric_scan_for_fetal_observations-7F27.00_Other_Lab_Result_Information-1001400329	TBD
Normal_birth-63E2.00_Maternity_infant_details-1052500000	TBD
Normal_delivery-7F19.00_Maternity_infant_details-1052500000	TBD
Normal_delivery-Z257.11_Maternity_infant_details-1052500000	TBD
Normal_delivery_in_a_completely_normal_case-L20..00_Maternity_infant_details-1052500000	TBD
Normal_length_of_cycle-1516.00_Alcohol-1003050000	TBD
Normal_length_of_cycle-1516.00_Smoking-1003040000	TBD
Normal_length_of_period-1515.00_Maternity_pregnancy_dates_-_event_date_=_LMP_date-1048000000	TBD
Normal_serum_calcium_level-44I8000_Other_Laboratory_tests-1001400153	TBD
Notes_summary_on_computer-9344.00_Blood_pressure-1005010500	NULL
Notification_of_birth-9G7..00_Maternity_infant_details-1052500000	TBD
Notif_to_primary_care_OOHS_of_palliative_care_plan_in_place-9e02.00_Palliative_care_-OOH_arrangements-1094000000	TBD
Not_a_passive_smoker-137U.00_Smoking-1003040000	TBD
Not_interested_in_stopping_smoking-137d.00_Smoking-1003040000	TBD
Novel_oral_anticoagulant_prophylaxis-8B61100_Medication_review-1066000000	TBD
No_breathlessness-1731.00_Scoring_test_result-1001400287	TBD
No_consent_for_seasonal_influenza_vaccination-68NE000_Blood_pressure-1005010500	NULL
No_consent_pneumococcal_immunisation-68NX.00_Blood_pressure-1005010500	NULL
No_known_allergies-1151.00_Alcohol-1003050000	TBD
No_known_allergies-1151.00_Smoking-1003040000	TBD
No_record_of_BP_reading-662I.00_Pretreatment_BP_-_CVS_Over_BP-1009310000	TBD
No_relevant_past_medical_hist.-14Z1.00_Smoking-1003040000	TBD
Nulliparous-1521.00_Parity_status-1043000000	TBD
Number_of_times_bronchodilator_used_in_one_week-663z.00_Scoring_test_result-1001400287	TBD
Nutritional_deficiencies-C2...00_Alcohol-1003050000	TBD
Obesity-C380.00_Alcohol-1003050000	TBD
Obesity-C380.00_Blood_pressure-1005010500	NULL
Observation_of_height_of_gravid_uterus-Z234300_Other_Lab_Result_Information-1001400329	TBD
Obstetric_perineal_wound_disruption-L442.00_Maternity_perineum-1055400000	TBD
Obstetric_perineal_wound_disruption_NOS-L442z00_Maternity_perineum-1055400000	TBD
Obstetric_perineal_wound_disruption_unspecified-L442000_Maternity_perineum-1055400000	TBD
Occasional_smoker-1372.11_Alcohol-1003050000	TBD
Occasional_smoker-1372.11_Smoking-1003040000	TBD
Occipital_headache-1BA6.00_Alcohol-1003050000	TBD
Occipital_headache-1BA6.00_Smoking-1003040000	TBD
Occupations-0....00_Alcohol-1003050000	TBD
Oedema-183..00_Blood_pressure-1005010500	NULL
Oesophagitis-J101.00_Alcohol-1003050000	TBD
Oligomenorrhoea-K591100_Alcohol-1003050000	TBD
One_of_twins-63CE.00_Maternity_infant_details-1052500000	TBD
Onset_of_labour_induced-Z241100_Maternity_infant_details-1052500000	TBD
On_learning_disability_register-918e.00_Alcohol-1003050000	TBD
On_O.C._from_other_agency-6131.00_Contraception-1002550000	TBD
Open_wound_of_finger(s)_or_thumb-S93..00_Blood_pressure-1005010500	NULL
Open_wound_of_hand,_excluding_finger(s)-S92..00_Blood_pressure-1005010500	NULL
Open_wound_of_knee-SA10000_Alcohol-1003050000	TBD
Open_wound_of_upper_limb-S9...00_Blood_pressure-1005010500	NULL
Opioid_type_drug_dependence-E240.00_Smoking-1003040000	TBD
Oral_aphthae-J082.00_Blood_pressure-1005010500	NULL
Oral_contraception-614..11_Alcohol-1003050000	TBD
Oral_contraception-614..11_Blood_pressure-1005010500	NULL
Oral_contraception-614..11_Contraception-1002550000	TBD
Oral_contraception-614..11_Smoking-1003040000	TBD
Oral_contraception_-no_problem-6145.00_Blood_pressure-1005010500	NULL
Oral_contraception_-no_problem-6145.00_Smoking-1003040000	TBD
Oral_contraception_-_problem-6146.00_Blood_pressure-1005010500	NULL
Oral_contraception_-_problem-6146.00_Smoking-1003040000	TBD
Oral_contraceptive-614..00_Alcohol-1003050000	TBD
Oral_contraceptive-614..00_Blood_pressure-1005010500	NULL
Oral_contraceptive-614..00_Contraception-1002550000	TBD
Oral_contraceptive-614..00_Smoking-1003040000	TBD
Oral_contraceptive_advice-614E.00_Blood_pressure-1005010500	NULL
Oral_contraceptive_advice-614E.00_Contraception-1002550000	TBD
Oral_contraceptive_changed-6149.00_Contraception-1002550000	TBD
Oral_contraceptive_prescribed-614D.00_Blood_pressure-1005010500	NULL
Oral_contraceptive_prescribed-614D.00_Contraception-1002550000	TBD
Oral_contraceptive_re-started-6143.00_Blood_pressure-1005010500	NULL
Oral_contraceptive_re-started-6143.00_Contraception-1002550000	TBD
Oral_contraceptive_re-started-6143.00_Smoking-1003040000	TBD
Oral_contraceptive_repeat-6144.00_Alcohol-1003050000	TBD
Oral_contraceptive_repeat-6144.00_Blood_pressure-1005010500	NULL
Oral_contraceptive_repeat-6144.00_Contraception-1002550000	TBD
Oral_contraceptive_repeat-6144.00_Smoking-1003040000	TBD
Oral_contraceptive_started-6141.00_Blood_pressure-1005010500	NULL
Oral_contraceptive_started-6141.00_Contraception-1002550000	TBD
Oral_contraceptive_stopped-6142.00_Contraception-1002550000	TBD
Orthoptic_treatment-ZB...00_Alcohol-1003050000	TBD
Osteoarthritis-N05..11_Blood_pressure-1005010500	NULL
Osteoarthritis_and_allied_disorders-N05..00_Alcohol-1003050000	TBD
Osteoarthritis_and_allied_disorders-N05..00_Blood_pressure-1005010500	NULL
Osteoarthritis_and_allied_disorders-N05..00_Smoking-1003040000	TBD
Osteoarthritis_NOS-N05z.00_Blood_pressure-1005010500	NULL
Osteoarthritis_of_spine-N11..12_Alcohol-1003050000	TBD
Osteoarthritis_of_spine-N11..12_Smoking-1003040000	TBD
Osteoporosis-N330.00_Alcohol-1003050000	TBD
Osteoporosis-N330.00_Blood_pressure-1005010500	NULL
Osteoporosis-N330.00_Smoking-1003040000	TBD
Otalgia-F587.00_Blood_pressure-1005010500	NULL
Other_acariasis-AD3y.00_Alcohol-1003050000	TBD
Other_adjustment_reactions-E29y.00_Alcohol-1003050000	TBD
Other_adjustment_reactions_NOS-E29yz00_Alcohol-1003050000	TBD
Other_and_unspecified_disorders_of_the_nervous_system_NOS-F29yz00_Smoking-1003040000	TBD
Other_breech_delivery-7F15.00_Maternity_infant_details-1052500000	TBD
Other_caesarean_delivery-7F13.00_Maternity_infant_details-1052500000	TBD
Other_caesarean_delivery_NOS-7F13z00_Maternity_infant_details-1052500000	TBD
Other_cervical,_vaginal_and_vulval_disease_NOS-K42yz00_Blood_pressure-1005010500	NULL
Other_congenital_digestive_system_anomaly-PB...00_Alcohol-1003050000	TBD
Other_female_genital_tract_disorders-K5...00_Smoking-1003040000	TBD
Other_follow-up_NOS-8HBZ.00_CHS_-_Hospital_Follow_Up-1052000000	TBD
Other_hammer_toe_-_acquired-N354.00_Smoking-1003040000	TBD
Other_heart_disease_NOS-G5yz.00_Other_Laboratory_tests-1001400153	TBD
Other_heart_disease_NOS-G5yz.00_Smoking-1003040000	TBD
Other_liver_disorders-J63..00_Alcohol-1003050000	TBD
Other_medication_review-8BI..00_Medication_review-1066000000	TBD
Other_metals_causing_toxic_effect_NOS-SM5yz00_Smoking-1003040000	TBD
Other_non-organic_sleep_disorder-E274y00_CHS_-_Sleep_Pattern-1063000000	TBD
Other_open_wounds_NOS-S89z.00_Alcohol-1003050000	TBD
Other_open_wounds_NOS-S89z.00_Blood_pressure-1005010500	NULL
Other_operation_on_lens_NOS-7268z00_Smoking-1003040000	TBD
Other_osteodysplasia_NOS-PG5yz00_Smoking-1003040000	TBD
Other_otitis_externa-F502.00_Blood_pressure-1005010500	NULL
Other_perinatal_conditions_NOS-Q4z..00_Maternity_infant_details-1052500000	TBD
Other_social_Over_personal_hist_NOS-13ZZ.00_Alcohol-1003050000	TBD
Other_social_Over_personal_hist_NOS-13ZZ.00_Smoking-1003040000	TBD
Other_specified_dermatomycoses-AB1y.00_Alcohol-1003050000	TBD
Other_specified_diagnostic_blood_tests-7P1Ay00_Other_Lab_Result_Information-1001400329	TBD
Other_specified_diffuse_collagen_diseases-N00y.00_Alcohol-1003050000	TBD
Other_specified_intrauterine_contraceptive_device-7E09y00_Contraception-1002550000	TBD
Other_specified_other_operation_on_iris-7258y00_Alcohol-1003050000	TBD
Other_specified_other_operation_on_iris-7258y00_Smoking-1003040000	TBD
Other_specified_other_operation_on_tooth-7517y00_Alcohol-1003050000	TBD
Other_specified_peripheral_vascular_disease_NOS-G73yz00_Smoking-1003040000	TBD
Other_specified_stereotactic_ablation_of_brain_tissue-7002y00_Alcohol-1003050000	TBD
Other_specified_stereotactic_ablation_of_brain_tissue-7002y00_Smoking-1003040000	TBD
Other_specified_vein,_lymphatic_or_other_circulatory_disease-G8y..00_Smoking-1003040000	TBD
Otitis_externa_NOS-F502z00_Alcohol-1003050000	TBD
Otitis_externa_NOS-F502z00_Blood_pressure-1005010500	NULL
Otitis_externa_NOS-F502z00_Smoking-1003040000	TBD
Otitis_externa_NOS-F502z00_Target_blood_pressure-1009315000	TBD
Outcome_of_delivery-633..00_Maternity_infant_details-1052500000	TBD
Overdose_of_drug-SL...15_Alcohol-1003050000	TBD
Overdose_of_drug-SL...15_Blood_pressure-1005010500	NULL
Overnight_blood_glucose_range-44TJ700_Blood_glucose-1001400067	TBD
Over_75_health_check-69DA.00_Elderly_over_75_years_check-1055201001	TBD
Owner-occupier-13KD.00_Smoking-1003040000	TBD
Oxford_knee_score-388q.00_Scoring_test_result-1001400287	TBD
O_Over_E-blood_pressure_reading_NOS-246Z.00_Blood_pressure-1005010500	NULL
O_Over_E_-_Arterial_pressure_index_abnormal-246I.00_Blood_pressure-1005010500	NULL
O_Over_E_-_Arterial_pressure_index_normal-246H.00_Blood_pressure-1005010500	NULL
O_Over_E_-_barrel_chest-2375.00_Smoking-1003040000	TBD
O_Over_E_-_blood_pressure-246..12_Blood_pressure-1005010500	NULL
O_Over_E_-_blood_pressure_decreased-246F.00_Blood_pressure-1005010500	NULL
O_Over_E_-_blood_pressure_reading-246..00_Alcohol-1003050000	TBD
O_Over_E_-_blood_pressure_reading-246..00_Blood_pressure-1005010500	NULL
O_Over_E_-_blood_pressure_reading-246..00_Medication_review-1066000000	TBD
O_Over_E_-_blood_pressure_reading-246..00_Pretreatment_BP_-_CVS_Over_BP-1009310000	TBD
O_Over_E_-_blood_pressure_reading-246..00_Smoking-1003040000	TBD
O_Over_E_-_blood_pressure_reading-246..00_Target_blood_pressure-1009315000	TBD
O_Over_E_-_BP_borderline_low-2463.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_borderline_raised-2465.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_labile-246G.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_reading-246..11_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_reading-postural_drop-2468.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_reading-_no_postural_drop-246J.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_reading_low-2462.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_reading_normal-2464.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_reading_raised-2466.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_reading_very_high-2467.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_reading_very_low-2461.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_stable-246B.00_Blood_pressure-1005010500	NULL
O_Over_E_-_BP_unrecordable-2460.00_Blood_pressure-1005010500	NULL
O_Over_E_-_breath_smell-257..00_Maternity_infant_details-1052500000	TBD
O_Over_E_-_breech_presentation-2722.00_Maternity_infant_details-1052500000	TBD
O_Over_E_-_dead-22J..00_Death_administration-1016000000	TBD
O_Over_E_-_dead_-_condition_fatal-22J..11_Death_administration-1016000000	TBD
O_Over_E_-_dead_-_expected-22J2.00_Death_administration-1016000000	TBD
O_Over_E_-_dead_-_sudden_death-22J4.00_Death_administration-1016000000	TBD
O_Over_E_-_dead_-_unattended_death-22J3.00_Death_administration-1016000000	TBD
O_Over_E_-_dead_-_unexpected-22J1.00_Death_administration-1016000000	TBD
O_Over_E_-_dead_NOS-22JZ.00_Death_administration-1016000000	TBD
O_Over_E_-_Diastolic_BP_reading-246A.00_Blood_pressure-1005010500	NULL
O_Over_E_-_elated-225C.00_Alcohol-1003050000	TBD
O_Over_E_-_febrile_convulsion-2827.00_Alcohol-1003050000	TBD
O_Over_E_-_febrile_convulsion-2827.00_Blood_pressure-1005010500	NULL
O_Over_E_-_height-229..00_Blood_pressure-1005010500	NULL
O_Over_E_-_height-229..00_Height-1005010100	TBD
O_Over_E_-_initial_high_BP-662B.00_Blood_pressure-1005010500	NULL
O_Over_E_-_lack_of_growth-22I5.00_Other_Laboratory_tests-1001400153	TBD
O_Over_E_-_laryngoscopy_NAD-2DD1.00_Smoking-1003040000	TBD
O_Over_E_-_old_age-2229.11_Alcohol-1003050000	TBD
O_Over_E_-_phlebitis-2I17.00_Blood_pressure-1005010500	NULL
O_Over_E_-_pulse_rate-242..00_Pretreatment_BP_-_CVS_Over_BP-1009310000	TBD
O_Over_E_-_pulse_rhythm-243..00_Blood_pressure-1005010500	NULL
O_Over_E_-_skin_scar-2FG..00_Smoking-1003040000	TBD
O_Over_E_-_Systolic_BP_reading-2469.00_Blood_pressure-1005010500	NULL
O_Over_E_-_vertex_presentation-2721.00_Maternity_infant_details-1052500000	TBD
O_Over_E_-_wax_in_ear-2D82.11_Alcohol-1003050000	TBD
O_Over_E_-_wax_in_ear-2D82.11_Blood_pressure-1005010500	NULL
O_Over_E_-_wax_in_ear-2D82.11_Temperature-1001400275	TBD
O_Over_E_-_weight-22A..00_Blood_pressure-1005010500	NULL
O_Over_E_-_weight-22A..00_Medication_review-1066000000	TBD
O_Over_E_-_weight-22A..00_Weight-1005010200	TBD
O_Over_E_-_winged_scapula-2986.00_Alcohol-1003050000	TBD
Pack_years-388B.00_Smoking-1003040000	TBD
Pain_in_joint_-_arthralgia-N094.00_Blood_pressure-1005010500	NULL
Pain_in_joint_-_arthralgia-N094.00_Smoking-1003040000	TBD
Pain_in_sinuses-1BA5.11_Blood_pressure-1005010500	NULL
PANDEMRIX_-_first_influenza_A_(H1N1v)_2009_vaccination_given-65E9.00_Smoking-1003040000	TBD
Panic_attack-E200111_Blood_pressure-1005010500	NULL
Panic_disorder-E200100_Blood_pressure-1005010500	NULL
Paranoid_schizophrenia-E103.00_Blood_pressure-1005010500	NULL
Parathyroid_antibody_level-43a8.00_Other_Lab_Result_Information-1001400329	TBD
Para_1-1522.00_Parity_status-1043000000	TBD
Para_2-1523.00_Parity_status-1043000000	TBD
Para_3-1524.00_Parity_status-1043000000	TBD
Para_4-1525.00_Parity_status-1043000000	TBD
Para_5-1526.00_Parity_status-1043000000	TBD
Para_6-1527.00_Parity_status-1043000000	TBD
Para_7-1528.00_Parity_status-1043000000	TBD
Parity_eight-1529.00_Parity_status-1043000000	TBD
Parity_nine-152A.00_Parity_status-1043000000	TBD
Parity_NOS-152Z.00_Parity_status-1043000000	TBD
Parity_status-152..00_Parity_status-1043000000	TBD
Parity_ten_or_more-152B.00_Parity_status-1043000000	TBD
Parkinson's_disease-F12..00_Cause_of_death-1016500000	TBD
Paroxysmal_atrial_fibrillation-G573200_Blood_pressure-1005010500	NULL
Partial_thromboplastin_time-42Q6.00_Other_Laboratory_tests-1001400153	TBD
Partner_had_vasectomy-6124.00_Blood_pressure-1005010500	NULL
Partner_sterilised-6124.11_Contraception-1002550000	TBD
Passive_smoker-137I.00_Blood_pressure-1005010500	NULL
Passive_smoker-137I.00_Smoking-1003040000	TBD
Passive_smoking_risk-13WF400_Smoking-1003040000	TBD
Pathology-9bC..00_Other_Lab_Result_Information-1001400329	TBD
Patient's_condition_the_same-2128.00_Alcohol-1003050000	TBD
Patient_advised_about_alcohol-8CAM.00_Alcohol-1003050000	TBD
Patient_advised_re_diet-8CA4.00_Alcohol-1003050000	TBD
Patient_advised_to_inform_insurance_company-8CA0.00_Smoking-1003040000	TBD
Patient_asked_to_come_in-9N7..12_CHS_-_Hospital_Follow_Up-1052000000	TBD
Patient_asked_to_make_an_appointment-9N7C.00_CHS_-_Hospital_Follow_Up-1052000000	TBD
Patient_better-2126.11_Alcohol-1003050000	TBD
Patient_cured-2129.00_Other_Laboratory_tests-1001400153	TBD
Patient_currently_pregnant-621..00_Maternity_care_plan-1055405000	TBD
Patient_currently_pregnant-621..00_Maternity_pregnancy_dates_-_event_date_=_LMP_date-1048000000	TBD
Patient_died-22J..14_Death_administration-1016000000	TBD
Patient_died_-_to_record_place-949..00_Death_administration-1016000000	TBD
Patient_died_at_home-9491.00_Death_administration-1016000000	TBD
Patient_died_in_care_home-949D.00_Death_administration-1016000000	TBD
Patient_died_in_community_hospital-949B.00_Death_administration-1016000000	TBD
Patient_died_in_hospice-949A.00_Death_administration-1016000000	TBD
Patient_died_in_hospice_community_lodge-949G.00_Death_administration-1016000000	TBD
Patient_died_in_hospital-9495.00_Death_administration-1016000000	TBD
Patient_died_in_nursing_home-9493.00_Death_administration-1016000000	TBD
Patient_died_in_part_3_accom.-9492.00_Death_administration-1016000000	TBD
Patient_died_in_place_NOS-949Z.00_Death_administration-1016000000	TBD
Patient_died_in_publ.place_NOS-9497.00_Death_administration-1016000000	TBD
Patient_died_in_resid.inst.NOS-9494.00_Death_administration-1016000000	TBD
Patient_died_in_street-9496.00_Death_administration-1016000000	TBD
Patient_died_in_usual_place_of_residence-949E.00_Death_administration-1016000000	TBD
Patient_does_not_understand_why_taking_all_medication-8BIh.00_Medication_review-1066000000	TBD
Patient_for_cremation-9481.00_Death_administration-1016000000	TBD
Patient_given_advice-8CA..00_Alcohol-1003050000	TBD
Patient_given_advice-8CA..00_Smoking-1003040000	TBD
Patient_health_questionnaire_(PHQ-9)_score-388f.00_Alcohol-1003050000	TBD
Patient_misunderstood_treatment_instuctions-8B3K.00_Medication_review-1066000000	TBD
Patient_MRE_received_from_FPC-9125.00_Alcohol-1003050000	TBD
Patient_MRE_received_from_FPC-9125.00_Blood_pressure-1005010500	NULL
Patient_MRE_received_from_FPC-9125.00_Smoking-1003040000	TBD
Patient_pregnant-62...00_Blood_pressure-1005010500	NULL
Patient_pregnant-62...00_Maternity_care_plan-1055405000	TBD
Patient_pregnant-62...00_Maternity_pregnancy_dates_-_event_date_=_LMP_date-1048000000	TBD
Patient_pregnant-62...00_Parity_status-1043000000	TBD
Patient_pregnant_NOS-621Z.00_Maternity_pregnancy_dates_-_event_date_=_LMP_date-1048000000	TBD
Patient_pregnant_NOS-621Z.00_Postnatal_examination-1044000000	TBD
Patient_registration-91...00_Alcohol-1003050000	TBD
Patient_registration-91...00_Blood_pressure-1005010500	NULL
Patient_registration-91...00_Smoking-1003040000	TBD
Patient_reviewed-6A...00_Medication_review-1066000000	TBD
Patient_reviewed-6A...00_Smoking-1003040000	TBD
Patient_satisfaction_score-38GB.00_Scoring_test_result-1001400287	TBD
Patient_understands_why_taking_all_medication-8BIg.00_Medication_review-1066000000	TBD
Patient_?_pregnant-6219.00_Maternity_care_plan-1055405000	TBD
Patient_?_pregnant-6219.00_Other_Laboratory_tests-1001400153	TBD
Pediculus_capitis_-_head_lice-AD20.00_Blood_pressure-1005010500	NULL
PEFR_-_peak_exp._flow_rate-3395.11_International_normalised_ratio-1001400212	TBD
Pelvic_floor_tear-L341.11_Maternity_perineum-1055400000	TBD
Percentage_eosinophils-42b9.00_Other_Lab_Result_Information-1001400329	TBD
Percentage_lymphocytes-42b1.00_Other_Lab_Result_Information-1001400329	TBD
Percent_band_neutrophil_count-42J6.00_Neutrophil_count-1001400053	TBD
Perceptive_deafness-F591.13_Smoking-1003040000	TBD
Perennial_rhinitis-H17..11_Blood_pressure-1005010500	NULL
Pericolic_abscess-J552800_Alcohol-1003050000	TBD
Perineal_haematoma-L345.11_Maternity_perineum-1055400000	TBD
Perineal_muscle_tear-L341.12_Maternity_perineum-1055400000	TBD
Perineal_tear-L34..11_Maternity_perineum-1055400000	TBD
Persistent_hypersomnia-E274400_CHS_-_Sleep_Pattern-1063000000	TBD
Persistent_insomnia-E274200_CHS_-_Sleep_Pattern-1063000000	TBD
Phenobarbital_level_low-44W2111_Phenobarbitone-1001400057	TBD
Photosensitiveness-M127400_Alcohol-1003050000	TBD
Piles_-_haemorrhoids-G84..11_Blood_pressure-1005010500	NULL
Pill_-_oral_contraception-614..12_Alcohol-1003050000	TBD
Pill_-_oral_contraception-614..12_Blood_pressure-1005010500	NULL
Pill_-_oral_contraception-614..12_Contraception-1002550000	TBD
Pill_-_oral_contraception-614..12_Medication_review-1066000000	TBD
Pill_check-614E.11_Alcohol-1003050000	TBD
Pill_check-614E.11_Blood_pressure-1005010500	NULL
Pill_check-614E.11_Contraception-1002550000	TBD
Pill_check-614E.11_PF_current-1001400210	TBD
Pill_check-614E.11_Smoking-1003040000	TBD
Pipe_smoker-137H.00_Alcohol-1003050000	TBD
Pipe_smoker-137H.00_Blood_pressure-1005010500	NULL
Pipe_smoker-137H.00_Smoking-1003040000	TBD
Pipe_tobacco_consumption-137a.00_Blood_pressure-1005010500	NULL
Pipe_tobacco_consumption-137a.00_Smoking-1003040000	TBD
Placebo_given-8B3F.00_Smoking-1003040000	TBD
Placental_details-63D..00_Maternity_infant_details-1052500000	TBD
Place_of_death-949..14_Death_administration-1016000000	TBD
Planned_contraception_method-61X..00_Contraception-1002550000	TBD
Plasma_2-hr_post-prandial_glucose_level-44g2.00_Alcohol-1003050000	TBD
Plasma_AFP_MoM-44B6.00_Other_Lab_Result_Information-1001400329	TBD
Plasma_arginosuccinate_level-44kN.00_Serum_amino-acids-1001400184	TBD
Plasma_free_beta_human_chorionic_gonadotrophin_level-44ZA.00_Other_Lab_Result_Information-1001400329	TBD
Plasma_glucose_level-44g..00_Blood_lipid_ratios-1001400239	TBD
Plasma_glycine_level-44k1.00_Other_Laboratory_tests-1001400153	TBD
Plasma_HCG_MoM-44Z8.00_Other_Lab_Result_Information-1001400329	TBD
Plasma_sodium_level-44h6.00_Other_Lab_Result_Information-1001400329	TBD
Plasma_total_protein_S_level-42QF.00_Smoking-1003040000	TBD
Plasma_vasoactive_intestinal_polypeptide_level-4496000_Gastrointestinal_hormones-1001400224	TBD
