ndc	atc	description
50428-0542-08	S01HA	Local anesthetics
50428-0542-08	S02DA	Analgesics and anesthetics
50428-0542-66	A11CC	Vitamin D and analogues
50428-0544-77	C05AD	Local anesthetics
50428-0544-77	D04AB	Anesthetics for topical use
50428-0544-77	N01BA	Esters of aminobenzoic acid
50428-0544-77	R02AD	Anesthetics, local
50428-0544-77	D10AX	Other anti-acne preparations for topical use
50428-0544-77	S01AX	Other antiinfectives
50428-0555-05	R06AX	Other antihistamines for systemic use
50428-0555-54	R06AE	Piperazine derivatives
50428-0559-55	A06AB	Contact laxatives
50428-0559-55	A06AG	Enemas
50428-0564-57	A01AD	Other agents for local oral treatment
50428-0564-57	B01AC	Platelet aggregation inhibitors excl. heparin
50428-0564-57	N02BA	Salicylic acid and derivatives
50428-0575-23	A11CC	Vitamin D and analogues
50428-0579-88	N02BE	Anilides
50428-0673-09	A11CC	Vitamin D and analogues
50428-0701-09	A06AG	Enemas
50428-0701-09	A06AX	Other drugs for constipation
50428-0727-85	C01EB	Other cardiac preparations
50428-0727-85	G02CC	Antiinflammatory products for vaginal administration
50428-0727-85	M01AE	Propionic acid derivatives
50428-0727-85	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-0727-85	R02AX	Other throat preparations
50428-0859-42	D08AX	Other antiseptics and disinfectants
50428-0923-74	C01EB	Other cardiac preparations
50428-0923-74	G02CC	Antiinflammatory products for vaginal administration
50428-0923-74	M01AE	Propionic acid derivatives
50428-0923-74	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-0923-74	R02AX	Other throat preparations
50428-0923-78	N02BE	Anilides
50428-0969-18	A06AC	Bulk-forming laxatives
50428-1021-94	N07BA	Drugs used in nicotine dependence
50428-1022-02	N07BA	Drugs used in nicotine dependence
50428-1085-30	A06AG	Enemas
50428-1085-30	A06AX	Other drugs for constipation
50428-1088-86	G02CC	Antiinflammatory products for vaginal administration
50428-1088-86	M01AE	Propionic acid derivatives
50428-1088-86	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-1090-17	A01AD	Other agents for local oral treatment
50428-1090-17	B01AC	Platelet aggregation inhibitors excl. heparin
50428-1090-17	N02BA	Salicylic acid and derivatives
50428-1090-17	N02BE	Anilides
50428-1090-17	N06BC	Xanthine derivatives
50428-1096-11	A02AB	Aluminium compounds
50428-1096-11	A02AA	Magnesium compounds
50428-1096-11	G04BX	Other urologicals
50428-1110-47	N02BE	Anilides
50428-1114-71	A02AC	Calcium compounds
50428-1114-71	A12AA	Calcium
50428-1169-60	A02BA	H2-receptor antagonists
50428-1223-44	C05AD	Local anesthetics
50428-1223-44	D04AB	Anesthetics for topical use
50428-1223-44	N01BA	Esters of aminobenzoic acid
50428-1223-44	R02AD	Anesthetics, local
50428-1224-14	R05DA	Opium alkaloids and derivatives
50428-1228-62	B03AA	Iron bivalent, oral preparations
50428-1228-62	B03AD	Iron in combination with folic acid
50428-1228-69	C01EB	Other cardiac preparations
50428-1255-07	R01AA	Sympathomimetics, plain
50428-1255-07	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-1255-07	S01GA	Sympathomimetics used as decongestants
50428-1256-07	C01EB	Other cardiac preparations
50428-1256-07	G02CC	Antiinflammatory products for vaginal administration
50428-1256-07	M01AE	Propionic acid derivatives
50428-1256-07	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-1256-07	R02AX	Other throat preparations
50428-1266-23	A01AD	Other agents for local oral treatment
50428-1266-23	B01AC	Platelet aggregation inhibitors excl. heparin
50428-1266-23	N02BA	Salicylic acid and derivatives
50428-1303-44	D08AX	Other antiseptics and disinfectants
50428-1304-92	A02AB	Aluminium compounds
50428-1304-92	A02AA	Magnesium compounds
50428-1304-92	G04BX	Other urologicals
50428-1327-04	N02BE	Anilides
50428-1331-77	N07BA	Drugs used in nicotine dependence
50428-1331-90	N07BA	Drugs used in nicotine dependence
50428-1392-22	D01AE	Other antifungals for topical use
50428-1392-22	S01BC	Antiinflammatory agents, non-steroids
50428-1405-50	A02BA	H2-receptor antagonists
50428-1408-97	A01AD	Other agents for local oral treatment
50428-1408-97	B01AC	Platelet aggregation inhibitors excl. heparin
50428-1408-97	N02BA	Salicylic acid and derivatives
50428-1428-11	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-1428-11	D01AC	Imidazole and triazole derivatives
50428-1428-11	G01AF	Imidazole derivatives
50428-1437-02	D01AE	Other antifungals for topical use
50428-1437-02	S01BC	Antiinflammatory agents, non-steroids
50428-1442-12	A06AA	Softeners, emollients
50428-1442-12	C01CA	Adrenergic and dopaminergic agents
50428-1442-12	R01AA	Sympathomimetics, plain
50428-1442-12	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-1442-12	R01BA	Sympathomimetics
50428-1442-12	S01FB	Sympathomimetics excl. antiglaucoma preparations
50428-1442-12	S01GA	Sympathomimetics used as decongestants
50428-1447-78	C01EB	Other cardiac preparations
50428-1447-78	G02CC	Antiinflammatory products for vaginal administration
50428-1447-78	M01AE	Propionic acid derivatives
50428-1447-78	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-1447-78	R02AX	Other throat preparations
50428-1455-14	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
50428-1464-06	P03AC	Pyrethrines, incl. synthetic compounds
50428-1503-91	A01AD	Other agents for local oral treatment
50428-1503-91	B01AC	Platelet aggregation inhibitors excl. heparin
50428-1503-91	N02BA	Salicylic acid and derivatives
50428-1503-91	A09AB	Acid preparations
50428-1503-91	B05CB	Salt solutions
50428-1503-91	B05XA	Electrolyte solutions
50428-1523-14	A01AD	Other agents for local oral treatment
50428-1523-14	B01AC	Platelet aggregation inhibitors excl. heparin
50428-1523-14	N02BA	Salicylic acid and derivatives
50428-1557-56	D04AA	Antihistamines for topical use
50428-1557-56	R06AA	Aminoalkyl ethers
50428-1641-83	R01AA	Sympathomimetics, plain
50428-1641-83	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-1641-83	S01GA	Sympathomimetics used as decongestants
50428-1644-40	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
50428-1663-63	A06AB	Contact laxatives
50428-1663-63	A06AG	Enemas
50428-1663-71	A06AB	Contact laxatives
50428-1663-71	A06AG	Enemas
50428-1665-95	A11GA	Ascorbic acid (vitamin C), plain
50428-1665-95	G01AD	Organic acids
50428-1665-95	S01XA	Other ophthalmologicals
50428-1671-14	A01AC	Corticosteroids for local oral treatment
50428-1671-14	A07EA	Corticosteroids acting locally
50428-1671-14	C05AA	Corticosteroids
50428-1671-14	D07AA	Corticosteroids, weak (group I)
50428-1671-14	D07XA	Corticosteroids, weak, other combinations
50428-1671-14	H02AB	Glucocorticoids
50428-1671-14	S01BA	Corticosteroids, plain
50428-1671-14	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50428-1671-14	S02BA	Corticosteroids
50428-1713-22	A06AG	Enemas
50428-1713-22	A06AX	Other drugs for constipation
50428-1730-13	N07BA	Drugs used in nicotine dependence
50428-1847-08	C01EB	Other cardiac preparations
50428-1852-26	A01AD	Other agents for local oral treatment
50428-1852-26	B01AC	Platelet aggregation inhibitors excl. heparin
50428-1852-26	N02BA	Salicylic acid and derivatives
50428-1852-26	N02BE	Anilides
50428-1852-26	N06BC	Xanthine derivatives
50428-1912-38	C01EB	Other cardiac preparations
50428-1912-38	G02CC	Antiinflammatory products for vaginal administration
50428-1912-38	M01AE	Propionic acid derivatives
50428-1912-38	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-1912-38	R02AX	Other throat preparations
50428-1935-87	N02BE	Anilides
50428-1935-88	N02BE	Anilides
50428-1963-30	C01EB	Other cardiac preparations
50428-1963-30	G02CC	Antiinflammatory products for vaginal administration
50428-1963-30	M01AE	Propionic acid derivatives
50428-1963-30	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-1963-30	R02AX	Other throat preparations
50428-1992-16	A11CA	Vitamin A, plain
50428-1992-16	D10AD	Retinoids for topical use in acne
50428-1992-16	R01AX	Other nasal preparations
50428-1992-16	S01XA	Other ophthalmologicals
50428-1992-29	A06AC	Bulk-forming laxatives
50428-1992-39	N02BE	Anilides
50428-2002-36	A06AG	Enemas
50428-2002-36	A06AX	Other drugs for constipation
50428-2047-43	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-2076-88	N02BE	Anilides
50428-2083-34	R01AA	Sympathomimetics, plain
50428-2083-34	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-2083-34	S01GA	Sympathomimetics used as decongestants
50428-2083-34	D04AA	Antihistamines for topical use
50428-2083-34	R06AB	Substituted alkylamines
50428-2094-52	A06AD	Osmotically acting laxatives
50428-2094-52	A12CC	Magnesium
50428-2094-52	B05CB	Salt solutions
50428-2094-78	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-2094-78	D08AX	Other antiseptics and disinfectants
50428-2094-78	D11AX	Other dermatologicals
50428-2094-78	S02AA	Antiinfectives
50428-2110-03	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-2110-03	D01AC	Imidazole and triazole derivatives
50428-2110-03	G01AF	Imidazole derivatives
50428-2110-37	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-2110-37	D01AC	Imidazole and triazole derivatives
50428-2110-37	G01AF	Imidazole derivatives
50428-2149-16	A02AA	Magnesium compounds
50428-2149-16	G04BX	Other urologicals
50428-2152-02	A06AD	Osmotically acting laxatives
50428-2152-02	A12CC	Magnesium
50428-2152-02	B05XA	Electrolyte solutions
50428-2152-02	D11AX	Other dermatologicals
50428-2152-02	V04CC	Tests for bile duct patency
50428-2167-96	D06AX	Other antibiotics for topical use
50428-2167-96	J01XX	Other antibacterials
50428-2167-96	R02AB	Antibiotics
50428-2167-96	A07AA	Antibiotics
50428-2167-96	J01XB	Polymyxins
50428-2167-96	S01AA	Antibiotics
50428-2167-96	S02AA	Antiinfectives
50428-2167-96	S03AA	Antiinfectives
50428-2196-26	D06AX	Other antibiotics for topical use
50428-2196-26	J01XX	Other antibacterials
50428-2196-26	R02AB	Antibiotics
50428-2196-26	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-2196-26	A07AA	Antibiotics
50428-2196-26	B05CA	Antiinfectives
50428-2196-26	J01GB	Other aminoglycosides
50428-2196-26	S01AA	Antibiotics
50428-2196-26	S02AA	Antiinfectives
50428-2196-26	S03AA	Antiinfectives
50428-2196-26	J01XB	Polymyxins
50428-2229-01	A11GA	Ascorbic acid (vitamin C), plain
50428-2229-01	G01AD	Organic acids
50428-2229-01	S01XA	Other ophthalmologicals
50428-2234-20	A11GA	Ascorbic acid (vitamin C), plain
50428-2234-20	G01AD	Organic acids
50428-2234-20	S01XA	Other ophthalmologicals
50428-2272-15	A11GA	Ascorbic acid (vitamin C), plain
50428-2272-15	G01AD	Organic acids
50428-2272-15	S01XA	Other ophthalmologicals
50428-2302-68	A01AD	Other agents for local oral treatment
50428-2302-68	B01AC	Platelet aggregation inhibitors excl. heparin
50428-2302-68	N02BA	Salicylic acid and derivatives
50428-2304-17	A09AA	Enzyme preparations
50428-2309-95	A02AC	Calcium compounds
50428-2309-95	A12AA	Calcium
50428-2311-83	A06AD	Osmotically acting laxatives
50428-2311-83	A12CC	Magnesium
50428-2311-83	B05CB	Salt solutions
50428-2317-38	D01AE	Other antifungals for topical use
50428-2318-78	A11GA	Ascorbic acid (vitamin C), plain
50428-2318-78	G01AD	Organic acids
50428-2318-78	S01XA	Other ophthalmologicals
50428-2320-25	A11GA	Ascorbic acid (vitamin C), plain
50428-2320-25	G01AD	Organic acids
50428-2320-25	S01XA	Other ophthalmologicals
50428-2325-53	A11GA	Ascorbic acid (vitamin C), plain
50428-2325-53	G01AD	Organic acids
50428-2325-53	S01XA	Other ophthalmologicals
50428-2325-65	C01EB	Other cardiac preparations
50428-2325-65	G02CC	Antiinflammatory products for vaginal administration
50428-2325-65	M01AE	Propionic acid derivatives
50428-2325-65	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-2325-65	R02AX	Other throat preparations
50428-2325-66	A01AD	Other agents for local oral treatment
50428-2325-66	B01AC	Platelet aggregation inhibitors excl. heparin
50428-2325-66	N02BA	Salicylic acid and derivatives
50428-2325-66	N02BE	Anilides
50428-2325-66	N06BC	Xanthine derivatives
50428-2325-69	A01AD	Other agents for local oral treatment
50428-2325-69	B01AC	Platelet aggregation inhibitors excl. heparin
50428-2325-69	N02BA	Salicylic acid and derivatives
50428-2325-69	N02BE	Anilides
50428-2325-69	N06BC	Xanthine derivatives
50428-2325-70	C01EB	Other cardiac preparations
50428-2325-70	G02CC	Antiinflammatory products for vaginal administration
50428-2325-70	M01AE	Propionic acid derivatives
50428-2325-70	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-2325-70	R02AX	Other throat preparations
50428-2326-41	R06AX	Other antihistamines for systemic use
50428-2326-42	R06AX	Other antihistamines for systemic use
50428-2327-10	A11GA	Ascorbic acid (vitamin C), plain
50428-2327-10	G01AD	Organic acids
50428-2327-10	S01XA	Other ophthalmologicals
50428-2328-13	D10AE	Peroxides
50428-2329-02	A07DA	Antipropulsives
50428-2329-07	A07DA	Antipropulsives
50428-2330-05	A02AA	Magnesium compounds
50428-2330-05	G04BX	Other urologicals
50428-2345-54	G04BX	Other urologicals
50428-2356-37	G02CC	Antiinflammatory products for vaginal administration
50428-2356-37	M01AE	Propionic acid derivatives
50428-2356-37	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-2371-07	A09AA	Enzyme preparations
50428-2377-55	D04AA	Antihistamines for topical use
50428-2377-55	R06AA	Aminoalkyl ethers
50428-2421-34	R06AX	Other antihistamines for systemic use
50428-2421-34	R01BA	Sympathomimetics
50428-2421-36	R06AX	Other antihistamines for systemic use
50428-2421-36	R01BA	Sympathomimetics
50428-2432-04	A11HA	Other plain vitamin preparations
50428-2447-98	A02AC	Calcium compounds
50428-2447-98	A12AA	Calcium
50428-2447-98	A12CB	Zinc
50428-2447-98	A02AA	Magnesium compounds
50428-2447-98	A06AD	Osmotically acting laxatives
50428-2447-98	A12CC	Magnesium
50428-2461-05	N07BA	Drugs used in nicotine dependence
50428-2461-06	N07BA	Drugs used in nicotine dependence
50428-2473-16	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
50428-2473-21	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-2473-22	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-2478-85	A06AA	Softeners, emollients
50428-2489-52	N02BE	Anilides
50428-2494-60	R06AX	Other antihistamines for systemic use
50428-2496-49	B05XB	Amino acids
50428-2497-06	B05XB	Amino acids
50428-2501-91	A12BA	Potassium
50428-2527-96	C01EB	Other cardiac preparations
50428-2527-96	G02CC	Antiinflammatory products for vaginal administration
50428-2527-96	M01AE	Propionic acid derivatives
50428-2527-96	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-2527-96	R02AX	Other throat preparations
50428-2527-97	C01EB	Other cardiac preparations
50428-2527-97	G02CC	Antiinflammatory products for vaginal administration
50428-2527-97	M01AE	Propionic acid derivatives
50428-2527-97	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-2527-97	R02AX	Other throat preparations
50428-2535-66	N07BA	Drugs used in nicotine dependence
50428-2535-68	N07BA	Drugs used in nicotine dependence
50428-2619-25	C01EB	Other cardiac preparations
50428-2619-25	G02CC	Antiinflammatory products for vaginal administration
50428-2619-25	M01AE	Propionic acid derivatives
50428-2619-25	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-2619-25	R02AX	Other throat preparations
50428-2647-83	A06AA	Softeners, emollients
50428-2676-35	A09AA	Enzyme preparations
50428-2701-34	C01EB	Other cardiac preparations
50428-2701-34	G02CC	Antiinflammatory products for vaginal administration
50428-2701-34	M01AE	Propionic acid derivatives
50428-2701-34	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-2701-34	R02AX	Other throat preparations
50428-2712-55	A01AD	Other agents for local oral treatment
50428-2712-55	B01AC	Platelet aggregation inhibitors excl. heparin
50428-2712-55	N02BA	Salicylic acid and derivatives
50428-2715-31	A01AD	Other agents for local oral treatment
50428-2715-31	B01AC	Platelet aggregation inhibitors excl. heparin
50428-2715-31	N02BA	Salicylic acid and derivatives
50428-2717-71	N02BE	Anilides
50428-2771-97	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-2771-97	A07AC	Imidazole derivatives
50428-2771-97	D01AC	Imidazole and triazole derivatives
50428-2771-97	G01AF	Imidazole derivatives
50428-2771-97	J02AB	Imidazole derivatives
50428-2771-97	S02AA	Antiinfectives
50428-2772-83	B03AA	Iron bivalent, oral preparations
50428-2774-41	A02AC	Calcium compounds
50428-2774-41	A12AA	Calcium
50428-2774-41	A11CC	Vitamin D and analogues
50428-2774-64	B03AA	Iron bivalent, oral preparations
50428-2774-64	B03AD	Iron in combination with folic acid
50428-2777-60	R06AX	Other antihistamines for systemic use
50428-2778-02	R05DA	Opium alkaloids and derivatives
50428-2890-17	N02BE	Anilides
50428-2918-56	G02CC	Antiinflammatory products for vaginal administration
50428-2918-56	M01AE	Propionic acid derivatives
50428-2918-56	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-2975-84	D08AX	Other antiseptics and disinfectants
50428-2979-17	D01AE	Other antifungals for topical use
50428-2994-70	G02CC	Antiinflammatory products for vaginal administration
50428-2994-70	M01AE	Propionic acid derivatives
50428-2994-70	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-2994-72	G02CC	Antiinflammatory products for vaginal administration
50428-2994-72	M01AE	Propionic acid derivatives
50428-2994-72	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-2994-83	A01AD	Other agents for local oral treatment
50428-2994-83	B01AC	Platelet aggregation inhibitors excl. heparin
50428-2994-83	N02BA	Salicylic acid and derivatives
50428-3002-58	B03BB	Folic acid and derivatives
50428-3002-58	V04CX	Other diagnostic agents
50428-3002-62	A11HA	Other plain vitamin preparations
50428-3002-63	N05CH	Melatonin receptor agonists
50428-3002-65	B05XB	Amino acids
50428-3014-24	N02BE	Anilides
50428-3030-50	R06AX	Other antihistamines for systemic use
50428-3036-93	A01AD	Other agents for local oral treatment
50428-3036-93	B01AC	Platelet aggregation inhibitors excl. heparin
50428-3036-93	N02BA	Salicylic acid and derivatives
50428-3037-19	D04AA	Antihistamines for topical use
50428-3037-19	R06AA	Aminoalkyl ethers
50428-3056-23	A02AA	Magnesium compounds
50428-3056-23	G04BX	Other urologicals
50428-3063-97	C01EB	Other cardiac preparations
50428-3063-97	G02CC	Antiinflammatory products for vaginal administration
50428-3063-97	M01AE	Propionic acid derivatives
50428-3063-97	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-3063-97	R02AX	Other throat preparations
50428-3082-40	A02AA	Magnesium compounds
50428-3082-40	G04BX	Other urologicals
50428-3104-25	A06AA	Softeners, emollients
50428-3149-39	A02AC	Calcium compounds
50428-3149-39	A12AA	Calcium
50428-3166-20	C05BB	Sclerosing agents for local injection
50428-3166-20	D08AE	Phenol and derivatives
50428-3166-20	N01BX	Other local anesthetics
50428-3166-20	R02AA	Antiseptics
50428-3175-81	N02BE	Anilides
50428-3175-83	N02BE	Anilides
50428-3176-83	A06AA	Softeners, emollients
50428-3178-57	A06AB	Contact laxatives
50428-3178-57	A06AG	Enemas
50428-3178-61	A02AB	Aluminium compounds
50428-3178-61	A02AA	Magnesium compounds
50428-3178-61	G04BX	Other urologicals
50428-3179-14	S01KA	Viscoelastic substances
50428-3179-14	A06AG	Enemas
50428-3179-14	A06AX	Other drugs for constipation
50428-3182-66	A06AB	Contact laxatives
50428-3189-84	N02BE	Anilides
50428-3203-24	N02BE	Anilides
50428-3224-36	D06AX	Other antibiotics for topical use
50428-3224-36	J01XX	Other antibacterials
50428-3224-36	R02AB	Antibiotics
50428-3224-36	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-3224-36	A07AA	Antibiotics
50428-3224-36	B05CA	Antiinfectives
50428-3224-36	J01GB	Other aminoglycosides
50428-3224-36	S01AA	Antibiotics
50428-3224-36	S02AA	Antiinfectives
50428-3224-36	S03AA	Antiinfectives
50428-3224-36	J01XB	Polymyxins
50428-3317-27	N07BA	Drugs used in nicotine dependence
50428-3317-33	N07BA	Drugs used in nicotine dependence
50428-3333-36	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-3333-36	A07AC	Imidazole derivatives
50428-3333-36	D01AC	Imidazole and triazole derivatives
50428-3333-36	G01AF	Imidazole derivatives
50428-3333-36	J02AB	Imidazole derivatives
50428-3333-36	S02AA	Antiinfectives
50428-3340-67	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-3340-67	A07AC	Imidazole derivatives
50428-3340-67	D01AC	Imidazole and triazole derivatives
50428-3340-67	G01AF	Imidazole derivatives
50428-3340-67	J02AB	Imidazole derivatives
50428-3340-67	S02AA	Antiinfectives
50428-3386-18	N07BA	Drugs used in nicotine dependence
50428-3394-79	R05DA	Opium alkaloids and derivatives
50428-3394-79	R05CA	Expectorants
50428-3416-72	D01AE	Other antifungals for topical use
50428-3460-18	N02BE	Anilides
50428-3460-27	N02BE	Anilides
50428-3462-48	A01AD	Other agents for local oral treatment
50428-3462-48	B01AC	Platelet aggregation inhibitors excl. heparin
50428-3462-48	N02BA	Salicylic acid and derivatives
50428-3465-65	N07BA	Drugs used in nicotine dependence
50428-3486-39	A06AB	Contact laxatives
50428-3486-39	A06AG	Enemas
50428-3486-40	A06AB	Contact laxatives
50428-3486-40	A06AG	Enemas
50428-3486-77	N07BA	Drugs used in nicotine dependence
50428-3486-81	N07BA	Drugs used in nicotine dependence
50428-3511-70	D01AE	Other antifungals for topical use
50428-3511-70	S01BC	Antiinflammatory agents, non-steroids
50428-3682-08	M02AB	Capsaicin and similar agents
50428-3682-08	N01BX	Other local anesthetics
50428-3719-14	N02BE	Anilides
50428-3724-41	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-3724-41	D08AX	Other antiseptics and disinfectants
50428-3724-41	D11AX	Other dermatologicals
50428-3724-41	S02AA	Antiinfectives
50428-3730-19	A01AC	Corticosteroids for local oral treatment
50428-3730-19	A07EA	Corticosteroids acting locally
50428-3730-19	C05AA	Corticosteroids
50428-3730-19	D07AA	Corticosteroids, weak (group I)
50428-3730-19	D07XA	Corticosteroids, weak, other combinations
50428-3730-19	H02AB	Glucocorticoids
50428-3730-19	S01BA	Corticosteroids, plain
50428-3730-19	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50428-3730-19	S02BA	Corticosteroids
50428-3730-92	A01AC	Corticosteroids for local oral treatment
50428-3730-92	A07EA	Corticosteroids acting locally
50428-3730-92	C05AA	Corticosteroids
50428-3730-92	D07AA	Corticosteroids, weak (group I)
50428-3730-92	D07XA	Corticosteroids, weak, other combinations
50428-3730-92	H02AB	Glucocorticoids
50428-3730-92	S01BA	Corticosteroids, plain
50428-3730-92	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50428-3730-92	S02BA	Corticosteroids
50428-3943-72	N07BA	Drugs used in nicotine dependence
50428-3943-73	N07BA	Drugs used in nicotine dependence
50428-3943-74	N07BA	Drugs used in nicotine dependence
50428-3943-75	N07BA	Drugs used in nicotine dependence
50428-3967-25	N07BA	Drugs used in nicotine dependence
50428-3967-26	N07BA	Drugs used in nicotine dependence
50428-3967-28	N07BA	Drugs used in nicotine dependence
50428-3967-29	N07BA	Drugs used in nicotine dependence
50428-4025-21	D01AE	Other antifungals for topical use
50428-4025-21	D01BA	Antifungals for systemic use
50428-4041-99	D04AA	Antihistamines for topical use
50428-4041-99	R06AA	Aminoalkyl ethers
50428-4041-99	A16AX	Various alimentary tract and metabolism products
50428-4161-22	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
50428-4162-67	N05CH	Melatonin receptor agonists
50428-4194-23	A01AD	Other agents for local oral treatment
50428-4194-23	B01AC	Platelet aggregation inhibitors excl. heparin
50428-4194-23	N02BA	Salicylic acid and derivatives
50428-4196-42	N05CH	Melatonin receptor agonists
50428-4209-28	B05CX	Other irrigating solutions
50428-4209-28	V04CA	Tests for diabetes
50428-4209-28	V06DC	Carbohydrates
50428-4220-50	A02BA	H2-receptor antagonists
50428-4282-20	B05CA	Antiinfectives
50428-4282-20	D08AJ	Quaternary ammonium compounds
50428-4282-20	D09AA	Medicated dressings with antiinfectives
50428-4282-20	R02AA	Antiseptics
50428-4285-04	D10AE	Peroxides
50428-4322-33	A02BA	H2-receptor antagonists
50428-4322-79	A02BA	H2-receptor antagonists
50428-4442-35	R06AE	Piperazine derivatives
50428-4442-36	R06AE	Piperazine derivatives
50428-4442-38	R06AE	Piperazine derivatives
50428-4442-55	R06AE	Piperazine derivatives
50428-4443-82	R06AE	Piperazine derivatives
50428-4443-84	R06AE	Piperazine derivatives
50428-4443-85	R06AE	Piperazine derivatives
50428-4443-85	R01BA	Sympathomimetics
50428-4443-86	R06AE	Piperazine derivatives
50428-4443-86	R01BA	Sympathomimetics
50428-4447-95	A12CA	Sodium
50428-4447-95	B05CB	Salt solutions
50428-4447-95	B05XA	Electrolyte solutions
50428-4447-97	D08AX	Other antiseptics and disinfectants
50428-4448-06	C05AD	Local anesthetics
50428-4448-06	D04AB	Anesthetics for topical use
50428-4448-06	N01BA	Esters of aminobenzoic acid
50428-4448-06	R02AD	Anesthetics, local
50428-4468-77	N07BA	Drugs used in nicotine dependence
50428-4468-81	N07BA	Drugs used in nicotine dependence
50428-4522-60	R06AE	Piperazine derivatives
50428-4535-24	R06AX	Other antihistamines for systemic use
50428-4535-24	S01GX	Other antiallergics
50428-4545-27	N02BE	Anilides
50428-4545-27	D04AA	Antihistamines for topical use
50428-4545-27	R06AA	Aminoalkyl ethers
50428-4545-40	N02BE	Anilides
50428-4545-40	D04AA	Antihistamines for topical use
50428-4545-40	R06AA	Aminoalkyl ethers
50428-4545-94	G02CC	Antiinflammatory products for vaginal administration
50428-4545-94	M01AE	Propionic acid derivatives
50428-4545-94	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-4546-00	N05CH	Melatonin receptor agonists
50428-4546-02	A01AD	Other agents for local oral treatment
50428-4546-02	B01AC	Platelet aggregation inhibitors excl. heparin
50428-4546-02	N02BA	Salicylic acid and derivatives
50428-4561-12	N07BA	Drugs used in nicotine dependence
50428-4561-13	N07BA	Drugs used in nicotine dependence
50428-4561-16	N07BA	Drugs used in nicotine dependence
50428-4562-27	N02BE	Anilides
50428-4563-12	C01EB	Other cardiac preparations
50428-4563-12	G02CC	Antiinflammatory products for vaginal administration
50428-4563-12	M01AE	Propionic acid derivatives
50428-4563-12	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-4563-12	R02AX	Other throat preparations
50428-4563-21	D04AA	Antihistamines for topical use
50428-4563-21	R06AA	Aminoalkyl ethers
50428-4563-41	C01EB	Other cardiac preparations
50428-4563-41	G02CC	Antiinflammatory products for vaginal administration
50428-4563-41	M01AE	Propionic acid derivatives
50428-4563-41	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-4563-41	R02AX	Other throat preparations
50428-4579-31	A06AA	Softeners, emollients
50428-4579-31	C01CA	Adrenergic and dopaminergic agents
50428-4579-31	R01AA	Sympathomimetics, plain
50428-4579-31	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-4579-31	R01BA	Sympathomimetics
50428-4579-31	S01FB	Sympathomimetics excl. antiglaucoma preparations
50428-4579-31	S01GA	Sympathomimetics used as decongestants
50428-4588-71	A01AD	Other agents for local oral treatment
50428-4588-71	B01AC	Platelet aggregation inhibitors excl. heparin
50428-4588-71	N02BA	Salicylic acid and derivatives
50428-4599-49	A11HA	Other plain vitamin preparations
50428-4599-49	C04AC	Nicotinic acid and derivatives
50428-4599-49	C10AD	Nicotinic acid and derivatives
50428-4599-54	C01EB	Other cardiac preparations
