CPT_CODE	CPT_DESCR
67801	REMOVE EYELID LESIONS No Precert Req
67805	REMOVE EYELID LESIONS No Precert Req
67808	REMOVE EYELID LESION(S) No Precert Req
67810	BIOPSY OF EYELID No Precert Req
67820	REVISE EYELASHES No Precert Req
67825	REVISE EYELASHES No Precert Req
67830	REVISE EYELASHES No Precert Req
67835	REVISE EYELASHES No Precert Req
67840	REMOVE EYELID LESION No Precert Req
67850	TREAT EYELID LESION No Precert Req
67875	CLOSURE OF EYELID BY SUT No Precert Req
67880	REVISION OF EYELID No Precert Req
67882	REVISION OF EYELID No Precert Req
67912	CORRECTION EYELID W/IMPL No Precert Req
67914	REPAIR EYELID DEFECT No Precert Req
67915	REPAIR EYELID DEFECT No Precert Req
67916	REPAIR EYELID DEFECT No Precert Req
67917	REPAIR EYELID DEFECT No Precert Req
67921	REPAIR EYELID DEFECT No Precert Req
67922	REPAIR EYELID DEFECT No Precert Req
67923	REPAIR EYELID DEFECT No Precert Req
67924	REPAIR EYELID DEFECT No Precert Req
67930	REPAIR EYELID WOUND No Precert Req
67935	REPAIR EYELID WOUND No Precert Req
67938	REMOVE EYELID FOREIGN BO No Precert Req
67950	REVISION OF EYELID No Precert Req
67961	REVISION OF EYELID No Precert Req
67966	REVISION OF EYELID No Precert Req
67971	RECONSTRUCTION OF EYELID No Precert Req
67973	RECONSTRUCTION OF EYELID No Precert Req
67974	RECONSTRUCTION OF EYELID No Precert Req
67975	RECONSTRUCTION OF EYELID No Precert Req
68020	INCISE/DRAIN EYELID LINI No Precert Req
68040	TREATMENT OF EYELID LESI No Precert Req
68100	BIOPSY OF EYELID LINING No Precert Req
68110	REMOVE EYELID LINING LES No Precert Req
68115	REMOVE EYELID LINING LES No Precert Req
68130	REMOVE EYELID LINING LES No Precert Req
68135	REMOVE EYELID LINING LES No Precert Req
68200	TREAT EYELID BY INJECTIO No Precert Req
68320	REVISE/GRAFT EYELID LINI No Precert Req
68325	REVISE/GRAFT EYELID LINI No Precert Req
68326	REVISE/GRAFT EYELID LINI No Precert Req
68328	REVISE/GRAFT EYELID LINI No Precert Req
68330	REVISE EYELID LINING No Precert Req
68335	REVISE/GRAFT EYELID LINI No Precert Req
68340	SEPARATE EYELID ADHESION No Precert Req
68360	REVISE EYELID LINING No Precert Req
68362	REVISE EYELID LINING No Precert Req
68371	HARVEST EYE TISSUE, ALOG No Precert Req
68399	EYELID LINING SURGERY No Precert Req
68400	INCISE/DRAIN TEAR GLAND No Precert Req
68420	INCISE/DRAIN TEAR SAC No Precert Req
68440	INCISE TEAR DUCT OPENING No Precert Req
68500	REMOVAL OF TEAR GLAND No Precert Req
68505	PARTIAL REMOVAL, TEAR GL No Precert Req
68510	BIOPSY OF TEAR GLAND No Precert Req
68520	REMOVAL OF TEAR SAC No Precert Req
68525	BIOPSY OF TEAR SAC No Precert Req
68530	CLEARANCE OF TEAR DUCT No Precert Req
68540	REMOVE TEAR GLAND LESION No Precert Req
68550	REMOVE TEAR GLAND LESION No Precert Req
68700	REPAIR TEAR DUCTS No Precert Req
68705	REVISE TEAR DUCT OPENING No Precert Req
68720	CREATE TEAR SAC DRAIN No Precert Req
68745	CREATE TEAR DUCT DRAIN No Precert Req
68750	CREATE TEAR DUCT DRAIN No Precert Req
68760	CLOSE TEAR DUCT OPENING No Precert Req
68761	CLOSE TEAR DUCT OPENING No Precert Req
68770	CLOSE TEAR SYSTEM FISTUL No Precert Req
68801	DILATE TEAR DUCT OPENING No Precert Req
68810	PROBE NASOLACRIMAL DUCT No Precert Req
68811	PROBE NASOLACRIMAL DUCT No Precert Req
68815	PROBE NASOLACRIMAL DUCT No Precert Req
68816	PROBE NL DUCT W/BALLOON No Precert Req
68840	EXPLORE/IRRIGATE TEAR DU No Precert Req
68850	INJECTION FOR TEAR SAC X No Precert Req
69000	DRAIN EXTERNAL EAR LESIO No Precert Req
69005	DRAIN EXTERNAL EAR LESIO No Precert Req
69020	DRAIN OUTER EAR CANAL LE No Precert Req
69090	PIERCE EARLOBES No Precert Req
69100	BIOPSY OF EXTERNAL EAR No Precert Req
69105	BIOPSY OF EXTERNAL EAR C No Precert Req
69110	REMOVE EXTERNAL EAR, PAR No Precert Req
69120	REMOVAL OF EXTERNAL EAR No Precert Req
69140	REMOVE EAR CANAL LESION( No Precert Req
69145	REMOVE EAR CANAL LESION( No Precert Req
69150	EXTENSIVE EAR CANAL SURG No Precert Req
69200	CLEAR OUTER EAR CANAL No Precert Req
69205	CLEAR OUTER EAR CANAL No Precert Req
69209	REMOVE IMPACTED EAR WAX UNI No Precert Req
69210	REMOVE IMPACTED EAR WAX No Precert Req
69220	CLEAN OUT MASTOID CAVITY No Precert Req
69222	CLEAN OUT MASTOID CAVITY No Precert Req
69310	REBUILD OUTER EAR CANAL No Precert Req
69320	REBUILD OUTER EAR CANAL No Precert Req
69420	INCISION OF EARDRUM No Precert Req
69421	INCISION OF EARDRUM No Precert Req
69424	REMOVE VENTILATING TUBE No Precert Req
69433	CREATE EARDRUM OPENING No Precert Req
69436	CREATE EARDRUM OPENING No Precert Req
69440	EXPLORATION OF MIDDLE EA No Precert Req
69450	EARDRUM REVISION No Precert Req
69501	MASTOIDECTOMY No Precert Req
69502	MASTOIDECTOMY No Precert Req
69505	REMOVE MASTOID STRUCTURE No Precert Req
69511	EXTENSIVE MASTOID SURGER No Precert Req
69530	EXTENSIVE MASTOID SURGER No Precert Req
69535	REMOVE PART OF TEMPORAL No Precert Req
69540	REMOVE EAR LESION No Precert Req
69550	REMOVE EAR LESION No Precert Req
69552	REMOVE EAR LESION No Precert Req
69554	REMOVE EAR LESION No Precert Req
69601	MASTOID SURGERY REVISION No Precert Req
69602	MASTOID SURGERY REVISION No Precert Req
69603	MASTOID SURGERY REVISION No Precert Req
69604	MASTOID SURGERY REVISION No Precert Req
69605	MASTOID SURGERY REVISION No Precert Req
69610	REPAIR OF EARDRUM No Precert Req
69620	REPAIR OF EARDRUM No Precert Req
69631	REPAIR EARDRUM STRUCTURE No Precert Req
69632	REBUILD EARDRUM STRUCTUR No Precert Req
69633	REBUILD EARDRUM STRUCTUR No Precert Req
69635	REPAIR EARDRUM STRUCTURE No Precert Req
69636	REBUILD EARDRUM STRUCTUR No Precert Req
69637	REBUILD EARDRUM STRUCTUR No Precert Req
69641	REVISE MIDDLE EAR & MAST No Precert Req
69642	REVISE MIDDLE EAR & MAST No Precert Req
69643	REVISE MIDDLE EAR & MAST No Precert Req
69644	REVISE MIDDLE EAR & MAST No Precert Req
69645	REVISE MIDDLE EAR & MAST No Precert Req
69646	REVISE MIDDLE EAR & MAST No Precert Req
69650	RELEASE MIDDLE EAR BONE No Precert Req
69660	REVISE MIDDLE EAR BONE No Precert Req
69661	REVISE MIDDLE EAR BONE No Precert Req
69662	REVISE MIDDLE EAR BONE No Precert Req
69666	REPAIR MIDDLE EAR STRUCT No Precert Req
69667	REPAIR MIDDLE EAR STRUCT No Precert Req
69670	REMOVE MASTOID AIR CELLS No Precert Req
69676	REMOVE MIDDLE EAR NERVE No Precert Req
69700	CLOSE MASTOID FISTULA No Precert Req
69710	IMPLANT/REPLACE HEARING No Precert Req
69711	REMOVE/REPAIR HEARING AI No Precert Req
69720	RELEASE FACIAL NERVE No Precert Req
69725	RELEASE FACIAL NERVE No Precert Req
69740	REPAIR FACIAL NERVE No Precert Req
69745	REPAIR FACIAL NERVE No Precert Req
69801	INCISE INNER EAR No Precert Req
69802	INCISE INNER EAR No Precert Req
69805	EXPLORE INNER EAR No Precert Req
69806	EXPLORE INNER EAR No Precert Req
69820	ESTABLISH INNER EAR WIND No Precert Req
69840	REVISE INNER EAR WINDOW No Precert Req
69905	REMOVE INNER EAR No Precert Req
69910	REMOVE INNER EAR & MASTO No Precert Req
69915	INCISE INNER EAR NERVE No Precert Req
69950	INCISE INNER EAR NERVE No Precert Req
69955	RELEASE FACIAL NERVE No Precert Req
69960	RELEASE INNER EAR CANAL No Precert Req
69970	REMOVE INNER EAR LESION No Precert Req
69990	MICROSURGERY ADD-ON No Precert Req
70010	CONTRAST X-RAY OF BRAIN No Precert Req
70015	CONTRAST X-RAY OF BRAIN No Precert Req
70030	X-RAY EYE FOR FOREIGN BO No Precert Req
70100	X-RAY EXAM OF JAW No Precert Req
7010F	PT INFO INTO RECALL SYST No Precert Req
70110	X-RAY EXAM OF JAW No Precert Req
70120	X-RAY EXAM OF MASTOIDS No Precert Req
70130	X-RAY EXAM OF MASTOIDS No Precert Req
70134	X-RAY EXAM OF MIDDLE EAR No Precert Req
70140	X-RAY EXAM OF FACIAL BON No Precert Req
70150	X-RAY EXAM OF FACIAL BON No Precert Req
70160	X-RAY EXAM OF NASAL BONE No Precert Req
70170	X-RAY EXAM OF TEAR DUCT No Precert Req
70190	X-RAY EXAM OF EYE SOCKET No Precert Req
70200	X-RAY EXAM OF EYE SOCKET No Precert Req
7020F	BRST IMAG-RPT/DATACAT DO No Precert Req
70210	X-RAY EXAM OF SINUSES No Precert Req
70220	X-RAY EXAM OF SINUSES No Precert Req
70240	X-RAY EXAM, PITUITARY SA No Precert Req
70250	X-RAY EXAM OF SKULL No Precert Req
7025F	PT INFOSYS ALARM 4 NXT M No Precert Req
70260	X-RAY EXAM OF SKULL No Precert Req
70300	X-RAY EXAM OF TEETH No Precert Req
70310	X-RAY EXAM OF TEETH No Precert Req
70320	FULL MOUTH X-RAY OF TEET No Precert Req
70328	X-RAY EXAM OF JAW JOINT No Precert Req
70330	X-RAY EXAM OF JAW JOINTS No Precert Req
70332	X-RAY EXAM OF JAW JOINT No Precert Req
70350	X-RAY HEAD FOR ORTHODONT No Precert Req
70355	PANORAMIC X-RAY OF JAWS No Precert Req
70360	X-RAY EXAM OF NECK No Precert Req
70370	THROAT X-RAY & FLUOROSCO No Precert Req
70371	SPEECH EVALUATION, COMPL No Precert Req
70373	CONTRAST X-RAY OF LARYNX No Precert Req Code deleted 12/31/2015
70380	X-RAY EXAM OF SALIVARY G No Precert Req
70390	X-RAY EXAM OF SALIVARY D No Precert Req
70557	MRI BRAIN W/O DYE No Precert Req
70558	MRI BRAIN W/DYE No Precert Req
70559	MRI BRAIN W/O & W/DYE No Precert Req
71010	CHEST X-RAY No Precert Req
71015	CHEST X-RAY No Precert Req
71020	CHEST X-RAY No Precert Req code deleted 1/1/2018
71021	CHEST X-RAY No Precert Req
71022	CHEST X-RAY No Precert Req
71023	CHEST X-RAY AND FLUOROSC No Precert Req
71030	CHEST X-RAY No Precert Req
71034	CHEST X-RAY AND FLUOROSC No Precert Req
71035	CHEST X-RAY No Precert Req
71040	CONTRAST X-RAY OF BRONCH No Precert Req
71046	X-RAY EXAM CHEST 2 VIEW No Precert Req
71060	CONTRAST X-RAY OF BRONCH No Precert Req
71090	X-RAY & PACEMAKER INSERT No Precert Req
71100	X-RAY EXAM OF RIBS No Precert Req
71101	X-RAY EXAM OF RIBS/CHEST No Precert Req
71110	X-RAY EXAM OF RIBS No Precert Req
71111	X-RAY EXAM OF RIBS/CHEST No Precert Req
71120	X-RAY EXAM OF BREASTBONE No Precert Req
71130	X-RAY EXAM OF BREASTBONE No Precert Req
72010	X-RAY EXAM OF SPINE No Precert Req Code deleted 12/31/2015
72020	X-RAY EXAM OF SPINE No Precert Req
72040	X-RAY EXAM OF NECK SPINE No Precert Req
72050	X-RAY EXAM OF NECK SPINE No Precert Req
72052	X-RAY EXAM OF NECK SPINE No Precert Req
72069	X-RAY EXAM OF TRUNK SPIN No Precert Req Code deleted 12/31/2015
72070	X-RAY EXAM OF THORACIC S No Precert Req
72072	X-RAY EXAM OF THORACIC S No Precert Req
72074	X-RAY EXAM OF THORACIC S No Precert Req
72080	X-RAY EXAM OF TRUNK SPIN No Precert Req
72081	X-RAY EXAM ENTIRE SPI 1 VW No Precert Req
72082	X-RAY EXAM ENTIRE SPI 2/3 VW No Precert Req
72083	X-RAY EXAM ENTIRE SPI 4/5 VW No Precert Req
72084	X-RAY EXAM ENTIRE SPI 6/> VW No Precert Req
72090	X-RAY EXAM OF TRUNK SPIN No Precert Req Code deleted 12/31/2015
72100	X-RAY EXAM OF LOWER SPIN No Precert Req
72110	X-RAY EXAM OF LOWER SPIN No Precert Req
72114	X-RAY EXAM OF LOWER SPIN No Precert Req
72120	X-RAY EXAM OF LOWER SPIN No Precert Req
72170	X-RAY EXAM OF PELVIS No Precert Req
72190	X-RAY EXAM OF PELVIS No Precert Req
72200	X-RAY EXAM SACROILIAC JO No Precert Req
72202	X-RAY EXAM SACROILIAC JO No Precert Req
72220	X-RAY EXAM OF TAILBONE No Precert Req
72240	CONTRAST X-RAY OF NECK S No Precert Req
72255	CONTRAST X-RAY, THORAX S No Precert Req
72265	CONTRAST X-RAY, LOWER SP No Precert Req
72270	CONTRAST X-RAY, SPINE No Precert Req
72275	EPIDUROGRAPHY No Precert Req
72295	X-RAY OF LOWER SPINE DIS No Precert Req
73000	X-RAY EXAM OF COLLAR BON No Precert Req
73010	X-RAY EXAM OF SHOULDER B No Precert Req
73020	X-RAY EXAM OF SHOULDER No Precert Req
73030	X-RAY EXAM OF SHOULDER No Precert Req
73040	CONTRAST X-RAY OF SHOULD No Precert Req
73050	X-RAY EXAM OF SHOULDERS No Precert Req
73060	X-RAY EXAM OF HUMERUS No Precert Req
73070	X-RAY EXAM OF ELBOW No Precert Req
73080	X-RAY EXAM OF ELBOW No Precert Req
73085	CONTRAST X-RAY OF ELBOW No Precert Req
73090	X-RAY EXAM OF FOREARM No Precert Req
73092	X-RAY EXAM OF ARM, INFAN No Precert Req
73100	X-RAY EXAM OF WRIST No Precert Req
73110	X-RAY EXAM OF WRIST No Precert Req
73115	CONTRAST X-RAY OF WRIST No Precert Req
73120	X-RAY EXAM OF HAND No Precert Req
73130	X-RAY EXAM OF HAND No Precert Req
73140	X-RAY EXAM OF FINGER(S) No Precert Req
73500	X-RAY EXAM OF HIP No Precert Req Code deleted 12/31/2015
73501	X-RAY EXAM HIP UNI 1 VIEW No Precert Req
73502	X-RAY EXAM HIP UNI 2-3 VIEWS No Precert Req
73503	X-RAY EXAM HIP UNI 4/> VIEWS No Precert Req
73510	X-RAY EXAM OF HIP No Precert Req Code deleted 12/31/2015
73520	X-RAY EXAM OF HIPS No Precert Req Code deleted 12/31/2015
73521	X-RAY EXAM HIPS BI 2 VIEWS No Precert Req
73522	X-RAY EXAM HIPS BI 3-4 VIEWS No Precert Req
73523	X-RAY EXAM HIPS BI 5/> VIEWS No Precert Req
73525	CONTRAST X-RAY OF HIP No Precert Req
73530	X-RAY EXAM OF HIP No Precert Req Code deleted 12/31/2015
73540	X-RAY EXAM OF PELVIS & H No Precert Req Code deleted 12/31/2015
73542	X-RAY EXAM, SACROILIAC J No Precert Req
73550	X-RAY EXAM OF THIGH No Precert Req Code deleted 12/31/2015
73551	X-RAY EXAM OF FEMUR 1 No Precert Req
73552	X-RAY EXAM OF FEMUR 2/> No Precert Req
73560	X-RAY EXAM OF KNEE, 1 OR No Precert Req
73562	X-RAY EXAM OF KNEE, 3 No Precert Req
73564	X-RAY EXAM, KNEE, 4 OR M No Precert Req
73565	X-RAY EXAM OF KNEES No Precert Req
73580	CONTRAST X-RAY OF KNEE J No Precert Req
73590	X-RAY EXAM OF LOWER LEG No Precert Req
73592	X-RAY EXAM OF LEG, INFAN No Precert Req
73600	X-RAY EXAM OF ANKLE No Precert Req
73610	X-RAY EXAM OF ANKLE No Precert Req
73615	CONTRAST X-RAY OF ANKLE No Precert Req
73620	X-RAY EXAM OF FOOT No Precert Req
73630	X-RAY EXAM OF FOOT No Precert Req
73650	X-RAY EXAM OF HEEL No Precert Req
73660	X-RAY EXAM OF TOE(S) No Precert Req
74000	X-RAY EXAM OF ABDOMEN No Precert Req Code deleted 1/1/2018
74010	X-RAY EXAM OF ABDOMEN No Precert Req Code deleted 1/1/2018
74018	X-RAY EXAM OF ABDOMEN No Precert Req
74019	X-RAY EXAM OF ABDOMEN No Precert Req
74020	X-RAY EXAM OF ABDOMEN No Precert Req
74021	X-RAY EXAM OF ABDOMEN No Precert Req
74022	X-RAY EXAM SERIES, ABDOM No Precert Req
74190	X-RAY EXAM OF PERITONEUM No Precert Req
74210	CONTRST X-RAY EXAM OF TH No Precert Req
74220	CONTRAST X-RAY, ESOPHAGU No Precert Req
74230	CINE/VID X-RAY, THROAT/E No Precert Req
74235	REMOVE ESOPHAGUS OBSTRUC No Precert Req
74240	X-RAY EXAM, UPPER GI TRA No Precert Req
74241	X-RAY EXAM, UPPER GI TRA No Precert Req
74245	X-RAY EXAM, UPPER GI TRA No Precert Req
74246	CONTRST X-RAY UPPR GI TR No Precert Req
74247	CONTRST X-RAY UPPR GI TR No Precert Req
74249	CONTRST X-RAY UPPR GI TR No Precert Req
74250	X-RAY EXAM OF SMALL BOWE No Precert Req
74251	X-RAY EXAM OF SMALL BOWE No Precert Req
74260	X-RAY EXAM OF SMALL BOWE No Precert Req
74270	CONTRAST X-RAY EXAM OF C No Precert Req
74280	CONTRAST X-RAY EXAM OF C No Precert Req
74283	CONTRAST X-RAY EXAM OF C No Precert Req
74290	CONTRAST X-RAY, GALLBLAD No Precert Req
74291	CONTRAST X-RAYS, GALLBLA No Precert Req
74300	X-RAY BILE DUCTS/PANCREA No Precert Req
74301	X-RAYS AT SURGERY ADD-ON No Precert Req
74305	X-RAY BILE DUCTS/PANCREA No Precert Req Code deleted 12/31/2015
74320	CONTRAST X-RAY OF BILE D No Precert Req Code deleted 12/31/2015
74327	X-RAY BILE STONE REMOVAL No Precert Req Code deleted 12/31/2015
74328	X-RAY BILE DUCT ENDOSCOP No Precert Req
74329	X-RAY FOR PANCREAS ENDOS No Precert Req
74330	X-RAY BILE/PANC ENDOSCOP No Precert Req
74340	X-RAY GUIDE FOR GI TUBE No Precert Req
74355	X-RAY GUIDE, INTESTINAL No Precert Req
74360	X-RAY GUIDE, GI DILATION No Precert Req
74363	X-RAY, BILE DUCT DILATIO No Precert Req
74400	CONTRST X-RAY, URINARY T No Precert Req
74410	CONTRST X-RAY, URINARY T No Precert Req
74415	CONTRST X-RAY, URINARY T No Precert Req
74420	CONTRST X-RAY, URINARY T No Precert Req
74425	CONTRST X-RAY, URINARY T No Precert Req
74430	CONTRAST X-RAY, BLADDER No Precert Req
74440	X-RAY, MALE GENITAL TRAC No Precert Req
74445	X-RAY EXAM OF PENIS No Precert Req
74450	X-RAY, URETHRA/BLADDER No Precert Req
74455	X-RAY, URETHRA/BLADDER No Precert Req
74470	X-RAY EXAM OF KIDNEY LES No Precert Req
74475	X-RAY CONTROL, CATH INSE No Precert Req Code deleted 12/31/2015
74480	X-RAY CONTROL, CATH INSE No Precert Req Code deleted 12/31/2015
74485	X-RAY GUIDE, GU DILATION No Precert Req
74710	X-RAY MEASUREMENT OF PEL No Precert Req
74740	X-RAY, FEMALE GENITAL TR No Precert Req
74742	X-RAY, FALLOPIAN TUBE No Precert Req
74775	X-RAY EXAM OF PERINEUM No Precert Req
75600	CONTRAST X-RAY EXAM OF A No Precert Req
75605	CONTRAST X-RAY EXAM OF A No Precert Req
75625	CONTRAST X-RAY EXAM OF A No Precert Req
75630	X-RAY AORTA, LEG ARTERIE No Precert Req
75650	ARTERY X-RAYS, HEAD & NE No Precert Req
75658	ARTERY X-RAYS, ARM No Precert Req
75660	ARTERY X-RAYS, HEAD & NE No Precert Req
75662	ARTERY X-RAYS, HEAD & NE No Precert Req
75665	ARTERY X-RAYS, HEAD & NE No Precert Req
75671	ARTERY X-RAYS, HEAD & NE No Precert Req
75676	ARTERY X-RAYS, NECK No Precert Req
75680	ARTERY X-RAYS, NECK No Precert Req
75685	ARTERY X-RAYS, SPINE No Precert Req
75705	ARTERY X-RAYS, SPINE No Precert Req
75710	ARTERY X-RAYS, ARM/LEG No Precert Req
75716	ARTERY X-RAYS, ARMS/LEGS No Precert Req
75722	ARTERY X-RAYS, KIDNEY No Precert Req
75724	ARTERY X-RAYS, KIDNEYS No Precert Req
75726	ARTERY X-RAYS, ABDOMEN No Precert Req
75731	ARTERY X-RAYS, ADRENAL G No Precert Req
75733	ARTERY X-RAYS, ADRENALS No Precert Req
75736	ARTERY X-RAYS, PELVIS No Precert Req
75741	ARTERY X-RAYS, LUNG No Precert Req
75743	ARTERY X-RAYS, LUNGS No Precert Req
75746	ARTERY X-RAYS, LUNG No Precert Req
75756	ARTERY X-RAYS, CHEST No Precert Req
75774	ARTERY X-RAY, EACH VESSE No Precert Req
75791	AV DIALYSIS SHUNT IMAGIN No Precert Req Code deleted 12/31/2016
75801	LYMPH VESSEL X-RAY, ARM/ No Precert Req
75803	LYMPH VESSEL X-RAY,ARMS/ No Precert Req
75805	LYMPH VESSEL X-RAY, TRUN No Precert Req
75807	LYMPH VESSEL X-RAY, TRUN No Precert Req
75809	NONVASCULAR SHUNT, X-RAY No Precert Req
75810	VEIN X-RAY, SPLEEN/LIVER No Precert Req
75820	VEIN X-RAY, ARM/LEG No Precert Req
75822	VEIN X-RAY, ARMS/LEGS No Precert Req
75825	VEIN X-RAY, TRUNK No Precert Req
75827	VEIN X-RAY, CHEST No Precert Req
75831	VEIN X-RAY, KIDNEY No Precert Req
75833	VEIN X-RAY, KIDNEYS No Precert Req
75840	VEIN X-RAY, ADRENAL GLAN No Precert Req
75842	VEIN X-RAY, ADRENAL GLAN No Precert Req
75860	VEIN X-RAY, NECK No Precert Req
75870	VEIN X-RAY, SKULL No Precert Req
75872	VEIN X-RAY, SKULL No Precert Req
75880	VEIN X-RAY, EYE SOCKET No Precert Req
75885	VEIN X-RAY, LIVER No Precert Req
75887	VEIN X-RAY, LIVER No Precert Req
75889	VEIN X-RAY, LIVER No Precert Req
75891	VEIN X-RAY, LIVER No Precert Req
75893	VENOUS SAMPLING BY CATHE No Precert Req
75894	X-RAYS, TRANSCATH THERAP No Precert Req
75896	X-RAYS, TRANSCATH THERAP No Precert Req Code deleted 12/31/2015
75898	FOLLOW-UP ANGIOGRAPHY No Precert Req
75900	INTRAVASCULAR CATH EXCHA No Precert Req
75901	REMOVE CVA DEVICE OBSTRU No Precert Req
75902	REMOVE CVA LUMEN OBSTRUC No Precert Req
75940	X-RAY PLACEMENT, VEIN FI No Precert Req
75945	INTRAVASCULAR US No Precert Req Code deleted 12/31/2015
75946	INTRAVASCULAR US ADD-ON No Precert Req Code deleted 12/31/2015
75952	ENDOVASC REPAIR ABDOM AO No Precert Req
75953	ABDOM ANEURYSM ENDOVAS R No Precert Req
75954	ILIAC ANEURYSM ENDOVAS R No Precert Req
75960	TRANSCATH IV STENT RS&I No Precert Req
75961	RETRIEVAL, BROKEN CATHET No Precert Req
75962	REPAIR ARTERIAL BLOCKAGE No Precert Req Code deleted 12/31/2016
75964	REPAIR ARTERY BLOCKAGE, No Precert Req Code deleted 12/31/2016
75966	REPAIR ARTERIAL BLOCKAGE No Precert Req Code deleted 12/31/2016
75968	REPAIR ARTERY BLOCKAGE, No Precert Req Code deleted 12/31/2016
75970	VASCULAR BIOPSY No Precert Req
75978	REPAIR VENOUS BLOCKAGE No Precert Req Code deleted 12/31/2016
75980	CONTRAST XRAY EXAM BILE No Precert Req Code deleted 12/31/2015
75982	CONTRAST XRAY EXAM BILE No Precert Req Code deleted 12/31/2015
75984	XRAY CONTROL CATHETER CH No Precert Req
75989	ABSCESS DRAINAGE UNDER X No Precert Req
76000	FLUOROSCOPE EXAMINATION No Precert Req
76001	FLUOROSCOPE EXAM, EXTENS No Precert Req
76010	X-RAY, NOSE TO RECTUM No Precert Req
76080	X-RAY EXAM OF FISTULA No Precert Req
76098	X-RAY EXAM, BREAST SPECI No Precert Req
76100	X-RAY EXAM OF BODY SECTI No Precert Req
76101	COMPLEX BODY SECTION X-R No Precert Req
76102	COMPLEX BODY SECTION X-R No Precert Req
76120	CINE/VIDEO X-RAYS No Precert Req
76125	CINE/VIDEO X-RAYS ADD-ON No Precert Req
76140	X-RAY CONSULTATION No Precert Req
76376	3D RENDER W/O POSTPROCES No Precert Req
76496	FLUOROSCOPIC PROCEDURE No Precert Req
76506	ECHO EXAM OF HEAD No Precert Req
76510	OPHTH US, B & QUANT A No Precert Req
76511	OPHTH US, QUANT A ONLY No Precert Req
76512	OPHTH US, B W/NON-QUANT No Precert Req
76513	ECHO EXAM OF EYE, WATER No Precert Req
76514	ECHO EXAM OF EYE, THICKN No Precert Req
76516	ECHO EXAM OF EYE No Precert Req
76519	ECHO EXAM OF EYE No Precert Req
76529	ECHO EXAM OF EYE No Precert Req
76536	US EXAM OF HEAD AND NECK No Precert Req
76604	US EXAM, CHEST, B-SCAN No Precert Req
76641	ULTRASOUND BREAST COMPLETE No Precert Req
76642	ULTRASOUND BREAST LIMITED No Precert Req
76700	US EXAM, ABDOM, COMPLETE No Precert Req
76705	ECHO EXAM OF ABDOMEN No Precert Req
76706	US ABDL AORTA SCREEN AAA No Precert Req
76770	US EXAM ABDO BACK WALL, No Precert Req
76775	US EXAM ABDO BACK WALL, No Precert Req
76776	US EXAM K TRANSPL W/DOPP No Precert Req
76800	US EXAM, SPINAL CANAL No Precert Req
76801	OB US < 14 WKS, SINGLE F No Precert Req
76802	OB US < 14 WKS, ADD'L FE No Precert Req
76805	OB US >/= 14 WKS, SNGL F No Precert Req
76810	OB US >/= 14 WKS, ADDL F No Precert Req
76811	OB US, DETAILED, SNGL FE No Precert Req
76812	OB US, DETAILED, ADDL FE No Precert Req
76813	OB US NUCHAL MEAS, 1 GES No Precert Req
76814	OB US NUCHAL MEAS, ADD-O No Precert Req
76815	OB US, LIMITED, FETUS(S) No Precert Req
76816	OB US, FOLLOW-UP, PER FE No Precert Req
76817	TRANSVAGINAL US, OBSTETR No Precert Req
76818	FETAL BIOPHYS PROFILE W/ No Precert Req
76819	FETAL BIOPHYS PROFIL W/O No Precert Req
76820	UMBILICAL ARTERY ECHO No Precert Req
76821	MIDDLE CEREBRAL ARTERY E No Precert Req
76825	ECHO EXAM OF FETAL HEART No Precert Req
76826	ECHO EXAM OF FETAL HEART No Precert Req
76827	ECHO EXAM OF FETAL HEART No Precert Req
76828	ECHO EXAM OF FETAL HEART No Precert Req
76830	TRANSVAGINAL US, NON-OB No Precert Req
76831	ECHO EXAM, UTERUS No Precert Req
76856	US EXAM, PELVIC, COMPLET No Precert Req
76857	US EXAM, PELVIC, LIMITED No Precert Req
76870	US EXAM, SCROTUM No Precert Req
76872	US, TRANSRECTAL No Precert Req
76881	US XTR NON-VASC COMPLETE No Precert Req
76882	US XTR NON-VASC LMTD No Precert Req
76885	US EXAM INFANT HIPS, DYN No Precert Req
76886	US EXAM INFANT HIPS, STA No Precert Req
76930	ECHO GUIDE, CARDIOCENTES No Precert Req
76932	ECHO GUIDE FOR HEART BIO No Precert Req
76936	ECHO GUIDE FOR ARTERY RE No Precert Req
76937	US GUIDE, VASCULAR ACCES No Precert Req
76940	US GUIDE, TISSUE ABLATIO No Precert Req
76941	ECHO GUIDE FOR TRANSFUSI No Precert Req
76942	ECHO GUIDE FOR BIOPSY No Precert Req
76945	ECHO GUIDE, VILLUS SAMPL No Precert Req
76946	ECHO GUIDE FOR AMNIOCENT No Precert Req
76948	ECHO GUIDE, OVA ASPIRATI No Precert Req
76970	ULTRASOUND EXAM FOLLOW-U No Precert Req
76975	GI ENDOSCOPIC ULTRASOUND No Precert Req
76977	US BONE DENSITY MEASURE No Precert Req
76998	US GUIDE, INTRAOP No Precert Req
76999	ECHO EXAMINATION PROCEDU No Precert Req
77001	FLUOROGUIDE FOR VEIN DEV No Precert Req
77002	NEEDLE LOCALIZATION BY X No Precert Req
77003	FLUOROGUIDE FOR SPINE IN No Precert Req
77012	CT SCAN FOR NEEDLE BIOPS No Precert Req
77013	CT GUIDE FOR TISSUE ABLA No Precert Req
77021	MR GUIDANCE FOR NEEDLE P No Precert Req
