HCPC	Seq Num	RIC	Long Description	Short Description	PI1	PI2	PI3	PI4	MPI	CIM1	CIM2	CIM3	MCM1	MCM2	MCM3	Statute	Lab Cert1	Lab Cert2	Lab Cert3	Lab Cert4	Lab Cert5	Lab Cert6	Lab Cert7	Lab Cert8	X-Ref1	X-Ref2	X-Ref3	X-Ref4	X-Ref5	Coverage	ASC Pay Grp	ASC Pay Grp Eff Date	MOG Pay Grp	MOG Pay Ind	MOG Eff Date	Proc Note	BETOS	FILLER	TOS1	TOS2	TOS3	TOS4	TOS5	Anest Base Units	Code Add Date	Action Eff Date	Term Date	Action Code
Q0495	00200	4	"VENTRICULAR ASSIST DEVICE, REPLACEMENT ONLY"																																													
Q0496	00100	3	"BATTERY, OTHER THAN LITHIUM-ION, FOR USE WITH ELECTRIC OR ELECTRIC/PNEUMATIC"	"Battery elec/combo vad, rep"	38				A																					D						0121	D1F		P					  0	20051001	20100101		C
Q0496	00200	4	"VENTRICULAR ASSIST DEVICE, REPLACEMENT ONLY"																																													
Q0497	00100	3	BATTERY CLIPS FOR USE WITH ELECTRIC OR ELECTRIC/PNEUMATIC VENTRICULAR ASSIST	"Bat clps elec/comb vad, rep"	38				A																					D						0121	D1F		P					  0	20051001	20051001		N
Q0497	00200	4	"DEVICE, REPLACEMENT ONLY"																																													
Q0498	00100	3	"HOLSTER FOR USE WITH ELECTRIC OR ELECTRIC/PNEUMATIC VENTRICULAR ASSIST DEVICE,"	"Holster elec/combo vad, rep"	38				A																					D						0121	D1F		P					  0	20051001	20051001		N
Q0498	00200	4	REPLACEMENT ONLY																																													
Q0499	00100	3	BELT/VEST/BAG FOR USE TO CARRY EXTERNAL PERIPHERAL COMPONENTS OF ANY TYPE	Belt/vest elec/combo vad rep	38				A																					D						0121	D1F		P					  0	20051001	20110101		C
Q0499	00200	4	"VENTRICULAR ASSIST DEVICE, REPLACEMENT ONLY"																																													
Q0500	00100	3	"FILTERS FOR USE WITH ELECTRIC OR ELECTRIC/PNEUMATIC VENTRICULAR ASSIST DEVICE,"	"Filters elec/combo vad, rep"	38				A																					D						0121	D1F		P					  0	20051001	20051001		N
Q0500	00200	4	REPLACEMENT ONLY																																													
Q0501	00100	3	SHOWER COVER FOR USE WITH ELECTRIC OR ELECTRIC/PNEUMATIC VENTRICULAR ASSIST	"Shwr cov elec/combo vad, rep"	38				A																					D						0121	D1F		P					  0	20051001	20051001		N
Q0501	00200	4	"DEVICE, REPLACEMENT ONLY"																																													
Q0502	00100	3	"MOBILITY CART FOR PNEUMATIC VENTRICULAR ASSIST DEVICE, REPLACEMENT ONLY"	"Mobility cart pneum vad, rep"	38				A																					D						0121	D1F		P					  0	20051001	20051001		N
Q0503	00100	3	"BATTERY FOR PNEUMATIC VENTRICULAR ASSIST DEVICE, REPLACEMENT ONLY, EACH"	Battery pneum vad replacemnt	38				A																					D						0121	D1F		P					  0	20051001	20051001		N
Q0504	00100	3	"POWER ADAPTER FOR PNEUMATIC VENTRICULAR ASSIST DEVICE, REPLACEMENT ONLY,"	"Pwr adpt pneum vad, rep veh"	38				A																					D						0121	D1F		P					  0	20051001	20051001		N
Q0504	00200	4	VEHICLE TYPE																																													
Q0505	00100	3	MISCELLANEOUS SUPPLY OR ACCESSORY FOR USE WITH VENTRICULAR ASSIST DEVICE	Miscl supply/accessory vad	38				A																					D						0121	D1F		P					  0	20051001	20051001		N
Q0506	00100	3	"BATTERY, LITHIUM-ION, FOR USE WITH ELECTRIC OR ELECTRIC/PNEUMATIC VENTRICULAR"	Lith-ion batt elec/pneum VAD	38				A																					D						0121	D1F		P					  0	20100101	20100101		A
Q0506	00200	4	"ASSIST DEVICE, REPLACEMENT ONLY"																																													
Q0510	00100	3	"PHARMACY SUPPLY FEE FOR INITIAL IMMUNOSUPPRESSIVE DRUG(S), FIRST MONTH"	Dispens fee immunosupressive	46				A																					D						0129	O1E		9					  0	20060101	20060101		N
Q0510	00200	4	FOLLOWING TRANSPLANT																																													
Q0511	00100	3	"PHARMACY SUPPLY FEE FOR ORAL ANTI-CANCER, ORAL ANTI-EMETIC OR IMMUNOSUPPRESSIVE"	"Sup fee antiem,antica,immuno"	46				A																					D						0129	O1E		9					  0	20060101	20060101		N
Q0511	00200	4	DRUG(S); FOR THE FIRST PRESCRIPTION IN A 30-DAY PERIOD																																													
Q0512	00100	3	"PHARMACY SUPPLY FEE FOR ORAL ANTI-CANCER, ORAL ANTI-EMETIC OR IMMUNOSUPPRESSIVE"	Px sup fee anti-can sub pres	46				A																					D						0129	O1E		9					  0	20060101	20090101		N
Q0512	00200	4	DRUG(S); FOR A SUBSEQUENT PRESCRIPTION IN A 30-DAY PERIOD																																													
Q0513	00100	3	PHARMACY DISPENSING FEE FOR INHALATION DRUG(S); PER 30 DAYS	Disp fee inhal drugs/30 days	46				A																					D						0129	O1E		9					  0	20060101	20060101		N
Q0514	00100	3	PHARMACY DISPENSING FEE FOR INHALATION DRUG(S); PER 90 DAYS	Disp fee inhal drugs/90 days	46				A																					D						0129	O1E		9					  0	20060101	20060101		N
Q0515	00100	3	"INJECTION, SERMORELIN ACETATE, 1 MICROGRAM"	Sermorelin acetate injection	51				A				2049																	D	YY	20080101					O1E		1	P				  0	20060101	20060101		N
Q1003	00100	3	NEW TECHNOLOGY INTRAOCULAR LENS CATEGORY 3 (REDUCED SPHERICAL ABERRATION)	Ntiol category 3	57				A																					C	YY	20080101					D1F		F					  0	19990701	20060227		N
Q1004	00100	3	NEW TECHNOLOGY INTRAOCULAR LENS CATEGORY 4 AS DEFINED IN FEDERAL REGISTER NOTICE	Ntiol category 4	57				A																					D						0086	D1F		F					  0	19990701	20031001		N
Q1005	00100	3	NEW TECHNOLOGY INTRAOCULAR LENS CATEGORY 5 AS DEFINED IN FEDERAL REGISTER NOTICE	Ntiol category 5	57				A																					D						0086	D1F		F					  0	19990701	20031001		N
Q2004	00100	3	"IRRIGATION SOLUTION FOR TREATMENT OF BLADDER CALCULI, FOR EXAMPLE RENACIDIN,"	Bladder calculi irrig sol	51				A				2049			1861S2B														D	YY	20100101					O1E		1	P				  0	20000701	20070101		N
Q2004	00200	4	PER 500 ML																																													
Q2009	00100	3	"INJECTION, FOSPHENYTOIN, 50 MG PHENYTOIN EQUIVALENT"	Fosphenytoin inj PE	51				A				2049			1861S2B														D							O1E		1	P				  0	20000701	20100101		C
Q2017	00100	3	"INJECTION, TENIPOSIDE, 50 MG"	"Teniposide, 50 mg"	51				A				2049			1861S2B														D	YY	20080101					O1D		1	P				  0	20000701	20070101		N
Q2023	00100	3	"INJECTION, FACTOR VIII (ANTIHEMOPHILIC FACTOR, RECOMBINANT) (XYNTHA), PER I.U."	"Xyntha, inj"	51				A																J7185					C							O1E		1	P				  0	20090701	20100101	20091231	D
Q2024	00100	3	"INJECTION, BEVACIZUMAB, 0.25 MG"	Bevacizumab injection	51				A																					C							O1E		1	P				  0	20091001	20100101	20091231	D
Q2025	00100	3	"FLUDARABINE PHOSPHATE, ORAL, 1 MG"	Oral fludarabine phosphate	51				A																J8562					C							O1D		9					  0	20100701	20110101	20101231	D
Q2026	00100	3	"INJECTION, RADIESSE, 0.1 ML"	Radiesse injection	51				A																					D						0166	O1E		9					  0	20100701	20100701		A
Q2027	00100	3	"INJECTION, SCULPTRA, 0.1 ML"	Sculptra injection	51				A																					D						0166	O1E		9					  0	20100701	20100701		A
Q2035	00100	3	"INFLUENZA VIRUS VACCINE, SPLIT VIRUS, WHEN ADMINISTERED TO INDIVIDUALS 3 YEARS"	"Afluria vacc, 3 yrs & >, im"	54				A				2049.4																	D	YY	20101001					O1G		V					  0	20110101	20110101		A
Q2035	00200	4	"OF AGE AND OLDER, FOR INTRAMUSCULAR USE (AFLURIA)"																																													
Q2036	00100	3	"INFLUENZA VIRUS VACCINE, SPLIT VIRUS, WHEN ADMINISTERED TO INDIVIDUALS 3 YEARS"	"Flulaval vacc, 3 yrs & >, im"	54				A				2049.4																	D	YY	20101001					O1G		V					  0	20110101	20110101		A
Q2036	00200	4	"OF AGE AND OLDER, FOR INTRAMUSCULAR USE (FLULAVAL)"																																													
Q2037	00100	3	"INFLUENZA VIRUS VACCINE, SPLIT VIRUS, WHEN ADMINISTERED TO INDIVIDUALS 3 YEARS"	"Fluvirin vacc, 3 yrs & >, im"	54				A				2049.4																	D	YY	20101001					O1G		V					  0	20110101	20110101		A
Q2037	00200	4	"OF AGE AND OLDER, FOR INTRAMUSCULAR USE (FLUVIRIN)"																																													
Q2038	00100	3	"INFLUENZA VIRUS VACCINE, SPLIT VIRUS, WHEN ADMINISTERED TO INDIVIDUALS 3 YEARS"	"Fluzone vacc, 3 yrs & >, im"	54				A				2049.4																	D	YY	20101001					O1G		V					  0	20110101	20110101		A
Q2038	00200	4	"OF AGE AND OLDER, FOR INTRAMUSCULAR USE (FLUZONE)"																																													
Q2039	00100	3	"INFLUENZA VIRUS VACCINE, SPLIT VIRUS, WHEN ADMINISTERED TO INDIVIDUALS 3 YEARS"	"NOS flu vacc, 3 yrs & >, im"	54				A				2049.4																	D	YY	20101001					O1G		V					  0	20110101	20110101		A
Q2039	00200	4	"OF AGE AND OLDER, FOR INTRAMUSCULAR USE (NOT OTHERWISE SPECIFIED)"																																													
Q3001	00100	3	"RADIOELEMENTS FOR BRACHYTHERAPY, ANY TYPE, EACH"	Brachytherapy Radioelements	57				A				15022																	D							P7A		1					  0	20000701	20050101		N
Q3014	00100	3	TELEHEALTH ORIGINATING SITE FACILITY FEE	Telehealth facility fee	53				A																					C							Y2		9					  0	20011001	20011001		N
Q3025	00100	3	"INJECTION, INTERFERON BETA-1A, 11 MCG FOR INTRAMUSCULAR USE"	IM inj interferon beta 1-a	51				A				2049																	D	YY	20080101					O1E		1	P				  0	20030101	20030101		N
Q3026	00100	3	"INJECTION, INTERFERON BETA-1A, 11 MCG FOR SUBCUTANEOUS USE"	Subc inj interferon beta-1a	00				9																					I							O1E		1	P				  0	20030101	20030101		N
Q3031	00100	3	COLLAGEN SKIN TEST	Collagen skin test	11				A	65-9																				D							D1A		5					  0	20030401	20041001		N
Q4001	00100	3	"CASTING SUPPLIES, BODY CAST ADULT, WITH OR WITHOUT HEAD, PLASTER"	Cast sup body cast plaster	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4002	00100	3	"CAST SUPPLIES, BODY CAST ADULT, WITH OR WITHOUT HEAD, FIBERGLASS"	Cast sup body cast fiberglas	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4003	00100	3	"CAST SUPPLIES, SHOULDER CAST, ADULT (11 YEARS +), PLASTER"	Cast sup shoulder cast plstr	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4004	00100	3	"CAST SUPPLIES, SHOULDER CAST, ADULT (11 YEARS +), FIBERGLASS"	Cast sup shoulder cast fbrgl	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4005	00100	3	"CAST SUPPLIES, LONG ARM CAST, ADULT (11 YEARS +), PLASTER"	Cast sup long arm adult plst	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4006	00100	3	"CAST SUPPLIES, LONG ARM CAST, ADULT (11 YEARS +), FIBERGLASS"	Cast sup long arm adult fbrg	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4007	00100	3	"CAST SUPPLIES, LONG ARM CAST, PEDIATRIC (0-10 YEARS), PLASTER"	Cast sup long arm ped plster	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4008	00100	3	"CAST SUPPLIES, LONG ARM CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS"	Cast sup long arm ped fbrgls	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4009	00100	3	"CAST SUPPLIES, SHORT ARM CAST, ADULT (11 YEARS +), PLASTER"	Cast sup sht arm adult plstr	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4010	00100	3	"CAST SUPPLIES, SHORT ARM CAST, ADULT (11 YEARS +), FIBERGLASS"	Cast sup sht arm adult fbrgl	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4011	00100	3	"CAST SUPPLIES, SHORT ARM CAST, PEDIATRIC (0-10 YEARS), PLASTER"	Cast sup sht arm ped plaster	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4012	00100	3	"CAST SUPPLIES, SHORT ARM CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS"	Cast sup sht arm ped fbrglas	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4013	00100	3	"CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), ADULT (11 YEARS"	Cast sup gauntlet plaster	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4013	00200	4	"+), PLASTER"																																													
Q4014	00100	3	"CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), ADULT (11 YEARS"	Cast sup gauntlet fiberglass	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4014	00200	4	"+), FIBERGLASS"																																													
Q4015	00100	3	"CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), PEDIATRIC (0-10"	Cast sup gauntlet ped plster	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4015	00200	4	"YEARS), PLASTER"																																													
Q4016	00100	3	"CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), PEDIATRIC (0-10"	Cast sup gauntlet ped fbrgls	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4016	00200	4	"YEARS), FIBERGLASS"																																													
Q4017	00100	3	"CAST SUPPLIES, LONG ARM SPLINT, ADULT (11 YEARS +), PLASTER"	Cast sup lng arm splint plst	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4018	00100	3	"CAST SUPPLIES, LONG ARM SPLINT, ADULT (11 YEARS +), FIBERGLASS"	Cast sup lng arm splint fbrg	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4019	00100	3	"CAST SUPPLIES, LONG ARM SPLINT, PEDIATRIC (0-10 YEARS), PLASTER"	Cast sup lng arm splnt ped p	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4020	00100	3	"CAST SUPPLIES, LONG ARM SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS"	Cast sup lng arm splnt ped f	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4021	00100	3	"CAST SUPPLIES, SHORT ARM SPLINT, ADULT (11 YEARS +), PLASTER"	Cast sup sht arm splint plst	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4022	00100	3	"CAST SUPPLIES, SHORT ARM SPLINT, ADULT (11 YEARS +), FIBERGLASS"	Cast sup sht arm splint fbrg	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4023	00100	3	"CAST SUPPLIES, SHORT ARM SPLINT, PEDIATRIC (0-10 YEARS), PLASTER"	Cast sup sht arm splnt ped p	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4024	00100	3	"CAST SUPPLIES, SHORT ARM SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS"	Cast sup sht arm splnt ped f	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4025	00100	3	"CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), ADULT (11 YEARS +), PLASTER"	Cast sup hip spica plaster	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4026	00100	3	"CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), ADULT (11 YEARS +), FIBERGLASS"	Cast sup hip spica fiberglas	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4027	00100	3	"CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), PEDIATRIC (0-10 YEARS), PLASTER"	Cast sup hip spica ped plstr	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4028	00100	3	"CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), PEDIATRIC (0-10 YEARS), FIBERGLASS"	Cast sup hip spica ped fbrgl	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4029	00100	3	"CAST SUPPLIES, LONG LEG CAST, ADULT (11 YEARS +), PLASTER"	Cast sup long leg plaster	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4030	00100	3	"CAST SUPPLIES, LONG LEG CAST, ADULT (11 YEARS +), FIBERGLASS"	Cast sup long leg fiberglass	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4031	00100	3	"CAST SUPPLIES, LONG LEG CAST, PEDIATRIC (0-10 YEARS), PLASTER"	Cast sup lng leg ped plaster	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4032	00100	3	"CAST SUPPLIES, LONG LEG CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS"	Cast sup lng leg ped fbrgls	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4033	00100	3	"CAST SUPPLIES, LONG LEG CYLINDER CAST, ADULT (11 YEARS +), PLASTER"	Cast sup lng leg cylinder pl	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4034	00100	3	"CAST SUPPLIES, LONG LEG CYLINDER CAST, ADULT (11 YEARS +), FIBERGLASS"	Cast sup lng leg cylinder fb	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4035	00100	3	"CAST SUPPLIES, LONG LEG CYLINDER CAST, PEDIATRIC (0-10 YEARS), PLASTER"	Cast sup lngleg cylndr ped p	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4036	00100	3	"CAST SUPPLIES, LONG LEG CYLINDER CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS"	Cast sup lngleg cylndr ped f	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4037	00100	3	"CAST SUPPLIES, SHORT LEG CAST, ADULT (11 YEARS +), PLASTER"	Cast sup shrt leg plaster	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4038	00100	3	"CAST SUPPLIES, SHORT LEG CAST, ADULT (11 YEARS +), FIBERGLASS"	Cast sup shrt leg fiberglass	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4039	00100	3	"CAST SUPPLIES, SHORT LEG CAST, PEDIATRIC (0-10 YEARS), PLASTER"	Cast sup shrt leg ped plster	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4040	00100	3	"CAST SUPPLIES, SHORT LEG CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS"	Cast sup shrt leg ped fbrgls	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4041	00100	3	"CAST SUPPLIES, LONG LEG SPLINT, ADULT (11 YEARS +), PLASTER"	Cast sup lng leg splnt plstr	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4042	00100	3	"CAST SUPPLIES, LONG LEG SPLINT, ADULT (11 YEARS +), FIBERGLASS"	Cast sup lng leg splnt fbrgl	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4043	00100	3	"CAST SUPPLIES, LONG LEG SPLINT, PEDIATRIC (0-10 YEARS), PLASTER"	Cast sup lng leg splnt ped p	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4044	00100	3	"CAST SUPPLIES, LONG LEG SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS"	Cast sup lng leg splnt ped f	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4045	00100	3	"CAST SUPPLIES, SHORT LEG SPLINT, ADULT (11 YEARS +), PLASTER"	Cast sup sht leg splnt plstr	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4046	00100	3	"CAST SUPPLIES, SHORT LEG SPLINT, ADULT (11 YEARS +), FIBERGLASS"	Cast sup sht leg splnt fbrgl	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4047	00100	3	"CAST SUPPLIES, SHORT LEG SPLINT, PEDIATRIC (0-10 YEARS), PLASTER"	Cast sup sht leg splnt ped p	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4048	00100	3	"CAST SUPPLIES, SHORT LEG SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS"	Cast sup sht leg splnt ped f	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4049	00100	3	"FINGER SPLINT, STATIC"	"Finger splint, static"	52				A																					C							D1A		S					  0	20010701	20010701		N
Q4050	00100	3	"CAST SUPPLIES, FOR UNLISTED TYPES AND MATERIALS OF CASTS"	Cast supplies unlisted	57				A																					C							D1A		S					  0	20010701	20010701		N
Q4051	00100	3	"SPLINT SUPPLIES, MISCELLANEOUS (INCLUDES THERMOPLASTICS, STRAPPING, FASTENERS,"	Splint supplies misc	57				A																					C							D1A		S					  0	20010701	20010701		N
Q4051	00200	4	PADDING AND OTHER SUPPLIES)																																													
Q4074	00100	3	"ILOPROST, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED,"	Iloprost non-comp unit dose	51				A																					C							D1G		1	P				  0	20100101	20100101		A
Q4074	00200	4	"ADMINISTERED THROUGH DME, UNIT DOSE FORM, UP TO 20 MICROGRAMS"																																													
Q4079	00100	3	"INJECTION, NATALIZUMAB, 1 MG"	Natalizumab injection	51				A																J2323					C							O1E		1	P				  0	20050101	20080101	20071231	N
Q4080	00100	3	"ILOPROST, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED,"	Iloprost non-comp unit dose	51				A																					C							D1G		1	P				  0	20050701	20100101	20091231	D
Q4080	00200	4	"ADMINISTERED THROUGH DME, UNIT DOSE FORM, 20 MICROGRAMS"																																													
Q4081	00100	3	"INJECTION, EPOETIN ALFA, 100 UNITS (FOR ESRD ON DIALYSIS)"	"Epoetin alfa, 100 units ESRD"	57				A				4273.1																	D							O1E		1	L				  0	20070101	20070101		N
Q4082	00100	3	"DRUG OR BIOLOGICAL, NOT OTHERWISE CLASSIFIED, PART B DRUG COMPETITIVE"	Drug/bio NOC part B drug CAP	51				A																					C							D1E		1	L				  0	20070101	20070101		N
Q4082	00200	4	ACQUISITION PROGRAM (CAP)																																													
Q4083	00100	3	"HYALURONAN OR DERIVATIVE, HYALGAN OR SUPARTZ, FOR INTRA-ARTICULAR INJECTION,"	Hyalgan/supartz inj per dose	51				A																J7321					C							O1E		1					  0	20070101	20080101	20071231	N
Q4083	00200	4	PER DOSE																																													
Q4084	00100	3	"HYALURONAN OR DERIVATIVE, SYNVISC, FOR INTRA-ARTICULAR INJECTION, PER DOSE"	Synvisc inj per dose	51				A																J7322					C							O1E		1					  0	20070101	20080101	20071231	N
Q4085	00100	3	"HYALURONAN OR DERIVATIVE, EUFLEXXA, FOR INTRA-ARTICULAR INJECTION, PER DOSE"	Euflexxa inj per dose	51				A																J7323					C							O1E		1					  0	20070101	20080101	20071231	N
Q4086	00100	3	"HYALURONAN OR DERIVATIVE, ORTHOVISC, FOR INTRA-ARTICULAR INJECTION, PER DOSE"	Orthovisc inj per dose	51				A																J7324					C							O1E		1					  0	20070101	20080101	20071231	N
Q4087	00100	3	"INJECTION, IMMUNE GLOBULIN, (OCTAGAM), INTRAVENOUS, NON-LYOPHILIZED (E.G."	Octagam injection	51				A																J1568					C							O1E		1	P				  0	20070701	20080101	20071231	N
Q4087	00200	4	"LIQUID), 500 MG"																																													
Q4088	00100	3	"INJECTION, IMMUNE GLOBULIN, (GAMMAGARD LIQUID), INTRAVENOUS, NON-LYOPHILIZED,"	Gammagard liquid injection	51				A				2049												J1569					D							O1E		1	P				  0	20070701	20080101	20071231	N
Q4088	00200	4	"(E.G. LIQUID), 500 MG"																																													
Q4089	00100	3	"INJECTION, RHO(D) IMMUNE GLOBULIN (HUMAN), (RHOPHYLAC), INTRAMUSCULAR OR"	Rhophylac injection	51				A				2049												J2791					D							O1E		1	P				  0	20070701	20080101	20071231	N
Q4089	00200	4	"INTRAVENOUS, 100 IU"																																													
Q4090	00100	3	"INJECTION, HEPATITIS B IMMUNE GLOBULIN (HEPAGAM B), INTRAMUSCULAR, 0.5 ML"	HepaGam B IM injection	51				A				2049												J1571					D							O1E		1	P				  0	20070701	20080101	20071231	N
Q4091	00100	3	"INJECTION, IMMUNE GLOBULIN, (FLEBOGAMMA), INTRAVENOUS, NON-LYOPHILIZED, (E.G."	Flebogamma injection	51				A				2049												J1572					D							O1E		1	P				  0	20070701	20080101	20071231	N
Q4091	00200	4	"LIQUID), 500 MG"																																													
Q4092	00100	3	"INJECTION, IMMUNE GLOBULIN, (GAMUNEX), INTRAVENOUS, NON-LYOPHILIZED (E.G."	Gamunex injection	51				A				2049												J1561					D							O1E		1	P				  0	20070701	20080101	20071231	N
Q4092	00200	4	"LIQUID), 500 MG"																																													
Q4093	00100	3	"ALBUTEROL, ALL FORMULATIONS INCLUDING SEPARATED ISOMERS, INHALATION SOLUTION,"	Albuterol inh non-comp con	51				A																J7602					D						0135	O1E		1	P				  0	20070701	20080101	20071231	N
Q4093	00200	4	"FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME,"																																													
Q4093	00300	4	"CONCENTRATED FORM, PER 1 MG (ALBUTEROL) OR PER 0.5 MG (LEVALBUTEROL)"																																													
Q4094	00100	3	"ALBUTEROL, ALL FORMULATIONS INCLUDING SEPARATED ISOMERS, INHALATION SOLUTION,"	Albuterol inh non-comp u d	51				A																J7603					D						0135	O1E		1	P				  0	20070701	20080101	20071231	N
Q4094	00200	4	"FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT"																																													
Q4094	00300	4	"DOSE, PER 1 MG (ALBUTEROL) OR PER 0.5 MG (LEVALBUTEROL)"																																													
Q4095	00100	3	"INJECTION, ZOLEDRONIC ACID (RECLAST), 1 MG"	Reclast injection	51				A																J3488					D						0135	O1E		1	P				  0	20070701	20080101	20071231	N
Q4096	00100	3	"INJECTION, VON WILLEBRAND FACTOR COMPLEX, HUMAN, RISTOCETIN COFACTOR (NOT"	"VWF complex, NOS"	51				A				2049																	D							O1E		1	P				  0	20080401	20090101	20081231	N
Q4096	00200	4	"OTHERWISE SPECIFIED), PER I.U. VWF: RCO"																																													
Q4097	00100	3	"INJECTION, IMMUNE GLOBULIN (PRIVIGEN), INTRAVENOUS, NON-LYOPHILIZED (E.G."	Inj IVIG privigen 500 mg	51				A																J1459					C							O1E		1	P				  0	20080401	20090101	20081231	N
Q4097	00200	4	"LIQUID), 500 MG"																																													
Q4098	00100	3	"INJECTION, IRON DEXTRAN, 50 MG"	Inj iron dextran	51				A																J1750					C							O1E		1	P				  0	20080401	20090101	20081231	N
Q4099	00100	3	"FORMOTEROL FUMARATE, INHALATION SOLUTION, FDA APPROVED FINAL PRODUCT,"	"Formoterol fumarate, inh"	51				A																J7606					C							D1G		1	P				  0	20080401	20090101	20081231	N
Q4099	00200	4	"NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE FORM, 20 MICROGRAMS"																																													
Q4100	00100	3	"SKIN SUBSTITUTE, NOT OTHERWISE SPECIFIED"	"Skin substitute, NOS"	51				A																					C							O1E		1					  0	20090101	20090101		N
Q4101	00100	3	"APLIGRAF, PER SQUARE CENTIMETER"	Apligraf	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4102	00100	3	"OASIS WOUND MATRIX, PER SQUARE CENTIMETER"	Oasis wound matrix	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4103	00100	3	"OASIS BURN MATRIX, PER SQUARE CENTIMETER"	Oasis burn matrix	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4104	00100	3	"INTEGRA BILAYER MATRIX WOUND DRESSING (BMWD), PER SQUARE CENTIMETER"	Integra BMWD	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4105	00100	3	"INTEGRA DERMAL REGENERATION TEMPLATE (DRT), PER SQUARE CENTIMETER"	Integra DRT	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
