ndc	atc	description
54868-4630-00	R03DC	Leukotriene receptor antagonists
54868-4650-00	D10AE	Peroxides
54868-4650-00	D10AF	Antiinfectives for treatment of acne
54868-4650-00	G01AA	Antibiotics
54868-4650-00	J01FF	Lincosamides
54868-4661-00	C07AB	"Beta blocking agents, selective"
54868-4675-01	N03AX	Other antiepileptics
54868-4687-01	C03CA	"Sulfonamides, plain"
54868-4690-00	D11AX	Other dermatologicals
54868-4690-00	S01EA	Sympathomimetics in glaucoma therapy
54868-4710-00	N02BE	Anilides
54868-4710-00	N02AA	Natural opium alkaloids
54868-4740-00	N06BA	Centrally acting sympathomimetics
54868-4741-00	N06BA	Centrally acting sympathomimetics
54868-4742-00	G03AC	Progestogens
54868-4742-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-4742-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-4742-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-4742-00	L02AA	Estrogens
54868-4757-00	S01AD	Antivirals
54868-4776-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-4776-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-4776-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-4776-00	L02AA	Estrogens
54868-4776-00	G03AC	Progestogens
54868-4776-00	G03DC	Estren derivatives
54868-4792-00	G03BA	3-oxoandrosten (4) derivatives
54868-4821-01	H03AA	Thyroid hormones
54868-4828-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-4828-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-4828-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-4828-00	L02AA	Estrogens
54868-4831-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-4831-00	G03AC	Progestogens
54868-4831-00	G03DC	Estren derivatives
54868-4837-01	N03AF	Carboxamide derivatives
54868-4860-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-4860-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-4860-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-4860-00	L02AA	Estrogens
54868-4860-00	G03AC	Progestogens
54868-4860-00	G03AD	Emergency contraceptives
54868-4865-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-4866-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-4866-00	G03AC	Progestogens
54868-4866-00	G03DA	Pregnen (4) derivatives
54868-4866-00	L02AB	Progestogens
54868-4867-00	C04AC	Nicotinic acid and derivatives
54868-4867-00	C10AD	Nicotinic acid and derivatives
54868-4869-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-4869-00	C03AA	"Thiazides, plain"
54868-4878-00	D11AH	"Agents for dermatitis, excluding corticosteroids"
54868-4884-00	N06BA	Centrally acting sympathomimetics
54868-4885-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-4910-00	A07EA	Corticosteroids acting locally
54868-4910-00	D07AC	"Corticosteroids, potent (group III)"
54868-4910-00	R01AD	Corticosteroids
54868-4910-00	R03BA	Glucocorticoids
54868-4997-00	G03GA	Gonadotropins
54868-5000-00	L02BG	Aromatase inhibitors
54868-5028-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-5028-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-5028-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-5028-00	L02AA	Estrogens
54868-5030-00	D10AD	Retinoids for topical use in acne
54868-5046-00	G04CA	Alpha-adrenoreceptor antagonists
54868-5047-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-5047-00	G03AC	Progestogens
54868-5047-00	G03DA	Pregnen (4) derivatives
54868-5047-00	L02AB	Progestogens
54868-5077-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-5105-00	H03AA	Thyroid hormones
54868-5112-00	B01AB	Heparin group
54868-5124-00	D11AX	Other dermatologicals
54868-5124-00	P01CX	Other agents against leishmaniasis and trypanosomiasis
54868-5126-00	G04BD	Drugs for urinary frequency and incontinence
54868-5143-00	A01AD	Other agents for local oral treatment
54868-5143-00	B01AC	Platelet aggregation inhibitors excl. heparin
54868-5143-00	N02BA	Salicylic acid and derivatives
54868-5170-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-5170-00	C03AA	"Thiazides, plain"
54868-5207-00	B01AA	Vitamin K antagonists
54868-5216-00	A07AA	Antibiotics
54868-5216-00	D01AA	Antibiotics
54868-5216-00	G01AA	Antibiotics
54868-5224-00	C10AB	Fibrates
54868-5229-00	L03AA	Colony stimulating factors
54868-5231-02	A04AD	Other antiemetics
54868-5249-00	A10BG	Thiazolidinediones
54868-5250-00	C10AX	Other lipid modifying agents
54868-5250-00	C10AA	HMG CoA reductase inhibitors
54868-5250-00	C10BA	HMG CoA reductase inhibitors in combination with other lipid modifying agents
54868-5255-00	B01AA	Vitamin K antagonists
54868-5257-00	G03AC	Progestogens
54868-5257-00	G03DA	Pregnen (4) derivatives
54868-5257-00	L02AB	Progestogens
54868-5259-00	C10AX	Other lipid modifying agents
54868-5259-00	C10AA	HMG CoA reductase inhibitors
54868-5259-00	C10BA	HMG CoA reductase inhibitors in combination with other lipid modifying agents
54868-5260-00	L01BC	Pyrimidine analogues
54868-5261-00	L02BG	Aromatase inhibitors
54868-5271-00	D10AD	Retinoids for topical use in acne
54868-5282-00	L01BB	Purine analogues
54868-5286-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-5286-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-5286-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-5286-00	L02AA	Estrogens
54868-5286-00	G03AC	Progestogens
54868-5286-00	G03DC	Estren derivatives
54868-5289-00	L01XE	Protein kinase inhibitors
54868-5297-00	C03AA	"Thiazides, plain"
54868-5297-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-5299-00	A02BX	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
54868-5311-00	C08DA	Phenylalkylamine derivatives
54868-5311-00	C09BB	ACE inhibitors and calcium channel blockers
54868-5311-00	C09AA	"ACE inhibitors, plain"
54868-5323-00	C03AA	"Thiazides, plain"
54868-5323-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-5326-00	B03AA	"Iron bivalent, oral preparations"
54868-5326-00	B03AD	Iron in combination with folic acid
54868-5326-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-5326-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-5326-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-5326-00	L02AA	Estrogens
54868-5326-00	G03AC	Progestogens
54868-5326-00	G03DC	Estren derivatives
54868-5341-00	C10AA	HMG CoA reductase inhibitors
54868-5351-00	C05AA	Corticosteroids
54868-5351-00	D07AC	"Corticosteroids, potent (group III)"
54868-5351-00	S01BA	"Corticosteroids, plain"
54868-5351-00	S02BA	Corticosteroids
54868-5356-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-5356-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-5356-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-5356-00	L02AA	Estrogens
54868-5356-00	G03AC	Progestogens
54868-5356-00	G03AD	Emergency contraceptives
54868-5363-00	G04BD	Drugs for urinary frequency and incontinence
54868-5376-00	A10BD	Combinations of oral blood glucose lowering drugs
54868-5376-00	A10BA	Biguanides
54868-5376-00	A10BG	Thiazolidinediones
54868-5381-00	A10BX	"Other blood glucose lowering drugs, excl. insulins"
54868-5384-01	A10BJ	Glucagon-like peptide-1 (GLP-1) analogues
54868-5401-00	D10AF	Antiinfectives for treatment of acne
54868-5401-00	S01AB	Sulfonamides
54868-5412-00	N04BC	Dopamine agonists
54868-5413-00	N02AA	Natural opium alkaloids
54868-5414-00	N06BA	Centrally acting sympathomimetics
54868-5418-00	C03AA	"Thiazides, plain"
54868-5418-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-5427-00	L01XE	Protein kinase inhibitors
54868-5429-00	B03XA	Other antianemic preparations
54868-5439-00	N05CF	Benzodiazepine related drugs
54868-5444-00	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
54868-5463-00	A01AB	Antiinfectives and antiseptics for local oral treatment
54868-5463-00	D01AC	Imidazole and triazole derivatives
54868-5463-00	G01AF	Imidazole derivatives
54868-5480-00	M05BA	Bisphosphonates
54868-5480-00	A11CC	Vitamin D and analogues
54868-5485-00	N05AE	Indole derivatives
54868-5500-00	A10BG	Thiazolidinediones
54868-5500-00	A10BD	Combinations of oral blood glucose lowering drugs
54868-5500-00	A10BA	Biguanides
54868-5510-00	D07AD	"Corticosteroids, very potent (group IV)"
54868-5519-00	H03AA	Thyroid hormones
54868-5522-00	L04AD	Calcineurin inhibitors
54868-5522-00	S01XA	Other ophthalmologicals
54868-5538-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-5547-00	D07AC	"Corticosteroids, potent (group III)"
54868-5547-00	D07XC	"Corticosteroids, potent, other combinations"
54868-5547-00	R01AD	Corticosteroids
54868-5547-00	R03BA	Glucocorticoids
54868-5547-01	D07AC	"Corticosteroids, potent (group III)"
54868-5547-01	D07XC	"Corticosteroids, potent, other combinations"
54868-5547-01	R01AD	Corticosteroids
54868-5547-01	R03BA	Glucocorticoids
54868-5553-00	A10BG	Thiazolidinediones
54868-5553-00	A10BD	Combinations of oral blood glucose lowering drugs
54868-5553-00	A10BA	Biguanides
54868-5558-00	A10BA	Biguanides
54868-5581-00	N05AH	"Diazepines, oxazepines, thiazepines and oxepines"
54868-5604-01	D10AD	Retinoids for topical use in acne
54868-5604-01	L01XX	Other antineoplastic agents
54868-5607-00	C03AA	"Thiazides, plain"
54868-5607-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-5616-00	H05BX	Other anti-parathyroid agents
54868-5617-00	D10AE	Peroxides
54868-5617-00	D10AF	Antiinfectives for treatment of acne
54868-5617-00	J01FA	Macrolides
54868-5617-00	S01AA	Antibiotics
54868-5621-00	A07EA	Corticosteroids acting locally
54868-5621-00	D07AC	"Corticosteroids, potent (group III)"
54868-5621-00	R01AD	Corticosteroids
54868-5621-00	R03BA	Glucocorticoids
54868-5655-00	A01AB	Antiinfectives and antiseptics for local oral treatment
54868-5655-00	D06BX	Other chemotherapeutics
54868-5655-00	G01AF	Imidazole derivatives
54868-5655-00	J01XD	Imidazole derivatives
54868-5655-00	P01AB	Nitroimidazole derivatives
54868-5670-00	R05CB	Mucolytics
54868-5670-00	S01XA	Other ophthalmologicals
54868-5670-00	V03AB	Antidotes
54868-5676-00	A01AB	Antiinfectives and antiseptics for local oral treatment
54868-5676-00	J01AA	Tetracyclines
54868-5681-00	N06BA	Centrally acting sympathomimetics
54868-5682-00	N06BA	Centrally acting sympathomimetics
54868-5683-00	N06BA	Centrally acting sympathomimetics
54868-5684-00	N06BA	Centrally acting sympathomimetics
54868-5690-00	C08CA	Dihydropyridine derivatives
54868-5690-00	C09AA	"ACE inhibitors, plain"
54868-5704-00	G04BD	Drugs for urinary frequency and incontinence
54868-5709-00	R03AC	Selective beta-2-adrenoreceptor agonists
54868-5709-00	R03CC	Selective beta-2-adrenoreceptor agonists
54868-5712-00	A10BB	Sulfonylureas
54868-5716-00	C01CA	Adrenergic and dopaminergic agents
54868-5716-00	R01AA	"Sympathomimetics, plain"
54868-5716-00	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
54868-5716-00	R01BA	Sympathomimetics
54868-5716-00	S01FB	Sympathomimetics excl. antiglaucoma preparations
54868-5716-00	S01GA	Sympathomimetics used as decongestants
54868-5722-00	C01BD	"Antiarrhythmics, class III"
54868-5746-00	N04BC	Dopamine agonists
54868-5771-00	C07AG	Alpha and beta blocking agents
54868-5774-00	A07EA	Corticosteroids acting locally
54868-5774-00	D07AC	"Corticosteroids, potent (group III)"
54868-5774-00	R01AD	Corticosteroids
54868-5774-00	R03BA	Glucocorticoids
54868-5783-00	C08CA	Dihydropyridine derivatives
54868-5783-00	C09AA	"ACE inhibitors, plain"
54868-5804-00	C08CA	Dihydropyridine derivatives
54868-5804-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-5804-00	C09DB	Angiotensin II receptor blockers (ARBs) and calcium channel blockers
54868-5808-00	N02AB	Phenylpiperidine derivatives
54868-5814-00	G03BA	3-oxoandrosten (4) derivatives
54868-5827-01	N06BA	Centrally acting sympathomimetics
54868-5833-00	D10AF	Antiinfectives for treatment of acne
54868-5833-00	G01AA	Antibiotics
54868-5833-00	J01FF	Lincosamides
54868-5835-00	B01AB	Heparin group
54868-5837-00	B01AB	Heparin group
54868-5841-00	C08DA	Phenylalkylamine derivatives
54868-5869-00	C07AG	Alpha and beta blocking agents
54868-5871-01	D11AX	Other dermatologicals
54868-5876-00	A01AB	Antiinfectives and antiseptics for local oral treatment
54868-5876-00	A07AC	Imidazole derivatives
54868-5876-00	D01AC	Imidazole and triazole derivatives
54868-5876-00	G01AF	Imidazole derivatives
54868-5876-00	J02AB	Imidazole derivatives
54868-5876-00	S02AA	Antiinfectives
54868-5878-00	A01AB	Antiinfectives and antiseptics for local oral treatment
54868-5878-00	A07AC	Imidazole derivatives
54868-5878-00	D01AC	Imidazole and triazole derivatives
54868-5878-00	G01AF	Imidazole derivatives
54868-5878-00	J02AB	Imidazole derivatives
54868-5878-00	S02AA	Antiinfectives
54868-5881-00	D10AE	Peroxides
54868-5882-00	A01AB	Antiinfectives and antiseptics for local oral treatment
54868-5882-00	D06BX	Other chemotherapeutics
54868-5882-00	G01AF	Imidazole derivatives
54868-5882-00	J01XD	Imidazole derivatives
54868-5882-00	P01AB	Nitroimidazole derivatives
54868-5889-00	A06AD	Osmotically acting laxatives
54868-5889-00	A06AG	Enemas
54868-5889-00	B05XA	Electrolyte solutions
54868-5890-00	A11GA	"Ascorbic acid (vitamin C), plain"
54868-5890-00	G01AD	Organic acids
54868-5890-00	S01XA	Other ophthalmologicals
54868-5890-00	A06AD	Osmotically acting laxatives
54868-5890-00	A12CA	Sodium
54868-5890-00	A12BA	Potassium
54868-5890-00	B05XA	Electrolyte solutions
54868-5890-00	B05CB	Salt solutions
54868-5916-01	N06BA	Centrally acting sympathomimetics
54868-5935-00	B03AA	"Iron bivalent, oral preparations"
54868-5935-00	B03AD	Iron in combination with folic acid
54868-5935-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-5935-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-5935-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-5935-00	L02AA	Estrogens
54868-5935-00	G03AC	Progestogens
54868-5935-00	G03DC	Estren derivatives
54868-5937-00	A07EA	Corticosteroids acting locally
54868-5937-00	D07AC	"Corticosteroids, potent (group III)"
54868-5937-00	R01AD	Corticosteroids
54868-5937-00	R03BA	Glucocorticoids
54868-5937-00	R03AC	Selective beta-2-adrenoreceptor agonists
54868-5937-00	R03AK	"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
54868-5954-00	N06DA	Anticholinesterases
54868-5972-02	A07AA	Antibiotics
54868-5972-02	D06AX	Other antibiotics for topical use
54868-5977-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-5980-00	L01AX	Other alkylating agents
54868-5983-00	C08CA	Dihydropyridine derivatives
54868-5983-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-5983-00	C09DB	Angiotensin II receptor blockers (ARBs) and calcium channel blockers
54868-5984-00	C08DA	Phenylalkylamine derivatives
54868-5986-00	C10AB	Fibrates
54868-5989-00	R01AD	Corticosteroids
54868-5989-00	R03BA	Glucocorticoids
54868-5990-00	R01AD	Corticosteroids
54868-5990-00	R03BA	Glucocorticoids
54868-5996-00	C08CA	Dihydropyridine derivatives
54868-5996-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-5996-00	C09DB	Angiotensin II receptor blockers (ARBs) and calcium channel blockers
54868-6009-00	N06BA	Centrally acting sympathomimetics
54868-6010-00	N05BA	Benzodiazepine derivatives
54868-6019-00	C07AG	Alpha and beta blocking agents
54868-6020-00	R01AD	Corticosteroids
54868-6020-00	R03BA	Glucocorticoids
54868-6024-00	N06AX	Other antidepressants
54868-6030-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-6031-00	A10BH	Dipeptidyl peptidase 4 (DPP-4) inhibitors
54868-6036-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-6036-00	C08CA	Dihydropyridine derivatives
54868-6041-00	C09XA	Renin-inhibitors
54868-6041-00	C03AA	"Thiazides, plain"
54868-6044-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-6044-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-6044-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-6044-00	L02AA	Estrogens
54868-6044-00	G03AC	Progestogens
54868-6044-00	G03AD	Emergency contraceptives
54868-6049-00	R01AC	"Antiallergic agents, excl. corticosteroids"
54868-6049-00	S01GX	Other antiallergics
54868-6052-00	N02CC	Selective serotonin (5HT1) agonists
54868-6056-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-6058-00	A12CA	Sodium
54868-6058-00	B05CB	Salt solutions
54868-6058-00	B05XA	Electrolyte solutions
54868-6070-00	N06DA	Anticholinesterases
54868-6077-00	N03AX	Other antiepileptics
54868-6083-00	J05AH	Neuraminidase inhibitors
54868-6093-00	N04BC	Dopamine agonists
54868-6114-00	D10AD	Retinoids for topical use in acne
54868-6125-00	R05DA	Opium alkaloids and derivatives
54868-6125-00	R05CA	Expectorants
54868-6147-00	A07EC	Aminosalicylic acid and similar agents
54868-6152-00	A02BC	Proton pump inhibitors
54868-6153-00	A06AX	Other drugs for constipation
54868-6154-00	A07AA	Antibiotics
54868-6154-00	D06AX	Other antibiotics for topical use
54868-6156-00	G04BD	Drugs for urinary frequency and incontinence
54868-6175-00	G04BD	Drugs for urinary frequency and incontinence
54868-6176-00	A12BA	Potassium
54868-6182-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-6193-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-6194-00	C09XA	Renin-inhibitors
54868-6194-00	C03AA	"Thiazides, plain"
54868-6198-00	D06BB	Antivirals
54868-6204-00	C05AA	Corticosteroids
54868-6204-00	D07AC	"Corticosteroids, potent (group III)"
54868-6216-00	B05BC	Solutions producing osmotic diuresis
54868-6216-00	D02AE	Carbamide products
54868-6250-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
54868-6250-00	C08CA	Dihydropyridine derivatives
54868-6251-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-6251-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-6251-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-6251-00	L02AA	Estrogens
54868-6251-00	G03AC	Progestogens
54868-6251-00	G03DC	Estren derivatives
54868-6272-00	G03AA	"Progestogens and estrogens, fixed combinations"
54868-6272-00	G03AB	"Progestogens and estrogens, sequential preparations"
54868-6272-00	G03CA	"Natural and semisynthetic estrogens, plain"
54868-6272-00	L02AA	Estrogens
54868-6272-00	G03AC	Progestogens
54868-6272-00	G03DC	Estren derivatives
54868-6285-00	A01AB	Antiinfectives and antiseptics for local oral treatment
54868-6285-00	J01AA	Tetracyclines
54868-6307-00	D10AD	Retinoids for topical use in acne
54868-6307-00	D10BA	Retinoids for treatment of acne
54868-6308-00	D10AD	Retinoids for topical use in acne
54868-6308-00	D10BA	Retinoids for treatment of acne
54868-6317-00	N05AH	"Diazepines, oxazepines, thiazepines and oxepines"
54868-6324-00	B03AA	"Iron bivalent, oral preparations"
54868-6324-00	B03AD	Iron in combination with folic acid
54868-6328-00	G04CA	Alpha-adrenoreceptor antagonists
54868-6328-00	G04CB	Testosterone-5-alpha reductase inhibitors
54879-0001-00	J04AK	Other drugs for treatment of tuberculosis
54879-0002-00	J04AK	Other drugs for treatment of tuberculosis
54879-0003-08	A01AC	Corticosteroids for local oral treatment
54879-0003-08	C05AA	Corticosteroids
54879-0003-08	D07AB	"Corticosteroids, moderately potent (group II)"
54879-0003-08	D07XB	"Corticosteroids, moderately potent, other combinations"
54879-0003-08	D10AA	"Corticosteroids, combinations for treatment of acne"
54879-0003-08	H02AB	Glucocorticoids
54879-0003-08	R01AD	Corticosteroids
54879-0003-08	S01BA	"Corticosteroids, plain"
54879-0003-08	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
54879-0003-08	S02BA	Corticosteroids
54879-0003-08	S03BA	Corticosteroids
55111-0137-79	D10AD	Retinoids for topical use in acne
55111-0137-79	D10BA	Retinoids for treatment of acne
55111-0162-01	J01MA	Fluoroquinolones
55111-0162-01	S01AE	Fluoroquinolones
55111-0162-01	S02AA	Antiinfectives
55111-0284-48	N06AB	Selective serotonin reuptake inhibitors
55111-0360-06	R06AX	Other antihistamines for systemic use
55111-0640-01	N05BC	Carbamates
55111-0641-01	N05BC	Carbamates
55111-0654-01	L04AA	Selective immunosuppressants
55111-0654-01	S01XA	Other ophthalmologicals
55111-0682-01	C01EB	Other cardiac preparations
55111-0682-01	G02CC	Antiinflammatory products for vaginal administration
55111-0682-01	M01AE	Propionic acid derivatives
55111-0682-01	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
55111-0682-01	R02AX	Other throat preparations
55111-0683-01	C01EB	Other cardiac preparations
55111-0683-01	G02CC	Antiinflammatory products for vaginal administration
55111-0683-01	M01AE	Propionic acid derivatives
55111-0683-01	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
55111-0683-01	R02AX	Other throat preparations
55111-0684-01	C01EB	Other cardiac preparations
55111-0684-01	G02CC	Antiinflammatory products for vaginal administration
55111-0684-01	M01AE	Propionic acid derivatives
55111-0684-01	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
55111-0684-01	R02AX	Other throat preparations
55150-0154-10	D06BB	Antivirals
55150-0154-10	J05AB	Nucleosides and nucleotides excl. reverse transcriptase inhibitors
55150-0154-10	S01AD	Antivirals
55150-0158-72	C01BB	"Antiarrhythmics, class Ib"
55150-0158-72	C05AD	Local anesthetics
55150-0158-72	D04AB	Anesthetics for topical use
55150-0158-72	N01BB	Amides
55150-0158-72	R02AD	"Anesthetics, local"
55150-0158-72	S01HA	Local anesthetics
55150-0158-72	S02DA	Analgesics and anesthetics
55150-0160-72	C01BB	"Antiarrhythmics, class Ib"
55150-0160-72	C05AD	Local anesthetics
55150-0160-72	D04AB	Anesthetics for topical use
55150-0160-72	N01BB	Amides
55150-0160-72	R02AD	"Anesthetics, local"
55150-0160-72	S01HA	Local anesthetics
55150-0160-72	S02DA	Analgesics and anesthetics
55150-0167-10	N01BB	Amides
55150-0169-10	N01BB	Amides
55150-0171-10	N01BB	Amides
55150-0202-00	A02BC	Proton pump inhibitors
55150-0249-50	N01BB	Amides
55150-0250-50	N01BB	Amides
55154-3942-05	A01AC	Corticosteroids for local oral treatment
55154-3942-05	A07EA	Corticosteroids acting locally
55154-3942-05	C05AA	Corticosteroids
55154-3942-05	D07AA	"Corticosteroids, weak (group I)"
55154-3942-05	D07XA	"Corticosteroids, weak, other combinations"
55154-3942-05	H02AB	Glucocorticoids
55154-3942-05	S01BA	"Corticosteroids, plain"
55154-3942-05	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
55154-3942-05	S02BA	Corticosteroids
55154-4024-05	B01AB	Heparin group
55154-5440-05	B01AB	Heparin group
55253-0600-30	N03AG	Fatty acid derivatives
55253-0601-30	N03AG	Fatty acid derivatives
55289-0034-10	G03AC	Progestogens
55289-0034-10	G03DA	Pregnen (4) derivatives
55289-0034-10	L02AB	Progestogens
55289-0043-14	A01AB	Antiinfectives and antiseptics for local oral treatment
55289-0043-14	J01AA	Tetracyclines
55289-0066-90	A10BB	Sulfonylureas
55289-0096-30	C08CA	Dihydropyridine derivatives
55289-0096-30	C09AA	"ACE inhibitors, plain"
55289-0101-30	G03CA	"Natural and semisynthetic estrogens, plain"
55289-0117-06	N05BA	Benzodiazepine derivatives
55289-0121-30	G03AC	Progestogens
55289-0121-30	G03DA	Pregnen (4) derivatives
55289-0121-30	L02AB	Progestogens
55289-0125-30	A10BB	Sulfonylureas
55289-0148-79	D01AC	Imidazole and triazole derivatives
55289-0148-79	J02AC	Triazole derivatives
55289-0211-60	A10BA	Biguanides
55289-0216-30	N06AB	Selective serotonin reuptake inhibitors
55289-0265-90	A10BB	Sulfonylureas
55289-0290-30	C08CA	Dihydropyridine derivatives
55289-0323-01	C08CA	Dihydropyridine derivatives
55289-0345-30	N05BA	Benzodiazepine derivatives
55289-0357-01	C08CA	Dihydropyridine derivatives
55289-0396-30	G03CA	"Natural and semisynthetic estrogens, plain"
55289-0424-30	A10BB	Sulfonylureas
55289-0442-30	A02AC	Calcium compounds
55289-0442-30	A12AA	Calcium
55289-0447-30	N05AH	"Diazepines, oxazepines, thiazepines and oxepines"
55289-0454-30	C03DB	Other potassium-sparing agents
55289-0454-30	C03AA	"Thiazides, plain"
55289-0470-30	N04BC	Dopamine agonists
55289-0483-30	C09AA	"ACE inhibitors, plain"
55289-0484-30	C09AA	"ACE inhibitors, plain"
55289-0484-30	C03AA	"Thiazides, plain"
55289-0499-30	N05AH	"Diazepines, oxazepines, thiazepines and oxepines"
55289-0542-10	J01DC	Second-generation cephalosporins
55289-0542-10	S01AA	Antibiotics
55289-0549-30	C08CA	Dihydropyridine derivatives
55289-0552-30	C09AA	"ACE inhibitors, plain"
55289-0553-30	C09AA	"ACE inhibitors, plain"
55289-0554-30	C09AA	"ACE inhibitors, plain"
55289-0555-30	C09AA	"ACE inhibitors, plain"
55289-0571-30	C03AA	"Thiazides, plain"
55289-0576-93	A02AC	Calcium compounds
55289-0576-93	A12AA	Calcium
55289-0578-20	M03BA	Carbamic acid esters
55289-0584-30	C02CA	Alpha-adrenoreceptor antagonists
55289-0602-30	C08CA	Dihydropyridine derivatives
55289-0622-03	C09AA	"ACE inhibitors, plain"
55289-0727-30	J01CA	Penicillins with extended spectrum
55289-0750-12	R05DB	Other cough suppressants
55289-0758-30	H03AA	Thyroid hormones
55289-0759-08	M01AG	Fenamates
55289-0762-30	D04AA	Antihistamines for topical use
55289-0762-30	R06AA	Aminoalkyl ethers
55289-0790-02	N05CD	Benzodiazepine derivatives
55289-0832-14	J05AC	Cyclic amines
55289-0840-30	A06AB	Contact laxatives
55289-0840-60	A06AB	Contact laxatives
55289-0855-30	C07AB	"Beta blocking agents, selective"
55289-0867-30	C09AA	"ACE inhibitors, plain"
55289-0871-30	C10AA	HMG CoA reductase inhibitors
55289-0900-15	N06AX	Other antidepressants
55289-0929-08	C09AA	"ACE inhibitors, plain"
55289-0936-30	D11AX	Other dermatologicals
55289-0936-30	G04CB	Testosterone-5-alpha reductase inhibitors
55289-0949-30	A06AC	Bulk-forming laxatives
55289-0960-12	N06BC	Xanthine derivatives
55289-0960-12	N02CA	Ergot alkaloids
55289-0981-30	C08CA	Dihydropyridine derivatives
55289-0981-30	C09AA	"ACE inhibitors, plain"
55289-0986-30	C07AG	Alpha and beta blocking agents
55292-0102-01	N06BA	Centrally acting sympathomimetics
55292-0301-01	N05BA	Benzodiazepine derivatives
55292-0302-01	N05BA	Benzodiazepine derivatives
55292-0811-55	L01DA	Actinomycines
55292-0911-51	L01AA	Nitrogen mustard analogues
55390-0004-01	H04AA	Glycogenolytic hormones
55390-0007-10	N03AG	Fatty acid derivatives
55390-0019-10	C01CE	Phosphodiesterase inhibitors
55390-0026-01	A02BA	H2-receptor antagonists
55390-0029-10	A02BA	H2-receptor antagonists
55390-0077-01	N05AB	Phenothiazines with piperazine structure
55390-0078-01	C01CE	Phosphodiesterase inhibitors
55390-0079-01	C01CE	Phosphodiesterase inhibitors
55390-0101-10	R03AC	Selective beta-2-adrenoreceptor agonists
