source	count	destination
Cystatin C;P	8	IGNORE
Varicella zoster virus(DNA);Csv	8	IGNORE
Rubellavirus IgG;P	8	IGNORE
Kappa-kæde(Ig) frit;U	8	IGNORE
Proj-003 5 mL EDTA m/gel 2 af 2	8	IGNORE
Treponema pallidum flagel-IgM;P	8	IGNORE
Proj-003 5 mL EDTA m/gel 1 af 2	8	IGNORE
Fluorescens;P	8	IGNORE
Rødt tørglas 4 ml x 1	8	IGNORE
Porfyrin, lægefaglig tolkning	8	IGNORE
Vitamin B6;P	8	IGNORE
Registrering af prøvetagning	8	IGNORE
Antitrombin; kort(enz.;trombin);P	8	IGNORE
Projekt HERO, EKG	8	IGNORE
Protrombintid;P	8	IGNORE
Serum rød 10 ml x 2, CanArt	8	IGNORE
Clomipramin+desmesthylclomipramin;P	8	IGNORE
2017-002 Q 10 mL RØD x 1	8	IGNORE
2021-X09 DUMMY projekt nr. 9 afd. X	8	IGNORE
Proj-003 4 mL EDTA 1 af 1	8	IGNORE
Proj-003 EVITA RSD Vo + børn>50 kg	8	IGNORE
2015-058 L LEST Døgn Urin	8	IGNORE
Ekstra glas KMA;P	8	IGNORE
2017-049 M Figaro Fidelio	8	IGNORE
2017-002 Q 2,5 mL PAXGENE x 1	8	IGNORE
EDTA 3 ml INDEED	8	IGNORE
EDTA k2 lilla 3 ml x 1, PerPros	8	IGNORE
BCR-ABL;B	8	IGNORE
Interferon gamma;P	8	IGNORE
Lambda-kæde(Ig) frit;U	8	IGNORE
Aspergillus versic. (m25-1)-IgG;P	8	IGNORE
Ana o 3(f443)-IgE;P	8	IGNORE
Antitrombin (enz.;Xa);P	8	IGNORE
Krom(III);P	8	IGNORE
Basophils::Basofilocytter - POCT;B	8	Basophils#
Projekt PerPros	8	IGNORE
Protein C (enz);P	8	IGNORE
2021-076 V REVIVAL Daglig RP	8	IGNORE
2017-042 S 1,8 NUNC x 1 SPYT Snap	8	IGNORE
EDTA k2 lilla 9 ml, PerPros	8	IGNORE
2020-034 V COVIPOC	8	IGNORE
Complement C3;P	8	IGNORE
Kappa/Lambda-kæde(Ig) frit;U	8	IGNORE
Cytomegalovirus-Ab(igG);P	7	IGNORE
Rheumafaktor (IgA);P	7	IGNORE
Hummer (f80)-IgE;P	7	IGNORE
Proj-002 4 mL LiHep u/gel 1 af 2	7	IGNORE
C-X-C motif chemokine 13;Csv	7	IGNORE
Bartonella henselae-IgG;P	7	IGNORE
Krebs (f320)-IgE;P	7	IGNORE
Borrelia burgdorferi-IgG;Csv/P	7	IGNORE
Bartonella henselae-IgM;P	7	IGNORE
Papegøje (e92)-IgG;P	7	IGNORE
Glukose (15 min);P(kB)	7	IGNORE
Corynebact. diphtheriae-toxin-Ab;P	7	IGNORE
Borrelia burgdorferi-IgM;Csv/P	7	IGNORE
Diaré;Pt	7	IGNORE
5-Aminolevulinat / Kreatinin;U	7	IGNORE
Pentacarboxylporfyrin;P	7	IGNORE
RNA pol III RPC1-Ab(IgG);P	7	IGNORE
IFNL3-gen;DNA	7	IGNORE
Projekt, Hæmatologisk KFE etiketter	7	IGNORE
Rød (KF-lab)	7	IGNORE
Glukose;Dialysev	7	IGNORE
Heptacarboxylporfyrin;P	7	IGNORE
Paraneoplast. syndrom-Ab gruppe;Csv	7	IGNORE
Bartonella quintana-Ab(IgM);P	7	IGNORE
Bartonella quintana-Ab(IgG);P	7	IGNORE
Bartonella quintana-IgG;P	7	IGNORE
Paranød (f18)-IgE;P	7	IGNORE
Protein S (frit, imm); P	7	IGNORE
Granulocytter;B	7	IGNORE
Hexacarboxylporfyrin;P	7	IGNORE
HMG-CoA reductase-IgG [HMGCR];P	7	IGNORE
Flow;B	7	IGNORE
PDANCAVAS063	7	IGNORE
Bartonella Ab, tolkning;P	7	IGNORE
Protokolprøver blod (R-lab)	7	IGNORE
2015-007 J GSK2269557 kvinder	7	IGNORE
Proj-002 4 mL LiHep u/gel 2 af 2	7	IGNORE
Efterbestilling under prøvetagning	7	IGNORE
Nucleus(plettet farvning)-IgG;P	7	IGNORE
Protein S (imm.);P	7	IGNORE
PostTX-udvidet-virusinfektion;B	7	IGNORE
Uroporfyrin;P	7	IGNORE
2017-042 S 4 mL EDTA x 1	7	IGNORE
Tetrahydrocannabinol;U	7	IGNORE
Projekt MANAGE	7	IGNORE
Bartonella quintana-IgM;P	7	IGNORE
2017-042 S 10 mL EDTA x 1	7	IGNORE
Bartonella henselae-Ab(IgG);P	7	IGNORE
Undulat(serum,fjer,fæc.)(e90)-IgG;P	7	IGNORE
2015-101 N Kronisk Polyneuropati	7	IGNORE
Hepatitis C virus (RNA);P	7	IGNORE
Gangliosid (GM1)-Ab(IgM);P	7	IGNORE
Base excess (aktuel);P(nsB)	7	IGNORE
Sacchar. cerevisiae-IgG[ASCA];P	7	IGNORE
Hepatitis C virus, tolkning;Pt	7	IGNORE
Aldosteron(LC-MS/MS);P	7	IGNORE
M-komponent;Pt(U)	7	IGNORE
Efterbestilling efter PVT 0-30 min	7	IGNORE
Protein C (imm.);P	7	IGNORE
Koproporfyrin III;P	7	IGNORE
cN1A-Ab(IgG);P	7	IGNORE
pO2;P(nsB)	7	IGNORE
Bartonella henselae-Ab(IgM);P	7	IGNORE
5-Aminolevulinat;U	7	IGNORE
Amfetamin+analog;U	7	IGNORE
Gyldig: plprvt.dato -15 til +30dage	7	IGNORE
2016-006 6,5 mL Urin	7	IGNORE
Citrat blå 2.7 ml x 4, GI 1333	7	IGNORE
Projekt PONENTE	7	IGNORE
Flupentixol;P	7	IGNORE
2013-015 4,5 mL BLÅ x 1	7	IGNORE
2021-028 J Codex ROTEM KIA 1 af 1	7	IGNORE
2013-015 4 mL EDTA x 1	7	IGNORE
2016-006 L BNP Urin	7	IGNORE
Porphobilinogen;U	7	IGNORE
2015-052 4 mL EDTA x 3	7	IGNORE
2015-052 6 mL RØD x 2	7	IGNORE
Serum RØD 9 ml x 2, GI 1333	7	IGNORE
Projekt GI 1333	7	IGNORE
2015-052 G Pavos	7	IGNORE
2018-058 R ACHIL u10,16,19,22,28 mf	7	IGNORE
2013-078 2,5 mL GUL x 1	7	IGNORE
2017-014 B 6 mL RØD x 2	7	IGNORE
PAPP A;P	7	IGNORE
Galdesalte;P	7	IGNORE
2017-014 B 3 mL Li-Hep x 2	7	IGNORE
EDTA k3 Lilla 3 ml x1	7	IGNORE
PaxGene 10 ml x 2, GI 1333	7	IGNORE
Rød tørglas 10 ml x 2	7	IGNORE
13-015 Mikrodial,d 1-7 d, tid 8	7	IGNORE
Kerneholdige celler(mononukl.);Asc	7	IGNORE
2017-014 B 3,5 mL GUL/GEL x 1	7	IGNORE
2017-014 B 4 mL EDTA x 4	7	IGNORE
EDTA k2 Lilla 9 ml x 2, GI 1333	7	IGNORE
Svinekød (f26)-IgE;P	7	IGNORE
Li-Heparin Grøn 4 ml x 3, GI 1333	7	IGNORE
pCO2;P(nsB)	7	IGNORE
Laktose belastning gruppe;Pt	7	IGNORE
B-EDTA k2 lilla 4 ml x 1, OVH2N	7	IGNORE
Laktatdehydrogenasetype grp;LDH(P)	7	IGNORE
Hepatitis B virus(DNA, genotype);P	7	IGNORE
Porphobilinogen / Kreatinin;U	7	IGNORE
Metamfetamin;U	7	IGNORE
Citalopram;P	7	IGNORE
Erytroblaster;Lkc(B)	7	IGNORE
Kerneholdige celler(polynukl.);Asc	7	IGNORE
Lipæmiscreening;P	7	IGNORE
Glukose (120 min);P(kB)	7	IGNORE
Glukose (indgivet p.o.);Pt	7	IGNORE
Oxyhæmoglob.(Fe)(0 1);Csv	7	IGNORE
Myelinassoc. glykoprot.-Ab(IgM);P	7	IGNORE
Sacchar. cerevisiae-IgA[ASCA];P	7	IGNORE
PDANCAVASAOD	7	IGNORE
EXOSC10-Ab(IgG) [PM-Scl100];P	7	IGNORE
Mavekneb;Pt	7	IGNORE
Thyrotropin receptor Ab;P	7	IGNORE
2019-025 J Astraeus BLOD	7	IGNORE
Kerneholdige celler;Asc	7	IGNORE
Due(serum,fjer,fæces) (e91-1)-IgG;P	7	IGNORE
Koproporfyrin I;P	7	IGNORE
B(vB)-ABL-veneprøve	7	IGNORE
Manipulationskontrol;U	7	IGNORE
Hepatitis B virus s-Ag	7	IGNORE
SHS21-004 TEK-PERITONEAL	7	IGNORE
TEK-CITRAT	7	IGNORE
Antitrypsin, genetisk analyse	6	IGNORE
2017-068 B EMPIRE Bl.V2+4 T30-T120	6	IGNORE
2012-073 PEV FBI Anti-Xa	6	IGNORE
TEK-RØD4	6	IGNORE
Choriogonadotropin [HCG];P	6	IGNORE
SERPINA1-gen (standard);DNA	6	IGNORE
Tek-Follitropin	6	IGNORE
Projekt FOKUS urin	6	IGNORE
Prolaktin(makro);P	6	IGNORE
2017-062 B Flavour V2-5,urin	6	IGNORE
2021-010 Å  3 mL LGRØN li-hep	6	IGNORE
2009-027 TEK-CAI navlesnor	6	IGNORE
TEK-Thrombocytter,antalk.;B	6	IGNORE
Morphin+analog;U	6	IGNORE
TEK-RØD10	6	IGNORE
Collagen I,krydsbundne [CTx];P(fPt)	6	IGNORE
Oksekød (f27)-IgE;P	6	IGNORE
PAPP A [Kryptor];P	6	IGNORE
MuSK receptor-Ab;P	6	IGNORE
Glukose (45 min);P(kB)	6	IGNORE
Pneumokok-Ab 7 valent;P	6	IGNORE
Triiodthyronin-reaktion[T3-Test];P	6	IGNORE
Bacterium+fungus;B(kateter;aB)	6	IGNORE
Methæmoglobin(Fe);Hb(Fe;cvB)	6	IGNORE
INR::Koag. faktor II+VII+X [INR];P(kB)	6	INR
Undulat(e90)-IgG;P	6	IGNORE
Choriogonadotropin+beta [HCG];P	6	IGNORE
Osteocalcin;P	6	IGNORE
Galdesalte;P(fPt)	6	IGNORE
Pr. 2007-026 PEC DANHEP	6	IGNORE
Grøn Li Hep uden gel 4 ml x 1	6	IGNORE
Massefylde;U	6	IGNORE
2018-020 S 6,0 mL tørglas	6	IGNORE
2018-020 S Zinc-PALS ZAC	6	IGNORE
Protein;Ledv	6	IGNORE
2017-027 S 4 mL EDTA 1 af 1	6	IGNORE
Papegøjefjer (e213)-IgG;P	6	IGNORE
Serotonin;P	6	IGNORE
2015-005 M GAB-E Sik HbA1C	6	IGNORE
Tek-Lutropin,arb.stofk.	6	IGNORE
Mirtazapin;P	6	IGNORE
Koskæl (e4)-IgE;P	6	IGNORE
2017-042 S MicrobPredict recall Div	6	IGNORE
Von Willebrand-faktor,aktiv(imm.);P	6	IGNORE
ADPtest - Pr-miRNA	6	IGNORE
Klorhexidin (c8)-IgE;P	6	IGNORE
2015-085 6 mL Urin x 1	6	IGNORE
2012-073 4,5 ml BLÅ x 1	6	IGNORE
Due(serum,fjer,fæces) (e91)-IgG;P	6	IGNORE
Projekt DanHeart	6	IGNORE
Protein S (koag.);P	6	IGNORE
Hepatitis C virus(RNA,kvant)[HCV];P	6	IGNORE
Isavuconazol;P	6	IGNORE
Koriogonadotropin alfa [HCG];P	6	IGNORE
2015-085 V  NGAL-Studiet	6	IGNORE
Legionella pneumophila(Ag);U	6	IGNORE
Gabapentin;P	6	IGNORE
Somatisk hypermutation CLL;B	6	IGNORE
2018-058 R ACHIL u1,4,7-13,25,37,49	6	IGNORE
2017-027 S Nordic	6	IGNORE
2013-078 Nova V 6+7+9+10+12+13	6	IGNORE
2015-058 L LEST V FU 1-18 mdr Blod	6	IGNORE
2013-078 3,5 mL GUL x 1	6	IGNORE
Urinrør beige prop, 4,0ml x1	6	IGNORE
4-Fluroamphetamin;U	6	IGNORE
2021-028 J 2,7 mL CITRAT 2 af 2	6	IGNORE
Modafinilsyre,konfirm;U	6	IGNORE
2012-023 PEM T2DM Karbamid	6	IGNORE
Projekt NeoCol	6	IGNORE
SERUM rød 10 ml x 2, Col-Rect biobank	6	IGNORE
Pancreatisk polypeptid;P	6	IGNORE
Modafinil,konfirm;U	6	IGNORE
Rødt tørglas 9 ml x 2, NeoCol	6	IGNORE
MDPV,konfirm;U	6	IGNORE
Phencyclidin,konfirm;U	6	IGNORE
HIV 1+2-Ab (konfirm);P	6	IGNORE
Pethidin,konfirm;U	6	IGNORE
2013-078 Nova V 6+7+9+10+12+13, Urin	6	IGNORE
Protein;Drænv	6	IGNORE
Pax Gene brun RNA 2,5 ml x 2 NeoCol	6	IGNORE
2-Fluorofentanyl,konfirm;U	6	IGNORE
Norpethidin,konfirm;U	6	IGNORE
2013-078 2,0 mL EDTA x 2	6	IGNORE
SARS-CoV-2 spike glykoprotein-IgG;P	6	IGNORE
Furanylfentanyl,konfirm;U	6	IGNORE
2021-028 J 2,7 mL CITRAT 1 af 2	6	IGNORE
Krabbe (f23)-IgE;P	6	IGNORE
2017-056 R 2,5  mL PAXGEN x 1	6	IGNORE
Proj-002 COVAC-Tx pakke 2	6	IGNORE
Projekt Erlotinib	6	IGNORE
Ukendt/inaktiv analyse;Pt	6	IGNORE
2021-010 Å  2 mL EDTA	6	IGNORE
2017-042 S Microb predict recall	6	IGNORE
Vævstype, nyrepatient, 1. type;P	6	IGNORE
Choriogonadotropin beta [Kryptor];P	6	IGNORE
U-47700;U	6	IGNORE
Methoxetamin;U	6	IGNORE
2017-027 S 6,0 mL RØD x 5	6	IGNORE
2018-015 L ESW Day session 1-6 urin	6	IGNORE
2017-056 R LIFE Baseline	6	IGNORE
2013-078 2,0 mL EDTA  x 1	6	IGNORE
alpha-PVP,konfirm;U	6	IGNORE
Echinocytter;B	6	IGNORE
EDTA lilla 9 ml x 1, Col-Rect biobank	6	IGNORE
Tapentadol,konfirm;U	6	IGNORE
2013-068 B LIVE Visit 1-2-3 Blod	6	IGNORE
EDTA k2 lilla 9 ml x 2, NeoCol	6	IGNORE
Projekt Boreas	6	IGNORE
2017-014 B AVADEC Tid 7.30-14.30	6	IGNORE
Dextropropoxyphen,konfirm;U	6	IGNORE
2017-027 S 3,0 mL LiHep x 4	6	IGNORE
Projekt Erlotinib, EDTA k2, 9 ml x 2	6	IGNORE
EDTA lilla 3 ml x 1, Col-Rect biobank	6	IGNORE
Vævstype,nyrepatient/donor,2.type;P	5	IGNORE
EXOSC9-Ab(IgG) [PM-Scl75];P	5	IGNORE
Anti-HBc (total) ELISA, konf. test	5	IGNORE
Parotitisvirus-IgG [Mumps virus];P	5	IGNORE
Hæmoglobin - 1 (teknisk);F	5	IGNORE
Neuropati(SGPG)-Ab(IgM);P	5	IGNORE
Basisk fosfatase, knogletype;P	5	IGNORE
Lambda-kæde(frit;monoklonalt);U	5	IGNORE
Yersinia enterocol.(O:3) IgG+IgA;P	5	IGNORE
Kendt mutation	5	IGNORE
CHD-4-IgG;P	5	IGNORE
Hereditær hæmokromatose (HFE)	5	IGNORE
Glukose øgning fra 0 min;P(kB)	5	IGNORE
Koriogonadotropin+beta [HCG](tum);P	5	IGNORE
2017-042 S SIPHON SCREENING	5	IGNORE
Sirolimus (od);B	5	IGNORE
Uroporfyrin/Kreatinin;U	5	IGNORE
Plasm.akt vævst.;P	5	IGNORE
Polymyositis(SRP)-Ab(IgG);P	5	IGNORE
Pr. 2007-045 SAM Knoglebank	5	IGNORE
2019-025 J Astraeus HIV	5	IGNORE
Vanillylmandelat [VMA];U	5	IGNORE
Leukocytter (mikr.);B	5	IGNORE
Mycobacterium;B	5	IGNORE
Herpes simplexvirus (DNA);Csv	5	IGNORE
Projekt OBERON	5	IGNORE
Polymyositis(PL-7)-Ab(IgG);P	5	IGNORE
Gliadin-Ab(IgA);P	5	IGNORE
Kreatinin;Dialysev(perit)	5	IGNORE
Endomysium-IgA;P	5	IGNORE
2015-101 N Kro Polyneuropati 1	5	IGNORE
Aldosteron/Renin(LC-MS/MS);P	5	IGNORE
Blod - EDTA;B	5	IGNORE
Lymphocytter, B/T/NK;B	5	IGNORE
BRCA1-gen;DNA	5	IGNORE
Methæmoglobin;Csv	5	IGNORE
Hba1c::Hæmoglobin A1c (IFCC) - POCT;Hb(B)	5	HbA1C
Meningitis gruppe;Csv	5	IGNORE
EDTA k2 lilla 9 ml x 3, PLAK	5	IGNORE
Enterovirus(RNA);Csv	5	IGNORE
CYP2D6-gen;DNA	5	IGNORE
Tek PROCALC	5	IGNORE
2017-042 S 4 mL EDTA x 2	5	IGNORE
Tværstribet muskel-IgG;P	5	IGNORE
Erythrocyt-antigen;Ercs(B)	5	IGNORE
TEK-BLÅ 1,8/2	5	IGNORE
Human herpesvirus 8 (DNA);P	5	IGNORE
Hæmoglobin - 2 (teknisk);F	5	IGNORE
Nucleært-Ab(IgG) [ANA];arb.;P	5	IGNORE
Mi2-beta-IgG;P	5	IGNORE
SPIDS urin 10 ml, PerPros	5	IGNORE
Encephalitis gruppe;Csv	5	IGNORE
C-Kit mutation;B	5	IGNORE
CTx;P(fPt)	5	IGNORE
Fibrillarin-IgG;P	5	IGNORE
TEK-LA1	5	IGNORE
Barbiturat;U	5	IGNORE
Stikskade, 2.US af eksponeret grp;P	5	IGNORE
Cefuroxim (c101)-IgE;P	5	IGNORE
Carbonmonoxidhæmoglobin(Fe);Hb(cvB)	5	IGNORE
2017-072T RH BOX Urin	5	IGNORE
Projekt GEN3013	5	IGNORE
EDTA lilla 3 ml x 1, RAS/RAF	5	IGNORE
NK-VUE 1 ml x 1, PLAK	5	IGNORE
Polymyositis(Ku)-Ab(IgG);P	5	IGNORE
TEK-APTT-LA	5	IGNORE
2021-076 V 1,8 mL CITRAT 1 stk	5	IGNORE
2019-025 J Astraeus Hep B Ag	5	IGNORE
Apolipoprotein B;P(fPt)	5	IGNORE
TEK-MGRØN4	5	IGNORE
Erythrocytter;U	5	IGNORE
2019-025 J Astraeus Antitrypsin	5	IGNORE
Udstrygningspræp. - AKP-OUH;B	5	IGNORE
Rickettsia rickettsii-IgG;P	5	IGNORE
TEK-RØD4x2	5	IGNORE
Porfyrin - lægefaglig tolkning	5	IGNORE
2018-055 B Dan-Heart Visit 1-9	5	IGNORE
2017-042 S Liver Screen	5	IGNORE
Kortisol (60 min);P	5	IGNORE
Atypiske celler;B	5	IGNORE
TEK-RØD 10/2	5	IGNORE
Havremel (f7)-IgE;P	5	IGNORE
Polymyositis(PL-12)-Ab(IgG);P	5	IGNORE
Koagellyse;P	5	IGNORE
Papegøje serum+fjer+fæc.(e92)-IgG;P	5	IGNORE
2017-068 B 4 mL RØD x 1	5	IGNORE
Koagellyse (10 min ef.stase);P	5	IGNORE
Apolipoprotein A1;P	5	IGNORE
Cor.SARS(COVID19)DNA/RNA(POCT);Trak	5	IGNORE
Herpes simplex virus(DNA) [HSV];Csv	5	IGNORE
Serum rød 10 ml x 1, Tumorsfære	5	IGNORE
TEK-BLÅ2,7x2	5	IGNORE
Hæmoglobin - 3 (teknisk);F	5	IGNORE
Serum rød 10 ml x 1, PLAK	5	IGNORE
Karbamid;Dialysev(perit)	5	IGNORE
Borborygmi;tilstede;Pt	5	IGNORE
2019-025 J Astraeus Hep B,C Ab	5	IGNORE
Projekt PLAK	5	IGNORE
Koriogonadotropin+beta [HCG](grv);P	5	IGNORE
Autoimmun synaptisk encephal. grp;P	5	IGNORE
Testosteron/SHBG(LC-MS/MS);P	5	IGNORE
Tek. LUPUS, LA-check mix;P	5	IGNORE
2021-076 V 2 mL EDTA  1 stk	5	IGNORE
2018-X PTH/CAG TEK-glas	5	IGNORE
Basisk fosfatasetype gruppe;BasF(P)	5	IGNORE
Plasm.akt.vævst.(10 min ef.stase);P	5	IGNORE
Hepacivirus C (RNA, genotype);P	5	IGNORE
Blå Na-Citrat 2,7 ml x 4	5	IGNORE
2018-025 N 6 mL RØD x 2	5	IGNORE
DD2, Grøn Li Hep uden gel 8 ml x 2	5	IGNORE
LI-HEP grøn 4 ml x 1, FlowPromote	5	IGNORE
2018-025 N Cannabis FB	5	IGNORE
Zonisamid;P	5	IGNORE
CTX1/BAP index	5	IGNORE
Choriogonadotropin beta-kæde:P	5	IGNORE
Rickettsia typhi-IgG;P	5	IGNORE
Parotitisvirus-IgM [Mumps virus];P	5	IGNORE
Kiwifrugt (f84)-IgE;P	5	IGNORE
Rød tørglas 9ml x 2	5	IGNORE
2017-042 S Biopsi Div	5	IGNORE
Isotonitazen;U (konfirm)	5	IGNORE
Projekt Tumorsfære	5	IGNORE
Norquetiapin:U (konfirm)	5	IGNORE
Projekt Flow-Promote	5	IGNORE
HIV2(RNA);P	5	IGNORE
Interferon beta Ab(neutralis.);P	5	IGNORE
2014-024 4 mL EDTA x 3	5	IGNORE
EDTA k2 lilla 4 ml x 2	5	IGNORE
2014-024 B Danrisk Follow up. Blod	5	IGNORE
2014-024 3 mL LIHEP x 2	5	IGNORE
Rickettsia typhi-IgM;P	5	IGNORE
2016-056 Å BELIEVE MNC	5	IGNORE
EDTA lilla 9 ml x 3, Tumorsfære	5	IGNORE
2014-024 6 mL RØD x 3	5	IGNORE
Tick-borne enceph.virus-IgM [TBE];P	5	IGNORE
2016-056 Å 10 mL EDTA x 1	5	IGNORE
EDTA lilla 4 ml x 2, Flow-Promote	5	IGNORE
Tick-borne enceph.virus-IgG [TBE];P	5	IGNORE
Rickettsia rickettsii-IgM;P	5	IGNORE
Rød tør 9 ml x 1	4	IGNORE
Kreatinin;Asc	4	IGNORE
Hønsefjer (e85)-IgE;P	4	IGNORE
Plasmininhibitor (enz.);P	4	IGNORE
NK-VUE 1 ml x 1, OC Recur	4	IGNORE
Pr2019 DANHEART	4	IGNORE
Flecainid;P	4	IGNORE
Projekt Dansk Reuma Biobank	4	IGNORE
2015-053 B STEMI V1, 06.30-14.45	4	IGNORE
Aggregation, arachidonat 0,5;Trc(B)	4	IGNORE
2010-030-008 DCB 10 mL EDTA 4 af 5	4	IGNORE
Aggregation, ADP 6,4;Trc(B)	4	IGNORE
Bas.fos. knogletype;BasF(P)	4	IGNORE
TB2 antigen;T-lymc(B)	4	IGNORE
2012-053 4 ml EDTA(K2) x 3	4	IGNORE
EDTA lilla 4 ml x 1, PROMIL	4	IGNORE
2012-053 4 ml RØD ug x 3	4	IGNORE
2016-058 S  PaxGene x 1	4	IGNORE
DPYD tolkning	4	IGNORE
Ribonucleoprotein-Ab(IgG);P	4	IGNORE
Transglutaminase-Ab(IgG);P	4	IGNORE
Projekt CARPE DM2	4	IGNORE
Treponema pallidum, konfirmato.;P	4	IGNORE
Bly;B	4	IGNORE
Helminthosporium halodes (m8)-IgE;P	4	IGNORE
Duefjer (e215)-IgG;P	4	IGNORE
Proj-002 COVAC-Tx pakke 1	4	IGNORE
Protein C (aktiveret) resistens;P	4	IGNORE
TB antigen	4	IGNORE
Vasopressin [ADH];P	4	IGNORE
2016-058 S  4,0 mL RØD x 2	4	IGNORE
EDTA k2 lilla 9 ml x 2, OC Recur	4	IGNORE
HLA klasse II-gen gruppe;DNA	4	IGNORE
Pregabalin;P	4	IGNORE
2016-058 S  3,0 mL LiHep x 4	4	IGNORE
Børnekost (f1;2;3;4;13;14)-IgE;P	4	IGNORE
2010-030-008 DCB 6 mL RØD 1 af 3	4	IGNORE
Protein S frit / Koag.faktor II;P	4	IGNORE
2016-056 10 mL EDTA x 3	4	IGNORE
Organdonation arkiv;P	4	IGNORE
2021 INDEED UF5000	4	IGNORE
Eg (t7)-IgE;P	4	IGNORE
Gastrin;P(fPt)	4	IGNORE
Protein S frit / Protein C;P	4	IGNORE
Kimærisme gruppe; Celler(B)	4	IGNORE
2016-058 S  10,0 mL EDTA x 1	4	IGNORE
Cladosporium herbarum (m2)-IgG;P	4	IGNORE
Hæmoglobintype gruppe;Hb(B)	4	IGNORE
2016-058 S  3,0 mL LiHep x 2	4	IGNORE
EDTA k2 lilla 4 ml x 1	4	IGNORE
2014-007 3 mL LiHep x 2	4	IGNORE
Koagulationsfaktor X (imm.);P	4	IGNORE
PostTX-standard-virusinfektion;B	4	IGNORE
CYP2D6 genotype, lægefagl.tolkning	4	IGNORE
2014-007 4 mL EDTA x 2	4	IGNORE
2010-030-008 DCB 10 mL EDTA 3 af 5	4	IGNORE
Complementfunktions-US udvidet;P	4	IGNORE
2017-062 B Flavour V2-5,blod	4	IGNORE
2010-030-008 DCB 10 mL EDTA 5 af 5	4	IGNORE
PCNA-IgG;P	4	IGNORE
Projekt OC Recur	4	IGNORE
Gad c 1 (f426)-IgE;P	4	IGNORE
2010-030-008 DCB 4 mL EDTA 1 af 1	4	IGNORE
CHD-4 -IgG [Mi-2];P	4	IGNORE
Kolorektalcancer panel	4	IGNORE
2021 INDEED projekt Urin	4	IGNORE
2010-030-008 DCB 10 mL EDTA 2 af 5	4	IGNORE
KIT D816V mutation;B	4	IGNORE
2016-058 S ReDuC del S blod (Alle)	4	IGNORE
2017-042 S Liver Screen Recall	4	IGNORE
Bas.fos. anodisk bånd(semikvant);P	4	IGNORE
2016-056 2,5 mL PAX-gene x 4	4	IGNORE
Bas.fos. tarmtype;BasF(P)	4	IGNORE
TB1 antigen;T-lymc(B)	4	IGNORE
Natrium;Øjenv	4	IGNORE
Bilirubiner;Asc	4	IGNORE
2010-030-008 DCB 6 mL RØD 2 af 3	4	IGNORE
2010-030-008 DCB 6 mL RØD 3 af 3	4	IGNORE
2020-052 M 4 mL LiHe 1 af 1	4	IGNORE
HLA-DQB1-gen (DQ8);DNA	4	IGNORE
Glat muskel-Ab(IgG)[GMA];P	4	IGNORE
Malaria kontrol	4	IGNORE
2014-007 4 mL RØD x 3	4	IGNORE
Flow(OUH);B	4	IGNORE
TEK-LILLA10	4	IGNORE
Projekt Daratumumab	4	IGNORE
2016-056 Å 4,0 mL LiHep x 1	4	IGNORE
JC polyomavirus(DNA);Csv	4	IGNORE
Ribonuclepr.U1(70kDa+A+C)-Ab(IgG);P	4	IGNORE
Toxoplasma gondii IgG;P	4	IGNORE
Immunglobulin G / Albumin-ratio;Csv	4	IGNORE
Glukose (90 min);P(kB)	4	IGNORE
Aggregation, collagen 2,0;Trc(B)	4	IGNORE
Koagulationsfaktor X (koag.);P	4	IGNORE
HLA-DQB1-gen (DQ2);DNA	4	IGNORE
Peptidyldipeptidase A [ACE];Csv	4	IGNORE
2017-042 S 3 mL LiHep x 5	4	IGNORE
2016-033 10 mL sort beige x 3	4	IGNORE
2021-014 M CONCORD	4	IGNORE
Von Willebrand antigen (imm.);P	4	IGNORE
Protein C / Koag.faktor II;P	4	IGNORE
AA21-004 TEK-PAXGENE	4	IGNORE
Organdonation;P	4	IGNORE
Aspergillus flavus (m228)-IgE;P	4	IGNORE
Celletype(Donor ID);Celler(B)	4	IGNORE
IL2RG-gen;DNA	4	IGNORE
Paliperidon;P	4	IGNORE
Coxiella burnetii-Ab gruppe;P	4	IGNORE
HLA DQ2 DQ8;P	4	IGNORE
Pr2018 LIRA-KOL (Besøg 2,3,4,6)	4	IGNORE
Serum RØD 4 ml x 1, ON	4	IGNORE
Svineepitel (e83)-IgE;P	4	IGNORE
P-Projekt Prolaktin	4	IGNORE
2022-044 Q NTM MDT	4	IGNORE
Parietalcelle-Ab(IgG);P	4	IGNORE
Estradiol(frit);P	4	IGNORE
Projekt Opticus neuritis (ON), blod	4	IGNORE
2012-036 PEM LPL defekt, Visit 2	4	IGNORE
2013-078 10,0 mL EDTA x 1	4	IGNORE
2018-058 R ACHILES Før carbo/eto	4	IGNORE
Perampanel;P	4	IGNORE
Vanillylmandelat [VMA]/Kreatinin;U	4	IGNORE
Gangliosid (GM1)-Ab(IgG);P	4	IGNORE
2010-030-008 DCB 10 mL EDTA 1 af 5	4	IGNORE
Projekt NIIP	4	IGNORE
Rickettsia-IgM;P	4	IGNORE
Bacterium+fungus;B(kateter;cvB)	4	IGNORE
Rickettsia-Ab(IgG);P	4	IGNORE
eGFR / 1,73m2(CKD-EPI, CysC)	4	IGNORE
TEK-LILLA6	4	IGNORE
2008-044 4 ml EDTA x 4	4	IGNORE
Blødningsudredning;Pt	4	IGNORE
