Read0	Read1	Read3	Read4	Read code	# records	# patients	description	internal comment 2016	status 2016	type 2016	organ 2016	internal comment 2015	status 2015	type 2015	organ 2015
7	7J	7J0	7J01	B7J0111	1	1	Skin haemangioma					medr_tumor;medr_benign	ignore	na	na
8	8.	8..	8...	B8...00	196	180	Carcinoma in situ		CIS	na	na	medr_tumor;tumor;medr_benign	morph	na	na
8	8.	8..	8...	B8...11	2291	1707	Bowen's disease		CIS	SCC	Skin	medr_tumor;tumor;medr_benign	cancer	na	na
8	8.	8..	8...	B8...12	5	4	Erythroplasia					tumor	cancer	na	na
8	8.	8..	8...	B8...13	1	1	Queyrats's erythroplasia					tumor	cancer	na	na
8	80	800	800.	B800.11	3	3	Carcinoma in situ of oral cavity					tumor	cancer	na	na
8	80	800	800.	B800.12	2	2	Carcinoma in situ of pharynx					tumor	cancer	na	na
8	80	800	8000	B800000	1	1	Carcinoma in situ of lip					tumor	cancer	na	na
8	80	800	8001	B800100	25	21	Carcinoma in situ of tongue					tumor	cancer	na	na
8	80	800	8004	B800400	4	4	Carcinoma in situ of floor of mouth					tumor	cancer	na	na
8	80	800	8006	B800600	2	2	Carcinoma in situ of palate					tumor	cancer	na	na
8	80	800	8007	B800700	6	6	Carcinoma in situ of nasopharynx					tumor	cancer	na	na
8	80	800	8008	B800800	2	2	Carcinoma in situ of oropharynx					tumor	cancer	na	na
8	80	800	8009	B800900	3	1	Carcinoma in situ of hypopharynx					tumor	cancer	na	na
8	80	801	801.	B801.00	47	46	Carcinoma in situ of oesophagus		CIS	Oesophagus	Oesophagus	tumor;oeso	cancer	oeso	oeso
8	80	801	8010	B801000	0	0	Carcinoma in situ of upper 1/3 oesophagus					tumor;oeso	cancer	oeso	oeso
8	80	801	8011	B801100	0	0	Carcinoma in situ of middle 1/3 oesophagus					tumor;oeso	cancer	oeso	oeso
8	80	801	8012	B801200	3	3	Carcinoma in situ of lower 1/3 oesophagus					tumor;oeso	cancer	oeso	oeso
8	80	801	801z	B801z00	1	1	Carcinoma in situ of oesophagus NOS					tumor;oeso	cancer	oeso	oeso
8	80	802	802.	B802.00	23	20	Carcinoma in situ of stomach		CIS	Stomach	Stomach	tumor;stom	cancer	stom	stom
8	80	802	8020	B802000	2	2	Carcinoma in situ of cardia of stomach					tumor;stom	cancer	stom	stom
8	80	802	8021	B802100	0	0	Carcinoma in situ of fundus of stomach					tumor;stom	cancer	stom	stom
8	80	802	8022	B802200	0	0	Carcinoma in situ of body of stomach					tumor;stom	cancer	stom	stom
8	80	802	8023	B802300	0	0	Carcinoma in situ of pyloric antrum					tumor;stom	cancer	stom	stom
8	80	802	8024	B802400	0	0	Carcinoma in situ of pyloric canal					tumor;stom	cancer	stom	stom
8	80	802	802z	B802z00	1	1	Carcinoma in situ of stomach NOS					tumor;stom	cancer	stom	stom
8	80	803	803.	B803.00	0	0	Carcinoma in situ of colon		CIS	CRC	Colon	tumor;crc	cancer	crc	colon
8	80	803	8030	B803000	3	3	Carcinoma in situ of hepatic flexure of colon					tumor;crc	cancer	crc	colon
8	80	803	8031	B803100	5	5	Carcinoma in situ of transverse colon					tumor;crc	cancer	crc	colon
8	80	803	8032	B803200	0	0	Carcinoma in situ of descending colon					tumor;crc	cancer	crc	colon
8	80	803	8033	B803300	48	46	Carcinoma in situ of sigmoid colon					tumor;crc	cancer	crc	colon
8	80	803	8034	B803400	28	26	Carcinoma in situ of caecum					tumor;crc	cancer	crc	colon
8	80	803	8035	B803500	3	3	Carcinoma in situ of appendix					tumor;crc	cancer	crc	colon
8	80	803	8036	B803600	7	6	Carcinoma in situ of ascending colon					tumor;crc	cancer	crc	colon
8	80	803	8037	B803700	4	4	Carcinoma in situ of splenic flexure of colon					tumor;crc	cancer	crc	colon
8	80	803	803z	B803z00	2	2	Carcinoma in situ of colon NOS					tumor;crc	cancer	crc	colon
8	80	804	804.	B804.00	1	1	Carcinoma in situ of rectum and rectosigmoid junction		CIS	CRC	Rectum	tumor	cancer	crc	rectum;colon
8	80	804	8040	B804000	14	14	Carcinoma in situ of rectosigmoid junction					tumor	cancer	crc	rectum;colon
8	80	804	8041	B804100	6	6	Carcinoma in situ of rectum					tumor	cancer	crc	rectum
8	80	805	805.	B805.00	1	1	Carcinoma in situ of anal canal		CIS	Anal	Anus	tumor	cancer	na	na
8	80	805	8050	B805000	8	8	Anal intraepithelial neoplasia grade III					tumor	cancer	na	na
8	80	806	806.	B806.00	6	6	Carcinoma in situ of anus NOS					tumor	cancer	na	na
8	80	807	8070	B807000	6	6	Carcinoma in situ of duodenum					tumor	cancer	na	na
8	80	807	8071	B807100	1	1	Carcinoma in situ of jejunum					tumor	cancer	na	na
8	80	808	808.	B808.11	1	1	Carcinoma in situ of biliary system					tumor	cancer	na	na
8	80	808	8080	B808000	13	13	Carcinoma in situ of liver		CIS	Liver	Liver	tumor	cancer	liver	liver
8	80	808	8082	B808200	0	0	Carcinoma in situ of hepatic duct		CIS	Liver	Liver	tumor;liver	cancer	liver	liver
8	80	808	8083	B808300	5	5	Carcinoma in situ of gall bladder					tumor	cancer	na	na
8	80	808	8085	B808500	1	1	Carcinoma in situ of common bile duct					tumor	cancer	na	na
8	80	808	8086	B808600	5	5	Carcinoma in situ of ampulla of Vater					tumor	cancer	na	na
8	80	808	808z	B808z00	1	1	Carcinoma in situ of liver or biliary system NOS		CIS	Liver	Liver	tumor	cancer	liver	liver
8	80	80z	80z0	B80z000	59	55	Carcinoma in situ of pancreas		CIS	Pancreas	Pancreas	tumor	cancer	pancreas	pancreas
8	81	81.	81..	B81..00	1	1	Carcinoma in situ of respiratory system		CIS	Respiratory tract 	na	tumor	cancer	na	na
8	81	810	810.	B810.00	19	18	Carcinoma in situ of larynx					tumor	cancer	na	na
8	81	810	8100	B810000	1	1	Carcinoma in situ of thyroid cartilage					tumor	cancer	na	na
8	81	810	8102	B810200	1	1	Carcinoma in situ of epiglottis					tumor	cancer	na	na
8	81	810	8108	B810800	4	4	Carcinoma in situ of vocal fold - glottis					tumor	cancer	na	na
8	81	810	8108	B810811	3	3	Carcinoma in situ of glottis					tumor	cancer	na	na
8	81	812	812.	B812.00	0	0	Carcinoma in situ of bronchus and lung		CIS	lung	lung	tumor;lung	cancer	lung	lung
8	81	812	8120	B812000	0	0	Carcinoma in situ of carina of bronchus					tumor;lung	cancer	lung	lung
8	81	812	8121	B812100	2	2	Carcinoma in situ of main bronchus					tumor;lung	cancer	lung	lung
8	81	812	8122	B812200	2	2	Carcinoma in situ of upper lobe bronchus and lung					tumor;lung	cancer	lung	lung
8	81	812	8123	B812300	0	0	Carcinoma in situ of middle lobe bronchus and lung					tumor;lung	cancer	lung	lung
8	81	812	8124	B812400	1	1	Carcinoma in situ of lower lobe bronchus and lung					tumor;lung	cancer	lung	lung
8	81	812	812z	B812z00	16	15	Carcinoma in situ of bronchus or lung NOS					tumor;lung	cancer	lung	lung
8	81	81y	81y0	B81y000	1	1	Carcinoma in situ of pleura					tumor	cancer	na	na
8	81	81y	81y6	B81y600	1	1	Carcinoma in situ of maxillary sinus					tumor	cancer	na	na
8	81	81y	81y7	B81y700	1	1	Carcinoma in situ of ethmoidal sinus					tumor	cancer	na	na
8	82	82.	82..	B82..00	19	15	Carcinoma in situ of skin					tumor	cancer	na	na
8	82	820	820.	B820.00	1	1	Carcinoma in situ of skin of lip					tumor	cancer	na	na
8	82	821	821.	B821.00	1	1	Carcinoma in situ of skin of eyelid including canthus					tumor	cancer	na	na
8	82	822	822.	B822.00	1	1	Carcinoma in situ skin of ear and external auricular canal					tumor	cancer	na	na
8	82	822	822.	B822.11	1	1	Carcinoma in situ of ear					tumor	cancer	na	na
8	82	823	823.	B823.00	1	1	Carcinoma in situ of skin of other parts of face					tumor	cancer	na	na
8	82	823	8230	B823000	4	2	Carcinoma in situ of skin of forehead skin					tumor	cancer	na	na
8	82	823	8233	B823300	2	1	Carcinoma in situ of skin of cheek					tumor	cancer	na	na
8	82	823	8235	B823500	2	2	Carcinoma in situ of skin of temple					tumor	cancer	na	na
8	82	824	8240	B824000	3	3	Carcinoma in situ of scalp					tumor	cancer	na	na
8	82	825	8250	B825000	11	11	Carcinoma in situ of skin of breast					tumor	cancer	na	na
8	82	825	8251	B825100	1	1	Carcinoma in situ of skin of chest wall NOS					tumor	cancer	na	na
8	82	825	8253	B825300	1	1	Carcinoma in situ of skin of back					tumor	cancer	na	na
8	82	826	8262	B826200	1	1	Carcinoma in situ of skin of lower arm					tumor	cancer	na	na
8	82	826	8263	B826300	5	5	Carcinoma in situ of skin of hand					tumor	cancer	na	na
8	82	827	827.	B827.00	42	36	Carcinoma in situ of skin of lower limb and hip					tumor	cancer	na	na
8	82	827	827.	B827.11	27	21	Carcinoma in situ of skin of leg					tumor	cancer	na	na
8	82	827	8271	B827100	1	1	Carcinoma in situ of skin of thigh					tumor	cancer	na	na
8	82	827	8272	B827200	1	1	Carcinoma in situ of skin of knee					tumor	cancer	na	na
8	82	827	8273	B827300	2	2	Carcinoma in situ of skin of lower leg					tumor	cancer	na	na
8	82	828	828.	B828.00	136	122	Melanoma in situ of skin					tumor	cancer	na	na
8	82	828	8284	B828400	1	1	Melanoma in situ of trunk					tumor	cancer	na	na
8	82	828	8285	B828500	2	2	"Melanoma in situ of upper limb, including shoulder"					tumor	cancer	na	na
8	82	828	8286	B828600	5	4	"Melanoma in situ of lower limb, including hip"					tumor	cancer	na	na
8	82	828	828W	B828W00	7	6	"Melanoma in situ, unspecified"					tumor	cancer	na	na
8	83	83.	83..	B83..00	1	1	Carcinoma in situ of breast and genitourinary system		CIS	?	?	tumor	cancer	na	na
8	83	830	830.	B830.00	269	251	Carcinoma in situ of breast		CIS	Breast	Breast	tumor	cancer	breast	breast
8	83	830	8300	B830000	50	48	Lobular carcinoma in situ of breast					medr_tumor;tumor;medr_benign	cancer	breast	breast
8	83	830	8301	B830100	80	75	Intraductal carcinoma in situ of breast					tumor	cancer	breast	breast
8	83	831	831.	B831.00	14	14	Carcinoma in situ of cervix uteri	not sure if should be cancer/ca_bg	CIS	na	na	medr_tumor;tumor;medr_benign	cancer	na	na
8	83	831	831.	B831.11	45	44	CIN III - carcinoma in situ of cervix	not sure if should be cancer/ca_bg	CIS	na	na	tumor	cancer	na	na
8	83	831	831.	B831.12	4	4	Cervical intraepithelial neoplasia	"potentially premalignant is not cancer, and is usually curable"	Ca_bg	na	na	medr_tumor;tumor;medr_benign	ca_bg	na	na
8	83	831	831.	B831.13	30	28	Cervical intraepithelial neoplasia grade III					tumor	cancer	na	na
8	83	831	8310	B831000	3	3	Carcinoma in situ of endocervix					tumor	cancer	na	na
8	83	831	8311	B831100	1	1	Carcinoma in situ of exocervix					tumor	cancer	na	na
8	83	832	832.	B832.00	2	2	Carcinoma in situ of other and unspecified parts of uterus		CIS	uterus	uterus	tumor	cancer	uterus	uterus
8	83	832	8320	B832000	108	97	Carcinoma in situ of endometrium					medr_tumor;tumor;medr_benign	cancer	uterus	uterus
8	83	833	8330	B833000	17	16	Carcinoma in situ of ovary		CIS	ovary	ovary	tumor	cancer	ovary	ovary
8	83	833	8331	B833100	2	1	Carcinoma in situ of fallopian tube					tumor	cancer	na	na
8	83	833	8332	B833200	3	2	Carcinoma in situ of vagina					tumor	cancer	na	na
8	83	833	8333	B833300	19	19	Carcinoma in situ of vulva					tumor	cancer	na	na
8	83	833	8333	B833311	101	78	Vulval intraepithelial neoplasia					tumor	cancer	na	na
8	83	833	8334	B833400	4	3	Vulval intraepithel neop grd 1					tumor	cancer	na	na
8	83	833	8335	B833500	3	2	Vulval intraepithel neop grd 2					tumor	cancer	na	na
8	83	833	8336	B833600	14	12	Vulval intraepithel neop grd 3					tumor	cancer	na	na
8	83	833	8337	B833700	2	2	Vaginal intraepithelial neoplasia grade 1					tumor	cancer	na	na
8	83	833	8338	B833800	1	1	Vaginal intraepithelial neoplasia grade 2					tumor	cancer	na	na
8	83	833	8339	B833900	2	2	Vaginal intraepithelial neoplasia grade 3					tumor	cancer	na	na
8	83	834	834.	B834.00	428	375	Carcinoma in situ of prostate		CIS	prostate	prostate	medr_tumor;tumor;medr_benign	cancer	prostate	prostate
8	83	834	8340	B834000	20	18	High grade prostatic intraepithelial neoplasia					tumor	cancer	na	na
8	83	835	835.	B835.00	11	10	Carcinoma in situ of penis					tumor	cancer	na	na
8	83	836	8360	B836000	1	1	Carcinoma in situ of testis					tumor	cancer	na	na
8	83	837	837.	B837.00	180	161	Carcinoma in situ of bladder		CIS	Bladder	Bladder	medr_tumor;tumor	cancer	bladder	bladder
8	8y	8y.	8y..	B8y..00	3	3	Carcinoma in situ of other and unspecified sites					tumor	cancer	na	na
8	8y	8yy	8yy0	B8yy000	29	24	Carcinoma in situ of thyroid gland					tumor	cancer	na	na
8	8y	8yy	8yy1	B8yy100	1	1	Carcinoma in situ of adrenal gland					tumor	cancer	na	na
8	8y	8yy	8yy2	B8yy200	1	1	Carcinoma in situ of parathyroid gland					tumor	cancer	na	na
8	8y	8yy	8yy3	B8yy300	1	1	Carcinoma in situ of pituitary gland					tumor	cancer	na	na
8	8y	8yy	8yyz	B8yyz00	2	2	Carcinoma in situ of other specified site NOS					tumor	cancer	na	na
8	8z	8z.	8z..	B8z..00	6	6	Carcinoma in situ NOS		CIS	na	na	tumor	cancer	na	na
9	9.	9..	9...	B9...00	8	8	Neoplasms of uncertain behaviour		Ca_bg	na	na	tumor;benign	ca_bg	na	na
9	90	900	9000	B900000	7	6	Neoplasm of uncertain behaviour of parotid gland					tumor;benign	ca_bg	na	na
9	90	900	9000	B900011	13	12	Mixed parotid tumour		Cancer	?	?	tumor	cancer	na	na
9	90	900	9002	B900200	1	1	Neoplasm of uncertain behaviour of submandibular gland					tumor;benign	ca_bg	na	na
9	90	901	901.	B901.11	2	2	Neoplasm of uncertain behaviour of oral cavity					tumor;benign	ca_bg	na	na
9	90	901	9010	B901000	1	1	Neoplasm of uncertain behaviour of lip					tumor;benign	ca_bg	na	na
9	90	901	9011	B901100	12	10	Neoplasm of uncertain behaviour of tongue					tumor;benign	ca_bg	na	na
9	90	901	9014	B901400	1	1	Neoplasm of uncertain behaviour of floor of mouth					tumor;benign	ca_bg	na	na
9	90	901	9016	B901600	3	3	Neoplasm of uncertain behaviour of palate					tumor;benign	ca_bg	na	na
9	90	902	902.	B902.00	0	0	"Neop of uncertain behaviour stomach, intestines and rectum"					tumor;stom;benign	ca_bg	stom	stom
9	90	902	9020	B902000	1	1	Neoplasm of uncertain behaviour of stomach		Ca_bg	Stomach	Stomach	tumor;stom;benign	ca_bg	stom	stom
9	90	902	9021	B902100	2	2	Neoplasm of uncertain behaviour of duodenum		Ca_bg	Small intestine	Small intestine	tumor;benign	ca_bg	na	na
9	90	902	9022	B902200	1	1	Neoplasm of uncertain behaviour of jejunum		Ca_bg	Small intestine	Small intestine	tumor;benign	ca_bg	na	na
9	90	902	9024	B902400	5	5	Neoplasm of uncertain behaviour of colon		Ca_bg	crc	colon	tumor;crc;benign	ca_bg	crc	colon
9	90	902	9025	B902500	2	2	Neoplasm of uncertain behaviour of rectum		Ca_bg	crc	rectum	tumor;benign	ca_bg	crc	rectum
9	90	902	902z	B902z00	0	0	"Neop of uncertain behaviour stomach, intestine or rectum NOS"		Ca_bg	Digestive System	na	tumor;stom;benign	ca_bg	stom	stom
9	90	903	9030	B903000	8	7	Neoplasm of uncertain behaviour of liver		Ca_bg	Liver	Liver	tumor;benign	ca_bg	na	na
9	90	903	9032	B903200	0	0	Neoplasm of uncertain behaviour of hepatic duct					tumor;liver	benign	na	na
9	90	903	9033	B903300	3	3	Neoplasm of uncertain behaviour of gall bladder					tumor;benign	ca_bg	na	na
9	90	904	9040	B904000	2	2	Neoplasm of uncertain behaviour of retroperitoneum					tumor;benign	ca_bg	na	na
9	90	904	9041	B904100	5	5	Neoplasm of uncertain behaviour of peritoneum					tumor;benign	ca_bg	na	na
9	90	905	9050	B905000	9	5	Neoplasm of uncertain behaviour of oesophagus			Oesophagus	Oesophagus	tumor;oeso;benign	ca_bg	oeso	oeso
9	90	905	9051	B905100	12	12	Neoplasm of uncertain behaviour of pancreas					tumor;benign	ca_bg	na	na
9	90	905	9052	B905200	3	3	Neoplasm of uncertain behaviour of anal canal and sphincter					tumor;benign	ca_bg	na	na
9	90	905	9053	B905300	3	1	Neoplasm of uncertain behaviour of spleen					tumor;benign	ca_bg	na	na
9	90	905	9054	B905400	35	31	Gastrointestinal stromal tumour		Cancer	?	?	tumor	cancer	na	na
9	90	906	906.	B906.00	2	2	Neoplasm of uncertain behaviour of larynx					tumor;benign	ca_bg	na	na
9	90	906	9061	B906100	1	1	Neoplasm of uncertain behaviour of cricoid cartilage					tumor;benign	ca_bg	na	na
9	90	906	9062	B906200	3	2	Neoplasm of uncertain behaviour of epiglottis					tumor;benign	ca_bg	na	na
9	90	906	9068	B906800	6	6	Neoplasm of uncertain behaviour of vocal cord					tumor;benign	ca_bg	na	na
9	90	907	907.	B907.00	0	0	"Neoplasm of uncertain behaviour trachea, bronchus and lung"		Ca_bg	?	?	tumor;lung;benign	ca_bg	lung	lung
9	90	907	9070	B907000	3	3	Neoplasm of uncertain behaviour of trachea					tumor;benign	ca_bg	na	na
9	90	907	9071	B907100	3	3	Neoplasm of uncertain behaviour of bronchus		Ca_bg	lung	lung	tumor;lung;benign	ca_bg	lung	lung
9	90	907	9072	B907200	19	19	Neoplasm of uncertain behaviour of lung		Ca_bg	lung	lung	tumor;benign	ca_bg	na	na
9	90	907	907z	B907z00	0	0	"Neop of uncertain behaviour of trachea, bronchus or lung NOS"		Ca_bg	lung	lung	tumor;lung;benign	ca_bg	lung	lung
9	90	908	9081	B908100	1	1	Neoplasm of uncertain behaviour of thymus					tumor;benign	ca_bg	na	na
9	90	908	9082	B908200	2	2	Neoplasm of uncertain behaviour of mediastinum					tumor;benign	ca_bg	na	na
9	90	90z	90z0	B90z000	1	1	Neoplasm of uncertain behaviour of nasal cavity					tumor;benign	ca_bg	na	na
9	91	91.	91..	B91..00	2	2	Neoplasm of uncertain behaviour of genitourinary organs					tumor;benign	ca_bg	na	na
9	91	911	9110	B911000	2	2	Malignant hydatidiform mole		Cancer	?	?	tumor	cancer	na	na
9	91	912	912.	B912.00	13	9	Neoplasm of uncertain behaviour of ovary		Ca_bg	ovary	ovary	tumor;benign	ca_bg	na	na
9	91	913	9130	B913000	1	1	Neoplasm of uncertain behaviour of vagina					tumor;benign	ca_bg	na	na
9	91	913	9131	B913100	9	9	Neoplasm of uncertain behaviour of vulva					tumor;benign	ca_bg	na	na
9	91	914	914.	B914.00	1	1	Neoplasm of uncertain behaviour of testis					tumor;benign	ca_bg	na	na
9	91	915	915.	B915.00	4	4	Neoplasm of uncertain behaviour of prostate		Ca_bg	prostate	prostate	tumor;benign	ca_bg	na	na
9	91	916	9160	B916000	2	2	Neoplasm of uncertain behaviour of penis					tumor;benign	ca_bg	na	na
9	91	916	9162	B916200	1	1	Neoplasm of uncertain behaviour of scrotum					tumor;benign	ca_bg	na	na
9	91	917	917.	B917.00	11	11	Neoplasm of uncertain behaviour of bladder		Ca_bg	Bladder	Bladder	tumor;benign	ca_bg	na	na
9	91	917	917.	B917.12	11	11	Transitional cell papilloma of bladder		Cancer	Bladder	Bladder	medr_tumor;tumor	cancer	bladder	bladder
9	91	91z	91z.	B91z.00	1	1	Neoplasm of uncertain behaviour of urinary organs OS/NOS					tumor;benign	ca_bg	na	na
9	91	91z	91z1	B91z100	13	13	Neoplasm of uncertain behaviour of kidney		Ca_bg	Kidney	Kidney	tumor;benign	ca_bg	na	na
9	91	91z	91z1	B91z111	19	19	Renal neoplasm of uncertain behaviour		Ca_bg	Kidney	Kidney	tumor;benign	ca_bg	na	na
9	91	91z	91z3	B91z300	3	2	Neoplasm of uncertain or unknown behaviour of renal pelvis			?	?	tumor;benign	ca_bg	na	na
9	92	920	920.	B920.00	2	2	Neop uncertain behaviour pituitary and craniopharyngeal duct					tumor;benign	ca_bg	na	na
9	92	920	9200	B920000	2	2	Neoplasm of uncertain behaviour of pituitary gland					tumor;benign	ca_bg	na	na
9	92	922	922.	B922.00	2	2	Neoplasm of uncertain behaviour of adrenal gland					tumor;benign	ca_bg	na	na
9	92	923	923.	B923.00	1	1	Neoplasm of uncertain behaviour of paraganglia					tumor;benign	ca_bg	na	na
9	92	923	9230	B923000	1	1	Neoplasm of uncertain behaviour of carotid body					tumor;benign	ca_bg	na	na
9	92	924	9240	B924000	2	1	Neoplasm of uncertain behaviour of thyroid gland					tumor;benign	ca_bg	na	na
9	92	924	9241	B924100	1	1	Neoplasm of uncertain behaviour of parathyroid gland					tumor;benign	ca_bg	na	na
9	92	925	9250	B925000	2	2	Neoplasm of uncertain behaviour of brain					tumor;benign	ca_bg	na	na
9	92	925	9251	B925100	1	1	Neoplasm of uncertain behaviour of spinal cord					tumor;benign	ca_bg	na	na
9	92	925	9252	B925200	1	1	"Neoplasm of uncertain or unknown behav brain, supratentorial"					tumor;benign	ca_bg	na	na
9	92	926	926.	B926.00	1	1	Neoplasm of uncertain behaviour of meninges					tumor;benign	ca_bg	na	na
9	92	927	927.	B927.00	10	10	Neurofibromatosis - Von Recklinghausen's disease		Benign	na	na	medr_tumor;tumor;benign	benign	na	na
9	92	928	928.	B928.00	1	1	Neopl uncert/unkn behav of periph nerves & autonom nerv sys					tumor;benign	ca_bg	na	na
9	93	931	931.	B931.00	2	2	Neop of uncertain behaviour connective and other soft tissue					tumor;benign	ca_bg	na	na
9	93	932	932.	B932.00	13	9	Neoplasm of uncertain behaviour of skin					tumor;benign	ca_bg	na	na
9	93	933	933.	B933.11	5	5	Cystosarcoma phyllodes		Cancer	na	na	tumor	cancer	na	na
9	93	934	934.	B934.00	539	380	Polycythaemia vera		Benign	na	na	tumor;benign	benign	na	na
9	93	934	934.	B934.11	49	38	Polycythaemia rubra vera		Cancer	Blood	PCV	tumor;benign	cancer	blood	PCV
9	93	934	934.	B934.12	17	14	Primary polycythaemia		Benign	na	na	tumor;benign	benign	na	na
9	93	935	935.	B935.00	1	1	Neoplasm of uncertain behaviour of histiocytic and mast cell					tumor;benign	ca_bg	na	na
9	93	935	935.	B935.12	1	1	Mastocytoma NOS		Cancer	Blood	UNS	tumor	cancer	blood	UNS
9	93	936	936.	B936.00	1	1	Neoplasm of uncertain behaviour of plasma cells					tumor;benign	ca_bg	na	na
9	93	936	936.	B936.11	1	1	Myeloma - solitary		Cancer	Blood	MM	tumor	cancer	blood	MM
9	93	937	937.	B937.12	1	1	Idiopathic thrombocythaemia		Cancer	Blood	THR	tumor	cancer	blood	THR
9	93	937	937.	B937.14	67	54	Myelodysplasia		Cancer	Blood	MDS	tumor	cancer	blood	MDS
9	93	937	9370	B937000	7	7	"Refractory anaemia without sideroblasts, so stated"		Cancer	?	?	tumor	cancer	na	na
9	93	937	9371	B937100	5	5	Refractory anaemia with sideroblasts		Cancer	Blood	SID	tumor	cancer	blood	SID
9	93	937	9372	B937200	3	3	Refractory anaemia with excess of blasts		Cancer	Blood	UNS	tumor	cancer	blood	UNS
9	93	937	9374	B937400	91	72	Essential (haemorrhagic) thrombocythaemia		Cancer	Blood	THR	tumor	cancer	blood	THR
9	93	937	9374	B937411	34	31	Primary thrombocythaemia		Cancer	Blood	THR	tumor	cancer	blood	THR
9	93	937	9375	B937500	46	43	Idiopathic thrombocythaemia		Cancer	Blood	THR	tumor	cancer	blood	THR
9	93	937	937W	B937W00	17	16	"Myelodysplastic syndrome, unspecified"		Cancer	Blood	MDS	tumor	cancer	blood	MDS
9	93	937	937W	B937W11	412	310	Myelodysplasia		Cancer	Blood	MDS	tumor	cancer	blood	MDS
9	93	937	937X	B937X00	152	121	"Refractory anaemia, unspecified"		Anc	na	na	tumor	anc	na	na
9	93	93y	93y0	B93y000	2	2	Neoplasm of uncertain behaviour of eye					tumor;benign	ca_bg	na	na
9	9z	9z.	9z..	B9z..00	2	2	Neoplasm of uncertain behaviour NOS					tumor;benign	ca_bg	na	na
A	A.	A..	A...	BA...00	1	1	Unspecified nature neoplasm		Ca_bg	na	na	tumor;benign	ca_bg	na	na
A	A0	A0.	A0..	BA0..00	61	57	Neoplasm of unspecified nature					tumor;benign	ca_bg	na	na
A	A0	A01	A01.	BA01.00	1	1	Neoplasm of unspecified nature of respiratory system					tumor;benign	ca_bg	na	na
A	A0	A02	A022	BA02200	22	17	Neoplasm of unspecified nature of skin		Ca_bg	Skin	Skin	tumor;benign	ca_bg	na	na
A	A0	A03	A03.	BA03.00	3	3	Neoplasm of unspecified nature of breast		Ca_bg	Breast	Breast	tumor;benign	ca_bg	na	na
A	A0	A04	A04.	BA04.00	36	36	Neoplasm of unspecified nature of bladder		Ca_bg	Bladder	Bladder	tumor;benign	ca_bg	na	na
A	A0	A06	A06.	BA06.00	19	16	Neoplasm of unspecified nature of brain		Ca_bg	Brain	Brain	medr_tumor;tumor;benign	ca_bg	na	na
A	A0	A07	A07.	BA07.00	1	1	"Neop unspec nature of endocrine glands, other nervous system"					tumor;benign	ca_bg	na	na
A	A0	A0y	A0y.	BA0y.00	1	1	Neoplasm of unspecified nature of other specified sites					tumor;benign	ca_bg	na	na
A	A0	A0z	A0z.	BA0z.00	2	2	Neoplasm of unspecified nature NOS					tumor;benign	ca_bg	na	na
A	Az	Az.	Az..	BAz..00	1	1	Neoplasm of unspecified nature NOS					tumor;benign	ca_bg	na	na
B	B.	B..	B...	BB...11	2	2	[M]Tumour morphology		[M] Cancer	na	na	tumor;benign	ca_bg	na	na
B	B0	B0.	B0..	BB0..00	18	17	[M]Neoplasms NOS					medr_tumor;tumor;medr_benign;benign	benign	na	na
B	B0	B00	B00.	BB00.00	8	8	"[M]Neoplasm, benign"		[M] Benign	na	na	tumor;benign	benign	na	na
B	B0	B01	B01.	BB01.00	3	3	"[M]Neoplasm, uncertain whether benign or malignant"		[M] Ca_bg	na	na	tumor;benign	ca_bg	na	na
B	B0	B02	B02.	BB02.00	42	39	"[M]Neoplasm, malignant"					tumor	morph	na	na
B	B0	B03	B03.	BB03.00	519	471	"[M]Neoplasm, metastatic"		[M] Metastases To	na	na	medr_tumor;tumor;medr_benign	morph	na	na
B	B0	B03	B03.	BB03.11	6	6	[M]Secondary neoplasm					tumor	morph	na	na
B	B0	B04	B04.	BB04.00	7	7	"[M]Neoplasm, malig, uncertain whether primary or metastatic"					tumor	morph	na	na
B	B0	B05	B05.	BB05.00	16	16	"[M]Tumour cells, benign"		[M] Benign	na	na	tumor;benign	benign	na	na
B	B0	B06	B06.	BB06.00	34	32	"[M]Tumour cells, uncertain whether benign or malignant"		[M] Ca_bg	na	na	tumor;benign	ca_bg	na	na
B	B0	B07	B07.	BB07.00	21	21	"[M]Tumour cells, malignant"					tumor	morph	na	na
B	B0	B08	B08.	BB08.00	16	16	"[M]Malignant tumour, small cell type"					tumor	morph	na	na
B	B0	B0z	B0z.	BB0z.00	8	8	[M]Unspecified tumour cell NOS					tumor	morph	na	na
B	B1	B1.	B1..	BB1..00	5	5	[M]Epithelial neoplasms NOS					tumor	morph	na	na
B	B1	B11	B11.	BB11.00	34	31	[M]Carcinoma in situ NOS		[M] CIS	na	na	tumor	morph	na	na
B	B1	B11	B11.	BB11.11	13	13	[M]Intraepithelial carcinoma NOS					tumor	morph	na	na
B	B1	B12	B12.	BB12.00	329	297	[M]Carcinoma NOS					medr_tumor;tumor;medr_benign	morph	na	na
B	B1	B13	B13.	BB13.00	429	399	"[M]Carcinoma, metastatic, NOS"		[M] Metastases To	na	na	tumor	morph	na	na
B	B1	B13	B13.	BB13.11	2	1	[M]Secondary carcinoma		[M] Metastases To	na	na	tumor	morph	na	na
B	B1	B14	B14.	BB14.00	12	12	[M]Carcinomatosis		[M] Metastases To	na	na	tumor	morph	na	na
