Read code	# records	# patients	description	internal comment	status	type	organ
B508.00	2	1	Malignant neoplasm, overlapping lesion of eye and adnexa	tumor	cancer	na	na
B510100	2	2	Malignant neoplasm of cerebral cortex	tumor	cancer	na	na
B512z00	2	2	Malignant neoplasm of temporal lobe NOS	tumor	cancer	na	na
B51y.00	2	2	Malignant neoplasm of other parts of brain	tumor	cancer	na	na
B521.00	2	2	Malignant neoplasm of cerebral meninges	tumor	cancer	na	na
B523.00	2	2	Malignant neoplasm of spinal meninges	tumor	cancer	na	na
B525.00	2	2	Malignant neoplasm of cauda equina	tumor	cancer	na	na
B541.00	2	2	Malignant neoplasm of parathyroid gland	tumor	cancer	na	na
B545000	2	1	Malignant neoplasm of glomus jugulare	tumor	cancer	na	na
B550500	2	2	Malignant neoplasm of supraclavicular fossa NOS	tumor	cancer	na	na
B55y000	2	2	Malignant neoplasm of back NOS	tumor	cancer	na	na
B561900	2	2	Secondary and unspec malig neop pulmonary lymph nodes	tumor	cancer	na	na
B563.00	2	2	Secondary and unspec malig neop axilla and upper limb LN	tumor	cancer	na	na
B563000	2	2	Secondary and unspec malig neop axillary lymph nodes	tumor	cancer	na	na
B571.00	2	2	Secondary malignant neoplasm of mediastinum	tumor	cancer	na	na
B575.00	2	2	Secondary malignant neoplasm of large intestine and rectum	tumor	cancer	crc	rectum;colon
B57y.00	2	2	Secondary malignant neoplasm of other digestive organ	tumor	cancer	na	na
B581100	2	2	Secondary malignant neoplasm of bladder	tumor	cancer	na	na
B582200	2	2	Secondary malignant neoplasm of skin of neck	tumor	cancer	na	na
B582600	2	2	Secondary malignant neoplasm of skin of breast	tumor	cancer	na	na
B583z00	2	2	Secondary malignant neoplasm of brain or spinal cord NOS	tumor	cancer	na	na
B58y300	2	2	Secondary malignant neoplasm of vagina	tumor	cancer	na	na
B59zX00	2	2	Kaposi's sarcoma, unspecified	tumor	cancer	na	na
B601z00	2	2	Lymphosarcoma NOS	tumor	cancer	na	na
B602300	2	2	Burkitt's lymphoma of intra-abdominal lymph nodes	tumor	cancer	blood	NHL
B622.00	2	2	Sezary's disease	tumor	cancer	blood	NHL
B624.00	2	2	Leukaemic reticuloendotheliosis	tumor	cancer	blood	LEU	
B627700	2	2	Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma	tumor	cancer	blood	NHL
B62y000	2	2	Malignant lymphoma NOS of unspecified site	tumor	cancer	blood	NHL
B62y700	2	2	Malignant lymphoma NOS of spleen	tumor	cancer	blood	NHL
B63z.00	2	2	Immunoproliferative neoplasm or myeloma NOS	tumor	cancer	blood	MM
B64z.00	2	2	Lymphoid leukaemia NOS	tumor	cancer	blood	LEU
B653100	2	2	Granulocytic sarcoma	tumor	cancer	na	na
B66..00	2	1	Monocytic leukaemia	tumor	cancer	blood	LEU
B6y..00	2	2	Malignant neoplasm lymphatic or haematopoietic tissue OS	tumor	cancer	blood	NHL
B7B2100	2	2	Benign neoplasm of labia minora	medr_tumor;medr_benign	ignore	na	na
B800.12	2	2	Carcinoma in situ of pharynx	tumor	cancer	na	na
B800600	2	2	Carcinoma in situ of palate	tumor	cancer	na	na
B800800	2	2	Carcinoma in situ of oropharynx	tumor	cancer	na	na
B802000	2	2	Carcinoma in situ of cardia of stomach	tumor;stom	cancer	stom	stom
B803z00	2	2	Carcinoma in situ of colon NOS	tumor;crc	cancer	crc	colon
B812100	2	2	Carcinoma in situ of main bronchus	tumor;lung	cancer	lung	lung
B812200	2	2	Carcinoma in situ of upper lobe bronchus and lung	tumor;lung	cancer	lung	lung
B823300	2	1	Carcinoma in situ of skin of cheek	tumor	cancer	na	na
B823500	2	2	Carcinoma in situ of skin of temple	tumor	cancer	na	na
B827300	2	2	Carcinoma in situ of skin of lower leg	tumor	cancer	na	na
B828500	2	2	Melanoma in situ of upper limb, including shoulder	tumor	cancer	na	na
B832.00	2	2	Carcinoma in situ of other and unspecified parts of uterus	tumor	cancer	uterus	uterus
B833100	2	1	Carcinoma in situ of fallopian tube	tumor	cancer	na	na
B833700	2	2	Vaginal intraepithelial neoplasia grade 1	tumor	cancer	na	na
B833900	2	2	Vaginal intraepithelial neoplasia grade 3	tumor	cancer	na	na
B8yyz00	2	2	Carcinoma in situ of other specified site NOS	tumor	cancer	na	na
B901.11	2	2	Neoplasm of uncertain behaviour of oral cavity	tumor;benign	ca_bg	na	na
B902100	2	2	Neoplasm of uncertain behaviour of duodenum	tumor;benign	ca_bg	na	na
B902500	2	2	Neoplasm of uncertain behaviour of rectum	tumor;benign	ca_bg	crc	rectum
B904000	2	2	Neoplasm of uncertain behaviour of retroperitoneum	tumor;benign	ca_bg	na	na
B906.00	2	2	Neoplasm of uncertain behaviour of larynx	tumor;benign	ca_bg	na	na
B908200	2	2	Neoplasm of uncertain behaviour of mediastinum	tumor;benign	ca_bg	na	na
B91..00	2	2	Neoplasm of uncertain behaviour of genitourinary organs	tumor;benign	ca_bg	na	na
B911000	2	2	Malignant hydatidiform mole	tumor	cancer	na	na
B916000	2	2	Neoplasm of uncertain behaviour of penis	tumor;benign	ca_bg	na	na
B920.00	2	2	Neop uncertain behaviour pituitary and craniopharyngeal duct	tumor;benign	ca_bg	na	na
B920000	2	2	Neoplasm of uncertain behaviour of pituitary gland	tumor;benign	ca_bg	na	na
B922.00	2	2	Neoplasm of uncertain behaviour of adrenal gland	tumor;benign	ca_bg	na	na
B924000	2	1	Neoplasm of uncertain behaviour of thyroid gland	tumor;benign	ca_bg	na	na
B925000	2	2	Neoplasm of uncertain behaviour of brain	tumor;benign	ca_bg	na	na
B931.00	2	2	Neop of uncertain behaviour connective and other soft tissue	tumor;benign	ca_bg	na	na
B93y000	2	2	Neoplasm of uncertain behaviour of eye	tumor;benign	ca_bg	na	na
B9z..00	2	2	Neoplasm of uncertain behaviour NOS	tumor;benign	ca_bg	na	na
BA0z.00	2	2	Neoplasm of unspecified nature NOS	tumor;benign	ca_bg	na	na
BB...11	2	2	[M]Tumour morphology	tumor;benign	ca_bg	na	na
BB13.11	2	1	[M]Secondary carcinoma	tumor	morph	na	na
BB1M.00	2	2	[M]Small cell carcinoma, intermediate cell	tumor	morph	na	na
BB21.00	2	2	[M]Papillary carcinoma in situ	tumor	morph	na	na
BB25.11	2	2	[M]Dyskeratotic papilloma	tumor;benign	benign	na	na
BB2J.00	2	2	[M]Squamous cell carcinoma, microinvasive	tumor	morph	na	na
BB32.00	2	2	[M]Multicentric basal cell carcinoma	tumor	morph	na	na
BB40.00	2	2	[M]Transitional cell papilloma NOS	tumor;benign	morph	na	na
BB44.00	2	2	[M]Schneiderian papilloma	tumor;benign	benign	na	na
BB50000	2	2	[M]Microcystic adenoma	tumor;benign	benign	na	na
BB52000	2	2	[M]Adenocarcinoma in tubulovillous adenoma	tumor	morph	na	na
BB59.00	2	2	[M]Monomorphic adenoma	tumor;benign	benign	na	na
BB5K.00	2	2	[M]Cribriform carcinoma	tumor	cancer	na	na
BB5N011	2	2	[M]Adenomatosis NOS	tumor	morph	na	na
BB5R611	2	1	[M]Goblet cell tumour	tumor	cancer	na	na
BB5R800	2	2	[M]Adenocarcinoid tumour	tumor	morph	na	na
BB5S100	2	2	[M]Bronchial adenoma NOS	tumor	cancer	na	na
BB5U312	2	2	[M]Villoglandular adenoma	tumor	morph	na	na
BB5W012	2	2	[M]Oncocytic adenoma	tumor	morph	na	na
BB5a012	2	2	[M]Hypernephroma	tumor	cancer	na	na
BB5fz00	2	2	[M]Thyroid adenoma or adenocarcinoma NOS	tumor	cancer	na	na
BB5j000	2	2	[M]Endometrioid adenoma NOS	tumor	cancer	na	na
BB84.00	2	1	[M]Mucin-producing adenocarcinoma	tumor	morph	na	na
BB85.00	2	2	[M]Signet ring carcinoma	tumor	cancer	na	na
BB9B.11	2	1	[M]C cell carcinoma	tumor	morph	na	na
BB9H.00	2	2	[M]Inflammatory carcinoma	tumor	morph	na	na
BBB1.11	2	2	[M]Warthin's tumour	tumor	benign	na	na
BBC1000	2	2	[M]Thecoma NOS	tumor	cancer	na	na
BBDD.00	2	2	[M]Glomangioma	tumor	cancer	na	na
BBG2.11	2	2	[M]Myxofibroma NOS	medr_tumor;medr_benign	ignore	na	na
BBGK.13	2	2	[M]Sclerosing haemangioma	tumor	cancer	na	na
BBK0012	2	2	[M]Fibromyoma	tumor	morph	na	na
BBK0311	2	1	[M]Leiomyoblastoma	tumor	cancer	na	na
BBK3800	2	2	[M]Smooth muscle tumour NOS	tumor	morph	na	na
BBL7111	2	2	[M]Adenosarcoma	tumor	morph	na	na
BBLH.00	2	2	[M]Rhabdoid sarcoma	tumor	cancer	na	na
BBLJ.00	2	2	[M]Clear cell sarcoma of kidney	tumor	cancer	na	na
BBN1.00	2	2	[M]Synovial sarcoma NOS	tumor	morph	na	na
BBN1.11	2	1	[M]Synovioma NOS	tumor	morph	na	na
BBR1.13	2	2	[M]Invasive mole NOS	tumor	morph	na	na
BBTA.00	2	2	[M]Kaposi's sarcoma	tumor	cancer	na	na
BBV7.00	2	2	[M]Osteoid osteoma NOS	tumor	cancer	na	na
BBV8.11	2	2	[M]Giant osteoid osteoma	tumor	cancer	na	na
BBW..00	2	2	[M]Chondromatous neoplasms	tumor	morph	na	na
BBW1.00	2	2	[M]Osteochondromatosis NOS	tumor	cancer	na	na
BBWA.00	2	1	[M]Chondromyxoid fibroma	tumor	cancer	na	na
BBZL.00	2	2	[M]Odontogenic fibroma NOS	tumor	cancer	na	na
BBaz.00	2	2	[M]Miscellaneous tumour NOS	tumor	anc	na	na
BBb3.13	2	2	[M]Subependymoma	tumor	cancer	na	na
BBb5.00	2	2	[M]Choroid plexus papilloma NOS	tumor	cancer	na	na
BBbB.11	2	2	[M]Astrocytic glioma	tumor	cancer	na	na
BBcC.11	2	2	[M]Olfactory neuroblastoma	tumor	cancer	na	na
BBr2300	2	2	[M]Chronic lymphoid leukaemia	tumor	cancer	blood	CLL
BBrA700	2	2	[M]Acute myelofibrosis	tumor	cancer	blood	UNS
BBs0.11	2	2	[M]Polycythaemia rubra vera	tumor	cancer	blood	PV
Byu5.00	2	2	[X]Malignant neoplasm of mesothelial and soft tissue	tumor	cancer	na	na
Byu5100	2	2	[X]Mesothelioma, unspecified	tumor	cancer	na	na
Byu5900	2	2	[X]Malignant neoplasm/connective + soft tissue,unspecified	tumor	cancer	na	na
ByuB100	2	2	[X]Malignant neoplasm of endocrine gland, unspecified	tumor	cancer	na	na
ByuD000	2	2	[X]Other Hodgkin's disease	tumor	cancer	blood	HODG
ByuD500	2	2	[X]Other lymphoid leukaemia	tumor	cancer	blood	LEU
ByuDE00	2	1	[X]Unspecified B-cell non-Hodgkin's lymphoma	tumor	cancer	blood	NHL
ByuE.00	2	2	[X]Malignant neoplasms/independent (primary) multiple sites	tumor	cancer	na	na
ByuFF00	2	2	[X]Melanoma in situ, unspecified	tumor	cancer	na	na
BBY2.00	2	2	[M]Ossifying fibroma	medr_tumor;tumor;medr_benign	benign	na	na
4M2..00	1	1	Lymphoma staging system	tumor	anc	na	na
4M23.00	1	1	Lymphoma stage IV	tumor	anc	na	na
4M5..00	1	1	TNM tumour staging	tumor	anc	na	na
B00..11	1	1	Carcinoma of lip	tumor	cancer	na	na
B001z00	1	1	Malignant neoplasm of lower lip, vermilion border NOS	tumor	cancer	na	na
B003z00	1	1	Malignant neoplasm of lower lip, inner aspect NOS	tumor	cancer	na	na
B007.00	1	1	Malignant neoplasm of lip, unspecified	tumor	cancer	na	na
B010000	1	1	Malignant neoplasm of base of tongue dorsal surface	tumor	cancer	na	na
B011.00	1	1	Malignant neoplasm of dorsal surface of tongue	tumor	cancer	na	na
B013.00	1	1	Malignant neoplasm of ventral surface of tongue	tumor	cancer	na	na
B013000	1	1	Malignant neoplasm of anterior 2/3 of tongue ventral surface	tumor	cancer	na	na
B01y.00	1	1	Malignant neoplasm of other sites of tongue	tumor	cancer	na	na
B022.00	1	1	Malignant neoplasm of sublingual gland	tumor	cancer	na	na
B041.00	1	1	Malignant neoplasm of lateral portion of floor of mouth	tumor	cancer	na	na
B042.00	1	1	Malignant neoplasm, overlapping lesion of floor of mouth	tumor	cancer	na	na
B051.00	1	1	Malignant neoplasm of vestibule of mouth	tumor	cancer	na	na
B051100	1	1	Malignant neoplasm of lower buccal sulcus	tumor	cancer	na	na
B055100	1	1	Malignant neoplasm of roof of mouth	tumor	cancer	na	na
B055z00	1	1	Malignant neoplasm of palate NOS	tumor	cancer	na	na
B062100	1	1	Malignant neoplasm of glossopalatine fold	tumor	cancer	na	na
B063.00	1	1	Malignant neoplasm of vallecula	tumor	cancer	na	na
B064000	1	1	Malignant neoplasm of epiglottis, free border	tumor	cancer	na	na
B06yz00	1	1	Malignant neoplasm of other specified site of oropharynx NOS	tumor	cancer	na	na
B071000	1	1	Malignant neoplasm of adenoid	tumor	cancer	na	na
B07z.00	1	1	Malignant neoplasm of nasopharynx NOS	tumor	cancer	na	na
B082.00	1	1	Malignant neoplasm aryepiglottic fold, hypopharyngeal aspect	tumor	cancer	na	na
B08y.00	1	1	Malignant neoplasm of other specified hypopharyngeal site	tumor	cancer	na	na
B110111	1	1	Malignant neoplasm of gastro-oesophageal junction	tumor;stom	cancer	stom	stom
B111z00	1	1	Malignant neoplasm of pylorus of stomach NOS	tumor;stom	cancer	stom	stom
B139.00	1	1	Hereditary nonpolyposis colon cancer	tumor;crc	cancer	crc	colon
B14z.00	1	1	Malignant neoplasm rectum,rectosigmoid junction and anus NOS	tumor	cancer	crc	rectum
B150z00	1	1	Primary malignant neoplasm of liver NOS	tumor;liver	cancer	liver	liver
B16y.00	1	1	Malignant neoplasm other gallbladder/extrahepatic bile duct	tumor	cancer	na	na
B17yz00	1	1	Malignant neoplasm of specified site of pancreas NOS	tumor	cancer	pancreas	pancreas
B180200	1	1	Malignant neoplasm of retrocaecal tissue	tumor	cancer	na	na
B180z00	1	1	Malignant neoplasm of retroperitoneum NOS	tumor	cancer	na	na
B18y000	1	1	Malignant neoplasm of mesocolon	tumor;crc	cancer	crc	colon
B18y700	1	1	Malignant neoplasm of mesentery	tumor	cancer	na	na
B1z2.00	1	1	Malignant neoplasm, overlapping lesion of digestive system	tumor	cancer	na	na
B200z00	1	1	Malignant neoplasm of nasal cavities NOS	tumor	cancer	na	na
B203.00	1	1	Malignant neoplasm of ethmoid sinus	tumor	cancer	na	na
B206.00	1	1	Malignant neoplasm, overlapping lesion of accessory sinuses	tumor	cancer	na	na
B212.00	1	1	Malignant neoplasm of subglottis	tumor	cancer	na	na
B213.00	1	1	Malignant neoplasm of laryngeal cartilage	tumor	cancer	na	na
B23y.00	1	1	Malignant neoplasm of other specified pleura	tumor	cancer	na	na
B241.00	1	1	Malignant neoplasm of heart	tumor	cancer	na	na
B2zy.00	1	1	Malignant neoplasm of other site of respiratory tract	tumor	cancer	na	na
B300.00	1	1	Malignant neoplasm of bones of skull and face	tumor	cancer	na	na
B300A00	1	1	Malignant neoplasm of maxilla	tumor	cancer	na	na
B302.00	1	1	Malignant neoplasm of vertebral column	tumor	cancer	na	na
B302z00	1	1	Malignant neoplasm of vertebral column NOS	tumor	cancer	na	na
B303100	1	1	Malignant neoplasm of sternum	tumor	cancer	na	na
B303200	1	1	Malignant neoplasm of clavicle	tumor	cancer	na	na
B304000	1	1	Malignant neoplasm of scapula	tumor	cancer	na	na
B306000	1	1	Malignant neoplasm of ilium	tumor	cancer	na	na
B306300	1	1	Malignant neoplasm of sacral vertebra	tumor	cancer	na	na
B306400	1	1	Malignant neoplasm of coccygeal vertebra	tumor	cancer	na	na
B306500	1	1	Malignant sacral teratoma	tumor	cancer	na	na
B310.00	1	1	Malig neop of connective and soft tissue head, face and neck	tumor	cancer	na	na
B311.00	1	1	Malig neop connective and soft tissue upper limb/shoulder	tumor	cancer	na	na
B311000	1	1	Malignant neoplasm of connective and soft tissue of shoulder	tumor	cancer	na	na
B311200	1	1	Malignant neoplasm of connective and soft tissue of fore-arm	tumor	cancer	na	na
B311300	1	1	Malignant neoplasm of connective and soft tissue of hand	tumor	cancer	na	na
B313.00	1	1	Malignant neoplasm of connective and soft tissue of thorax	tumor	cancer	na	na
B313000	1	1	Malignant neoplasm of connective and soft tissue of axilla	tumor	cancer	na	na
B313100	1	1	Malignant neoplasm of diaphragm	tumor	cancer	na	na
B314.00	1	1	Malignant neoplasm of connective and soft tissue of abdomen	tumor	cancer	na	na
B315100	1	1	Malig neop of connective and soft tissue of inguinal region	tumor	cancer	na	na
B31y.00	1	1	Malig neop connective and soft tissue other specified site	tumor	cancer	na	na
B321.00	1	1	Malignant melanoma of eyelid including canthus	tumor	cancer	na	na
B322.00	1	1	Malignant melanoma of ear and external auricular canal	tumor	cancer	na	na
B322100	1	1	Malignant melanoma of external auditory meatus	tumor	cancer	na	na
B323.00	1	1	Malignant melanoma of other and unspecified parts of face	tumor	cancer	na	na
B323000	1	1	Malignant melanoma of external surface of cheek	tumor	cancer	na	na
B323100	1	1	Malignant melanoma of chin	tumor	cancer	na	na
B323500	1	1	Malignant melanoma of temple	tumor	cancer	na	na
B324100	1	1	Malignant melanoma of neck	tumor	cancer	na	na
B325800	1	1	Malignant melanoma of chest wall	tumor	cancer	na	na
B325z00	1	1	Malignant melanoma of trunk, excluding scrotum, NOS	tumor	cancer	na	na
B326400	1	1	Malignant melanoma of finger	tumor	cancer	na	na
B326z00	1	1	Malignant melanoma of upper limb or shoulder NOS	tumor	cancer	na	na
B327900	1	1	Malignant melanoma of great toe	tumor	cancer	na	na
B32y.00	1	1	Malignant melanoma of other specified skin site	tumor	cancer	na	na
B33..15	1	1	Malignant neoplasm of sweat gland	tumor	cancer	na	na
B331100	1	1	Malignant neoplasm of upper eyelid	tumor	cancer	na	na
B332100	1	1	Malignant neoplasm of skin of external auditory meatus	tumor	cancer	na	na
B333100	1	1	Malignant neoplasm of skin of chin	tumor	cancer	na	na
B334.00	1	1	Malignant neoplasm of scalp and skin of neck	tumor	cancer	na	na
B335.00	1	1	Malignant neoplasm of skin of trunk, excluding scrotum	tumor	cancer	na	na
B335300	1	1	Malignant neoplasm of skin of abdominal wall	tumor	cancer	na	na
B335500	1	1	Malignant neoplasm of skin of groin	tumor	cancer	na	na
B335900	1	1	Malignant neoplasm of perianal skin	tumor	cancer	na	na
B336.00	1	1	Malignant neoplasm of skin of upper limb and shoulder	tumor	cancer	na	na
B336100	1	1	Malignant neoplasm of skin of upper arm	tumor	cancer	na	na
B336z00	1	1	Malignant neoplasm of skin of upper limb or shoulder NOS	tumor	cancer	na	na
B337500	1	1	Malignant neoplasm of skin of ankle	tumor	cancer	na	na
B346.00	1	1	Malignant neoplasm of axillary tail of female breast	tumor	cancer	breast	breast
B347.00	1	1	Malignant neoplasm, overlapping lesion of breast	tumor	cancer	breast	breast
B35z.00	1	1	Malignant neoplasm of other site of male breast	tumor	cancer	breast	breast
B411.00	1	1	Malignant neoplasm of exocervix	tumor	cancer	na	na
B412.00	1	1	Malignant neoplasm, overlapping lesion of cervix uteri	tumor	cancer	na	na
B41y000	1	1	Malignant neoplasm of cervical stump	tumor	cancer	na	na
B420.00	1	1	Choriocarcinoma	tumor	cancer	na	na
B430.00	1	1	Malignant neoplasm of corpus uteri, excluding isthmus	tumor	cancer	uterus	uterus
B431000	1	1	Malignant neoplasm of lower uterine segment	tumor	cancer	uterus	uterus
B431z00	1	1	Malignant neoplasm of isthmus of uterine body NOS	tumor	cancer	uterus	uterus
B44y.00	1	1	Malignant neoplasm of other site of uterine adnexa	tumor	cancer	na	na
B451000	1	1	Malignant neoplasm of greater vestibular (Bartholin's) gland	tumor	cancer	na	na
B452.00	1	1	Malignant neoplasm of labia minora	tumor	cancer	na	na
B454.11	1	1	Primary vulval cancer	tumor	cancer	na	na
B45X.00	1	1	Malignant neoplasm/overlapping lesion/feml genital organs	tumor	cancer	na	na
B470200	1	1	Seminoma of undescended testis	tumor	cancer	na	na
B484.00	1	1	Malignant neoplasm of epididymis	tumor	cancer	na	na
B486.00	1	1	Malignant neoplasm of scrotum	tumor	cancer	na	na
B48yz00	1	1	Malignant neoplasm of other male genital organ NOS	tumor	cancer	na	na
B49y000	1	1	Malignant neoplasm, overlapping lesion of bladder	tumor	cancer	bladder	bladder
B500z00	1	1	Malignant neoplasm of eyeball NOS	tumor	cancer	na	na
B504.00	1	1	Malignant neoplasm of cornea	tumor	cancer	na	na
B507000	1	1	Malignant neoplasm of lacrimal sac	tumor	cancer	na	na
B50y.00	1	1	Malignant neoplasm of other specified site of eye	tumor	cancer	na	na
B510.00	1	1	Malignant neoplasm cerebrum (excluding lobes and ventricles)	tumor	cancer	na	na
B510z00	1	1	Malignant neoplasm of cerebrum NOS	tumor	cancer	na	na
B52..00	1	1	Malig neop of other and unspecified parts of nervous system	tumor	cancer	na	na
B520000	1	1	Malignant neoplasm of olfactory bulb	tumor	cancer	na	na
B520200	1	1	Malignant neoplasm of acoustic nerve	tumor	cancer	na	na
B524200	1	1	Malignant neoplasm of peripheral nerve of low limb, incl hip	tumor	cancer	na	na
B524500	1	1	Malignant neoplasm of peripheral nerve of pelvis	tumor	cancer	na	na
B54..00	1	1	Malig neop of other endocrine glands and related structures	tumor	cancer	na	na
B540z00	1	1	Malignant neoplasm of adrenal gland NOS	tumor	cancer	na	na
B542.00	1	1	Malignant neoplasm pituitary gland and craniopharyngeal duct	tumor	cancer	na	na
B545100	1	1	Malignant neoplasm of aortic body	tumor	cancer	na	na
B54y.00	1	1	Malignant neoplasm of other specified endocrine gland	tumor	cancer	na	na
B54z.00	1	1	Malig neop of endocrine gland or related structure NOS	tumor	cancer	na	na
B551000	1	1	Malignant neoplasm of axilla NOS	tumor	cancer	na	na
B551200	1	1	Malignant neoplasm of intrathoracic site NOS	tumor	cancer	na	na
B551z00	1	1	Malignant neoplasm of thorax NOS	tumor	cancer	na	na
B553000	1	1	Malignant neoplasm of inguinal region NOS	tumor	cancer	na	na
B553z00	1	1	Malignant neoplasm of pelvis NOS	tumor	cancer	na	na
B560000	1	1	Secondary and unspec malig neop of superficial parotid LN	tumor	cancer	na	na
B560100	1	1	Secondary and unspec malignant neoplasm mastoid lymph nodes	tumor	cancer	na	na
B560200	1	1	Secondary and unspec malig neop superficial cervical LN	tumor	cancer	na	na
B560300	1	1	Secondary and unspec malignant neoplasm occipital lymph node	tumor	cancer	na	na
B560900	1	1	Secondary and unspec malig neop deep cervical LN	tumor	cancer	na	na
B560z00	1	1	Secondary unspec malig neop lymph nodes head/face/neck NOS	tumor	cancer	na	na
B561.00	1	1	Secondary and unspec malig neop intrathoracic lymph nodes	tumor	cancer	na	na
B561200	1	1	Secondary and unspec malig neop diaphragmatic lymph nodes	tumor	cancer	na	na
B561300	1	1	Secondary and unspec malig neop ant mediastinal lymph nodes	tumor	cancer	na	na
B561500	1	1	Secondary and unspec malig neop paratracheal lymph nodes	tumor	cancer	na	na
B561800	1	1	Secondary and unspec malig neop bronchopulmonary lymph nodes	tumor	cancer	na	na
B561z00	1	1	Secondary and unspec malig neop intrathoracic LN NOS	tumor	cancer	na	na
B562100	1	1	Secondary and unspec malig neop superficial mesenteric LN	tumor	cancer	na	na
B564000	1	1	Secondary and unspec malig neop superficial inguinal LN	tumor	cancer	na	na
B564z00	1	1	Secondary and unspec malig neop of inguinal and leg LN NOS	tumor	cancer	na	na
B57..12	1	1	Secondary carcinoma of respiratory and/or digestive systems	tumor	cancer	na	na
B575100	1	1	Secondary malignant neoplasm of rectum	tumor	cancer	crc	rectum
B575z00	1	1	Secondary malig neop of large intestine or rectum NOS	tumor	cancer	crc	rectum;colon
B576z00	1	1	Secondary malig neop of retroperitoneum or peritoneum NOS	tumor	cancer	na	na
B582000	1	1	Secondary malignant neoplasm of skin of head	tumor	cancer	na	na
B582z00	1	1	Secondary malignant neoplasm of skin NOS	tumor	cancer	na	na
B586.00	1	1	Secondary malignant neoplasm of ovary	tumor	cancer	na	na
B58y200	1	1	Secondary malignant neoplasm of cervix uteri	tumor	cancer	na	na
B601.00	1	1	Lymphosarcoma	tumor	cancer	na	na
B613.00	1	1	Hodgkin's disease, lymphocytic-histiocytic predominance	tumor	cancer	blood	HODG
B616700	1	1	Hodgkin's disease, lymphocytic depletion of spleen	tumor	cancer	blood	HODG
B61z100	1	1	Hodgkin's disease NOS of lymph nodes of head, face and neck	tumor	cancer	blood	HODG
B61z200	1	1	Hodgkin's disease NOS of intrathoracic lymph nodes	tumor	cancer	blood	HODG
B61z800	1	1	Hodgkin's disease NOS of lymph nodes of multiple sites	tumor	cancer	blood	HODG
B620100	1	1	Nodular lymphoma of lymph nodes of head, face and neck	tumor	cancer	blood	NHL
B621z00	1	1	Mycosis fungoides NOS	tumor	cancer	blood	NHL
B625.11	1	1	Histiocytosis X (acute, progressive)	tumor	cancer	blood	UNS
B627.11	1	1	Non-Hodgkin lymphoma	tumor	cancer	blood	NHL
B62x000	1	1	T-zone lymphoma	tumor	cancer	blood	NHL
B62y200	1	1	Malignant lymphoma NOS of intrathoracic lymph nodes	tumor	cancer	blood	NHL
B62y400	1	1	Malignant lymphoma NOS of lymph nodes of axilla and arm	tumor	cancer	blood	NHL
B62y500	1	1	Malignant lymphoma NOS of lymph node inguinal region and leg	tumor	cancer	blood	NHL
B62y600	1	1	Malignant lymphoma NOS of intrapelvic lymph nodes	tumor	cancer	blood	NHL
B62y800	1	1	Malignant lymphoma NOS of lymph nodes of multiple sites	tumor	cancer	blood	NHL
B62z.00	1	1	Malignant neoplasms of lymphoid and histiocytic tissue NOS	tumor	cancer	blood	NHL
B62z100	1	1	Unspec malig neop lymphoid/histiocytic lymph node head/neck	tumor	cancer	blood	NHL
B62z500	1	1	Unspec malig neop lymphoid/histiocytic nodes inguinal/leg	tumor	cancer	blood	NHL
B64y200	1	1	Adult T-cell leukaemia	tumor	cancer	blood	LEU
B64yz00	1	1	Other lymphoid leukaemia NOS	tumor	cancer	blood	LEU
B651200	1	1	Chronic neutrophilic leukaemia	tumor	cancer	blood	LEU
B651z00	1	1	Chronic myeloid leukaemia NOS	tumor	cancer	blood	CML
B653.00	1	1	Myeloid sarcoma	tumor	cancer	na	na
B65y.00	1	1	Other myeloid leukaemia	tumor	cancer	blood	LEU
B65z.00	1	1	Myeloid leukaemia NOS	tumor	cancer	blood	LEU
B67..00	1	1	Other specified leukaemia	tumor	cancer	blood	LEU
B670.00	1	1	Acute erythraemia and erythroleukaemia	tumor	cancer	blood	LEU
B67yz00	1	1	Other and unspecified leukaemia NOS	tumor	cancer	blood	LEU
B67z.00	1	1	Other specified leukaemia NOS	tumor	cancer	blood	LEU
B76B.00	1	1	Xanthogranuloma	medr_tumor;medr_benign	ignore	na	na
B7J0111	1	1	Skin haemangioma	medr_tumor;medr_benign	ignore	na	na
B8...13	1	1	Queyrats's erythroplasia	tumor	cancer	na	na
B800000	1	1	Carcinoma in situ of lip	tumor	cancer	na	na
B801z00	1	1	Carcinoma in situ of oesophagus NOS	tumor;oeso	cancer	oeso	oeso
B802z00	1	1	Carcinoma in situ of stomach NOS	tumor;stom	cancer	stom	stom
B804.00	1	1	Carcinoma in situ of rectum and rectosigmoid junction	tumor	cancer	crc	rectum;colon
B805.00	1	1	Carcinoma in situ of anal canal	tumor	cancer	na	na
B807100	1	1	Carcinoma in situ of jejunum	tumor	cancer	na	na
B808.11	1	1	Carcinoma in situ of biliary system	tumor	cancer	na	na
B808500	1	1	Carcinoma in situ of common bile duct	tumor	cancer	na	na
B808z00	1	1	Carcinoma in situ of liver or biliary system NOS	tumor	cancer	liver	liver
B81..00	1	1	Carcinoma in situ of respiratory system	tumor	cancer	na	na
B810000	1	1	Carcinoma in situ of thyroid cartilage	tumor	cancer	na	na
B810200	1	1	Carcinoma in situ of epiglottis	tumor	cancer	na	na
