Read0	Read1	Read3	Read4	Read code	description	internal comment 2016	status 2016	type 2016	organ 2016	internal comment 2015	status 2015	type 2015	organ 2015	read_code	medical_freq	ahd_freq
6	64	640	640	B640.00	Acute lymphoid leukaemia		Cancer	Blood	ALL	tumor	cancer	blood	ALL	B640.00	2417	24
6	64	641	641	B641.00	Chronic lymphoid leukaemia		Cancer	Blood	CLL	medr_tumor;tumor	cancer	blood	CLL	B641.00	14713	167
6	64	641	641	B641.11	Chronic lymphatic leukaemia		Cancer	Blood	CLL	tumor	cancer	blood	CLL	B641.11	688	9
6	64	64y	64y1	B64y100	Prolymphocytic leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU	B64y100	89	
6	64	64y	64y2	B64y200	Adult T-cell leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU	B64y200	44	1
6	64	64y	64yz	B64yz00	Other lymphoid leukaemia NOS		Cancer	Blood	LEU	tumor	cancer	blood	LEU	B64yz00	17	
6	64	64z	64z.	B64z.00	Lymphoid leukaemia NOS		Cancer	Blood	LEU	tumor	cancer	blood	LEU	B64z.00	48	2
6	65	65	65..	B65..00	Myeloid leukaemia		Cancer	Blood	LEU	medr_tumor;tumor	cancer	blood	ML	B65..00	1774	115
6	65	650	650	B650.00	Acute myeloid leukaemia		Cancer	Blood	AML	medr_tumor;tumor	cancer	blood	AML	B650.00	5393	244
6	65	651	651	B651.00	Chronic myeloid leukaemia		Cancer	Blood	CML	medr_tumor;tumor	cancer	blood	CML	B651.00	2852	28
6	65	651	6512	B651200	Chronic neutrophilic leukaemia					tumor	cancer	blood	LEU	B651200	2	
6	65	651	651z	B651z00	Chronic myeloid leukaemia NOS					tumor	cancer	blood	CML	B651z00	75	1
6	65	653	653	B653.00	Myeloid sarcoma					tumor	cancer	na	na	B653.00	9	
6	65	653	6531	B653100	Granulocytic sarcoma					tumor	cancer	na	na	B653100	16	
6	65	65y	65y.	B65y.00	Other myeloid leukaemia					tumor	cancer	blood	LEU	B65y.00	1	
6	65	65y	65y1	B65y100	Acute promyelocytic leukaemia		Cancer	Blood	AML	tumor	cancer	blood	AML	B65y100	214	1
6	65	65z	65z.	B65z.00	Myeloid leukaemia NOS					tumor	cancer	blood	LEU	B65z.00	28	
6	66	66	66..	B66..00	Monocytic leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU	B66..00	34	1
6	66	661	661	B661.00	Chronic monocytic leukaemia					tumor	cancer	blood	LEU	B661.00	103	2
6	67	67	67..	B67..00	Other specified leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU	B67..00	173	2
6	67	670	670	B670.00	Acute erythraemia and erythroleukaemia					tumor	cancer	blood	LEU	B670.00	40	
6	67	675	675	B675.00	Acute myelofibrosis		Cancer	Blood	na	tumor	cancer	na	na	B675.00	313	10
6	67	67y	67yz	B67yz00	Other and unspecified leukaemia NOS					tumor	cancer	blood	LEU	B67yz00	1	
6	67	67z	67z.	B67z.00	Other specified leukaemia NOS					tumor	cancer	blood	LEU	B67z.00	48	
6	68	68	68..	B68..00	Leukaemia of unspecified cell type		Cancer	Blood	LEU	medr_tumor;tumor	cancer	blood	LEU	B68..00	415	14
6	68	680	680	B680.00	Acute leukaemia NOS					tumor	cancer	blood	LEU	B680.00	591	5
6	68	681	681	B681.00	Chronic leukaemia NOS					tumor	cancer	blood	LEU	B681.00	321	2
6	68	68z	68z.	B68z.00	Leukaemia NOS					tumor	cancer	blood	LEU	B68z.00	2455	13
6	69	69	69..	B69..00	Myelomonocytic leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU	B69..00	192	5
6	69	691	691	B691.00	Chronic myelomonocytic leukaemia		Cancer	Blood	CML	tumor	cancer	blood	CML	B691.00	464	15
6	6y	6y.	6y..	B6y..00	Malignant neoplasm lymphatic or haematopoietic tissue OS		Cancer	Blood	na	tumor	cancer	blood	NHL	B6y..00	26	
6	6y	6y0	6y0.	B6y0.00	Myeloproliferative disorder		Cancer	Blood	na	tumor	cancer	blood	UNS	B6y0.00	2984	28
6	6y	6y0	6y0.	B6y0.11	Myeloproliferative disease		Cancer	Blood	na	tumor	cancer	blood	UNS	B6y0.11	914	9
6	6z	6z.	6z..	B6z..00	Malignant neoplasm lymphatic or haematopoietic tissue NOS		Cancer	Blood	na	tumor	cancer	blood	NHL	B6z..00	524	
7	7	7..	7...	B7...00	Benign neoplasms		Benign	na	na	ido added sep/2016				B7...00	3642	1
7	71	713	713	B713.11	Colon polyp					medr_tumor;medr_benign	ignore	na	na	B713.11	16719	5
7	71	715	7154	B715400	Benign neoplasm of hepatic duct					tumor;liver;benign	ignore	na	na	B715400	2	
7	73	73	73..	B73..12	Osteoma					medr_tumor;medr_benign	benign	na	na	B73..12	3841	
7	74	74	74..	B74..00	Lipoma					medr_tumor;medr_benign	ignore	na	na	B74..00	232054	80
7	74	741	7419	B741900	Lipoma of abdominal wall					medr_tumor;medr_benign	ignore	na	na	B741900	519	
7	74	741	741E	B741E00	Lipoma of thigh					medr_tumor;medr_benign	benign	na	na	B741E00	453	
7	76	76	76..	B76..00	Benign neoplasm of skin					medr_tumor;medr_benign	ignore	na	na	B76..00	65404	4
7	76	76	76..	B76..11	Benign naevus of skin					medr_tumor;medr_benign	ignore	na	na	B76..11	58635	15
7	76	76	76..	B76..13	Dermatofibroma					medr_tumor;medr_benign	ignore	na	na	B76..13	57078	71
7	76	76	76..	B76..14	Mole of skin					medr_tumor;medr_benign	ignore	na	na	B76..14	765707	499
7	76	76	76..	B76..15	Papilloma of skin					medr_tumor;medr_benign	ignore	na	na	B76..15	97456	44
7	76	76	76..	B76..16	Pigmented naevus					medr_tumor;medr_benign	ignore	na	na	B76..16	32037	24
7	76	768	768	B768.00	Melanocytic naevi of skin					medr_tumor;medr_benign	ignore	na	na	B768.00	25288	2
7	76	768	768X	B768X00	"Melanocytic naevi, unspecified"					medr_tumor;medr_benign	ignore	na	na	B768X00	548	
7	76	76B	76B.	B76B.00	Xanthogranuloma					medr_tumor;medr_benign	ignore	na	na	B76B.00	639	
7	77	77	77..	B77..11	Fibroadenoma of breast					medr_tumor;medr_benign	ignore	na	na	B77..11	53937	12
7	78	78	78..	B78..00	Uterine leiomyoma - fibroids					medr_tumor;medr_benign	ignore	na	na	B78..00	41537	26
7	78	78	78..	B78..11	Fibroids					medr_tumor;medr_benign	ignore	na	na	B78..11	64339	17
7	7B	7B2	7B21	B7B2100	Benign neoplasm of labia minora					medr_tumor;medr_benign	ignore	na	na	B7B2100	45	
7	7F	7Fy	7Fy1	B7Fy100	Morton neuroma					medr_tumor;medr_benign	benign	na	na	B7Fy100	2705	
7	7G	7G.	7G..	B7G..11	Adenoma of thyroid gland					medr_tumor;medr_benign	benign	na	na	B7G..11	2623	
7	7J	7J0	7J0.	B7J0.00	Haemangioma					medr_tumor;medr_benign	ignore	na	na	B7J0.00	58543	32
7	7J	7J0	7J01	B7J0111	Skin haemangioma					medr_tumor;medr_benign	ignore	na	na	B7J0111	329	
8	8	8..	8...	B8...00	Carcinoma in situ		CIS	na	na	medr_tumor;tumor;medr_benign	morph	na	na	B8...00	6875	85
8	8	8..	8...	B8...11	Bowen's disease		CIS	SCC	Skin	medr_tumor;tumor;medr_benign	cancer	na	na	B8...11	36165	3
8	8	8..	8...	B8...12	Erythroplasia					tumor	cancer	na	na	B8...12	76	
8	8	8..	8...	B8...13	Queyrats's erythroplasia					tumor	cancer	na	na	B8...13	12	
8	80	800	800	B800.11	Carcinoma in situ of oral cavity					tumor	cancer	na	na	B800.11	57	1
8	80	800	800	B800.12	Carcinoma in situ of pharynx					tumor	cancer	na	na	B800.12	48	4
8	80	800	8000	B800000	Carcinoma in situ of lip					tumor	cancer	na	na	B800000	26	
8	80	800	8001	B800100	Carcinoma in situ of tongue					tumor	cancer	na	na	B800100	508	22
8	80	800	8004	B800400	Carcinoma in situ of floor of mouth					tumor	cancer	na	na	B800400	128	1
8	80	800	8006	B800600	Carcinoma in situ of palate					tumor	cancer	na	na	B800600	46	
8	80	800	8007	B800700	Carcinoma in situ of nasopharynx					tumor	cancer	na	na	B800700	98	1
8	80	800	8008	B800800	Carcinoma in situ of oropharynx					tumor	cancer	na	na	B800800	57	2
8	80	800	8009	B800900	Carcinoma in situ of hypopharynx					tumor	cancer	na	na	B800900	46	2
8	80	801	801	B801.00	Carcinoma in situ of oesophagus		CIS	Oesophagus	Oesophagus	tumor;oeso	cancer	oeso	oeso	B801.00	1441	155
8	80	801	8010	B801000	Carcinoma in situ of upper 1/3 oesophagus					tumor;oeso	cancer	oeso	oeso	B801000	2	
8	80	801	8011	B801100	Carcinoma in situ of middle 1/3 oesophagus					tumor;oeso	cancer	oeso	oeso	B801100	4	
8	80	801	8012	B801200	Carcinoma in situ of lower 1/3 oesophagus					tumor;oeso	cancer	oeso	oeso	B801200	22	
8	80	801	801z	B801z00	Carcinoma in situ of oesophagus NOS					tumor;oeso	cancer	oeso	oeso	B801z00	63	2
8	80	802	802	B802.00	Carcinoma in situ of stomach		CIS	Stomach	Stomach	tumor;stom	cancer	stom	stom	B802.00	829	96
8	80	802	8020	B802000	Carcinoma in situ of cardia of stomach					tumor;stom	cancer	stom	stom	B802000	55	5
8	80	802	8021	B802100	Carcinoma in situ of fundus of stomach					tumor;stom	cancer	stom	stom	B802100	2	
8	80	802	8022	B802200	Carcinoma in situ of body of stomach					tumor;stom	cancer	stom	stom	B802200	9	
8	80	802	8023	B802300	Carcinoma in situ of pyloric antrum					tumor;stom	cancer	stom	stom	B802300	9	
8	80	802	8024	B802400	Carcinoma in situ of pyloric canal					tumor;stom	cancer	stom	stom	B802400	9	
8	80	802	802z	B802z00	Carcinoma in situ of stomach NOS					tumor;stom	cancer	stom	stom	B802z00	80	2
8	80	803	803	B803.00	Carcinoma in situ of colon		CIS	CRC	Colon	tumor;crc	cancer	crc	colon	B803.00	1880	148
8	80	803	8030	B803000	Carcinoma in situ of hepatic flexure of colon					tumor;crc	cancer	crc	colon	B803000	59	1
8	80	803	8031	B803100	Carcinoma in situ of transverse colon					tumor;crc	cancer	crc	colon	B803100	105	2
8	80	803	8032	B803200	Carcinoma in situ of descending colon					tumor;crc	cancer	crc	colon	B803200	29	
8	80	803	8033	B803300	Carcinoma in situ of sigmoid colon					tumor;crc	cancer	crc	colon	B803300	1074	26
8	80	803	8034	B803400	Carcinoma in situ of caecum					tumor;crc	cancer	crc	colon	B803400	725	41
8	80	803	8035	B803500	Carcinoma in situ of appendix					tumor;crc	cancer	crc	colon	B803500	76	3
8	80	803	8036	B803600	Carcinoma in situ of ascending colon					tumor;crc	cancer	crc	colon	B803600	77	2
8	80	803	8037	B803700	Carcinoma in situ of splenic flexure of colon					tumor;crc	cancer	crc	colon	B803700	49	
8	80	803	803z	B803z00	Carcinoma in situ of colon NOS					tumor;crc	cancer	crc	colon	B803z00	197	4
8	80	804	804	B804.00	Carcinoma in situ of rectum and rectosigmoid junction		CIS	CRC	Rectum	tumor	cancer	crc	rectum;colon	B804.00	27	
8	80	804	8040	B804000	Carcinoma in situ of rectosigmoid junction					tumor	cancer	crc	rectum;colon	B804000	204	
8	80	804	8041	B804100	Carcinoma in situ of rectum					tumor	cancer	crc	rectum	B804100	208	7
8	80	805	805	B805.00	Carcinoma in situ of anal canal		CIS	Anal	Anus	tumor	cancer	na	na	B805.00	63	1
8	80	805	8050	B805000	Anal intraepithelial neoplasia grade III					tumor	cancer	na	na	B805000	167	
8	80	806	806	B806.00	Carcinoma in situ of anus NOS					tumor	cancer	na	na	B806.00	105	4
8	80	807	8070	B807000	Carcinoma in situ of duodenum					tumor	cancer	na	na	B807000	65	6
8	80	807	8071	B807100	Carcinoma in situ of jejunum					tumor	cancer	na	na	B807100	8	
8	80	808	808	B808.11	Carcinoma in situ of biliary system					tumor	cancer	na	na	B808.11	20	5
8	80	808	8080	B808000	Carcinoma in situ of liver		CIS	Liver	Liver	tumor	cancer	liver	liver	B808000	327	43
8	80	808	8082	B808200	Carcinoma in situ of hepatic duct		CIS	Liver	Liver	tumor;liver	cancer	liver	liver	B808200	7	2
8	80	808	8083	B808300	Carcinoma in situ of gall bladder					tumor	cancer	na	na	B808300	74	8
8	80	808	8085	B808500	Carcinoma in situ of common bile duct					tumor	cancer	na	na	B808500	6	1
8	80	808	8086	B808600	Carcinoma in situ of ampulla of Vater					tumor	cancer	na	na	B808600	71	6
8	80	808	808z	B808z00	Carcinoma in situ of liver or biliary system NOS		CIS	Liver	Liver	tumor	cancer	liver	liver	B808z00	3	
8	80	80z	80z0	B80z000	Carcinoma in situ of pancreas		CIS	Pancreas	Pancreas	tumor	cancer	pancreas	pancreas	B80z000	1530	254
8	81	81	81..	B81..00	Carcinoma in situ of respiratory system		CIS	Respiratory tract 	na	tumor	cancer	na	na	B81..00	32	1
8	81	810	810	B810.00	Carcinoma in situ of larynx					tumor	cancer	na	na	B810.00	672	34
8	81	810	8100	B810000	Carcinoma in situ of thyroid cartilage					tumor	cancer	na	na	B810000	36	2
8	81	810	8102	B810200	Carcinoma in situ of epiglottis					tumor	cancer	na	na	B810200	50	1
8	81	810	8108	B810800	Carcinoma in situ of vocal fold - glottis					tumor	cancer	na	na	B810800	178	
8	81	810	8108	B810811	Carcinoma in situ of glottis					tumor	cancer	na	na	B810811	30	1
8	81	812	812	B812.00	Carcinoma in situ of bronchus and lung		CIS	lung	lung	tumor;lung	cancer	lung	lung	B812.00	2351	281
8	81	812	8120	B812000	Carcinoma in situ of carina of bronchus					tumor;lung	cancer	lung	lung	B812000	40	6
8	81	812	8121	B812100	Carcinoma in situ of main bronchus					tumor;lung	cancer	lung	lung	B812100	112	8
8	81	812	8122	B812200	Carcinoma in situ of upper lobe bronchus and lung					tumor;lung	cancer	lung	lung	B812200	69	1
8	81	812	8123	B812300	Carcinoma in situ of middle lobe bronchus and lung					tumor;lung	cancer	lung	lung	B812300	7	
8	81	812	8124	B812400	Carcinoma in situ of lower lobe bronchus and lung					tumor;lung	cancer	lung	lung	B812400	31	
8	81	812	812z	B812z00	Carcinoma in situ of bronchus or lung NOS					tumor;lung	cancer	lung	lung	B812z00	399	51
8	81	81y	81y0	B81y000	Carcinoma in situ of pleura					tumor	cancer	na	na	B81y000	8	
8	81	81y	81y6	B81y600	Carcinoma in situ of maxillary sinus					tumor	cancer	na	na	B81y600	20	
8	81	81y	81y7	B81y700	Carcinoma in situ of ethmoidal sinus					tumor	cancer	na	na	B81y700	6	
8	82	82	82..	B82..00	Carcinoma in situ of skin					tumor	cancer	na	na	B82..00	417	1
8	82	820	820	B820.00	Carcinoma in situ of skin of lip					tumor	cancer	na	na	B820.00	12	
8	82	821	821	B821.00	Carcinoma in situ of skin of eyelid including canthus					tumor	cancer	na	na	B821.00	22	
8	82	822	822	B822.00	Carcinoma in situ skin of ear and external auricular canal					tumor	cancer	na	na	B822.00	18	
8	82	822	822	B822.11	Carcinoma in situ of ear					tumor	cancer	na	na	B822.11	42	
8	82	823	823	B823.00	Carcinoma in situ of skin of other parts of face					tumor	cancer	na	na	B823.00	19	
8	82	823	8230	B823000	Carcinoma in situ of skin of forehead skin					tumor	cancer	na	na	B823000	40	
8	82	823	8233	B823300	Carcinoma in situ of skin of cheek					tumor	cancer	na	na	B823300	50	
8	82	823	8235	B823500	Carcinoma in situ of skin of temple					tumor	cancer	na	na	B823500	55	
8	82	824	8240	B824000	Carcinoma in situ of scalp					tumor	cancer	na	na	B824000	94	
8	82	825	8250	B825000	Carcinoma in situ of skin of breast					tumor	cancer	na	na	B825000	703	3
8	82	825	8251	B825100	Carcinoma in situ of skin of chest wall NOS					tumor	cancer	na	na	B825100	16	
8	82	825	8253	B825300	Carcinoma in situ of skin of back					tumor	cancer	na	na	B825300	18	
8	82	826	8262	B826200	Carcinoma in situ of skin of lower arm					tumor	cancer	na	na	B826200	16	
8	82	826	8263	B826300	Carcinoma in situ of skin of hand					tumor	cancer	na	na	B826300	33	
8	82	827	827	B827.00	Carcinoma in situ of skin of lower limb and hip					tumor	cancer	na	na	B827.00	2565	3
8	82	827	827	B827.11	Carcinoma in situ of skin of leg					tumor	cancer	na	na	B827.11	1815	
8	82	827	8271	B827100	Carcinoma in situ of skin of thigh					tumor	cancer	na	na	B827100	12	
8	82	827	8272	B827200	Carcinoma in situ of skin of knee					tumor	cancer	na	na	B827200	7	
8	82	827	8273	B827300	Carcinoma in situ of skin of lower leg					tumor	cancer	na	na	B827300	145	
8	82	828	828	B828.00	Melanoma in situ of skin					tumor	cancer	na	na	B828.00	1725	
8	82	828	8284	B828400	Melanoma in situ of trunk					tumor	cancer	na	na	B828400	39	
8	82	828	8285	B828500	"Melanoma in situ of upper limb, including shoulder"					tumor	cancer	na	na	B828500	27	
8	82	828	8286	B828600	"Melanoma in situ of lower limb, including hip"					tumor	cancer	na	na	B828600	49	
8	82	828	828W	B828W00	"Melanoma in situ, unspecified"					tumor	cancer	na	na	B828W00	86	
8	83	83	83..	B83..00	Carcinoma in situ of breast and genitourinary system		CIS	?	?	tumor	cancer	na	na	B83..00	38	
8	83	830	830	B830.00	Carcinoma in situ of breast		CIS	Breast	Breast	tumor	cancer	breast	breast	B830.00	7704	119
8	83	830	8300	B830000	Lobular carcinoma in situ of breast					medr_tumor;tumor;medr_benign	cancer	breast	breast	B830000	933	
8	83	830	8301	B830100	Intraductal carcinoma in situ of breast					tumor	cancer	breast	breast	B830100	1333	1
8	83	831	831	B831.00	Carcinoma in situ of cervix uteri	not sure if should be cancer/ca_bg	CIS	na	na	medr_tumor;tumor;medr_benign	cancer	na	na	B831.00	6693	992
8	83	831	831	B831.11	CIN III - carcinoma in situ of cervix	not sure if should be cancer/ca_bg	CIS	na	na	tumor	cancer	na	na	B831.11	7028	
8	83	831	831	B831.12	Cervical intraepithelial neoplasia	"potentially premalignant is not cancer, and is usually curable"	Ca_bg	na	na	medr_tumor;tumor;medr_benign	ca_bg	na	na	B831.12	1197	
8	83	831	831	B831.13	Cervical intraepithelial neoplasia grade III					tumor	cancer	na	na	B831.13	4208	
8	83	831	8310	B831000	Carcinoma in situ of endocervix					tumor	cancer	na	na	B831000	154	3
8	83	831	8311	B831100	Carcinoma in situ of exocervix					tumor	cancer	na	na	B831100	55	
8	83	832	832	B832.00	Carcinoma in situ of other and unspecified parts of uterus		CIS	uterus	uterus	tumor	cancer	uterus	uterus	B832.00	109	6
8	83	832	8320	B832000	Carcinoma in situ of endometrium					medr_tumor;tumor;medr_benign	cancer	uterus	uterus	B832000	1927	46
8	83	833	8330	B833000	Carcinoma in situ of ovary		CIS	ovary	ovary	tumor	cancer	ovary	ovary	B833000	904	64
8	83	833	8331	B833100	Carcinoma in situ of fallopian tube					tumor	cancer	na	na	B833100	46	1
8	83	833	8332	B833200	Carcinoma in situ of vagina					tumor	cancer	na	na	B833200	92	8
8	83	833	8333	B833300	Carcinoma in situ of vulva					tumor	cancer	na	na	B833300	920	22
8	83	833	8333	B833311	Vulval intraepithelial neoplasia					tumor	cancer	na	na	B833311	2092	1
8	83	833	8334	B833400	Vulval intraepithel neop grd 1					tumor	cancer	na	na	B833400	75	
8	83	833	8335	B833500	Vulval intraepithel neop grd 2					tumor	cancer	na	na	B833500	47	
8	83	833	8336	B833600	Vulval intraepithel neop grd 3					tumor	cancer	na	na	B833600	195	
8	83	833	8337	B833700	Vaginal intraepithelial neoplasia grade 1					tumor	cancer	na	na	B833700	27	
8	83	833	8338	B833800	Vaginal intraepithelial neoplasia grade 2					tumor	cancer	na	na	B833800	22	
8	83	833	8339	B833900	Vaginal intraepithelial neoplasia grade 3					tumor	cancer	na	na	B833900	27	
8	83	834	834	B834.00	Carcinoma in situ of prostate		CIS	prostate	prostate	medr_tumor;tumor;medr_benign	cancer	prostate	prostate	B834.00	11533	306
8	83	834	8340	B834000	High grade prostatic intraepithelial neoplasia					tumor	cancer	na	na	B834000	122	
8	83	835	835	B835.00	Carcinoma in situ of penis					tumor	cancer	na	na	B835.00	307	7
8	83	836	8360	B836000	Carcinoma in situ of testis					tumor	cancer	na	na	B836000	164	
8	83	837	837	B837.00	Carcinoma in situ of bladder		CIS	Bladder	Bladder	medr_tumor;tumor	cancer	bladder	bladder	B837.00	4952	190
8	8y	8y.	8y..	B8y..00	Carcinoma in situ of other and unspecified sites					tumor	cancer	na	na	B8y..00	21	1
8	8y	8yy	8yy0	B8yy000	Carcinoma in situ of thyroid gland					tumor	cancer	na	na	B8yy000	731	12
8	8y	8yy	8yy1	B8yy100	Carcinoma in situ of adrenal gland					tumor	cancer	na	na	B8yy100	46	3
8	8y	8yy	8yy2	B8yy200	Carcinoma in situ of parathyroid gland					tumor	cancer	na	na	B8yy200	41	
8	8y	8yy	8yy3	B8yy300	Carcinoma in situ of pituitary gland					tumor	cancer	na	na	B8yy300	23	
8	8y	8yy	8yyz	B8yyz00	Carcinoma in situ of other specified site NOS					tumor	cancer	na	na	B8yyz00	31	
8	8z	8z.	8z..	B8z..00	Carcinoma in situ NOS		CIS	na	na	tumor	cancer	na	na	B8z..00	281	13
9	9	9..	9...	B9...00	Neoplasms of uncertain behaviour		Ca_bg	na	na	tumor;benign	ca_bg	na	na	B9...00	160	3
9	90	900	9000	B900000	Neoplasm of uncertain behaviour of parotid gland					tumor;benign	ca_bg	na	na	B900000	234	2
9	90	900	9000	B900011	Mixed parotid tumour		Cancer	?	?	tumor	cancer	na	na	B900011	921	1
9	90	900	9002	B900200	Neoplasm of uncertain behaviour of submandibular gland					tumor;benign	ca_bg	na	na	B900200	30	
9	90	901	901	B901.11	Neoplasm of uncertain behaviour of oral cavity					tumor;benign	ca_bg	na	na	B901.11	23	1
9	90	901	9010	B901000	Neoplasm of uncertain behaviour of lip					tumor;benign	ca_bg	na	na	B901000	43	
9	90	901	9011	B901100	Neoplasm of uncertain behaviour of tongue					tumor;benign	ca_bg	na	na	B901100	205	
9	90	901	9014	B901400	Neoplasm of uncertain behaviour of floor of mouth					tumor;benign	ca_bg	na	na	B901400	26	
9	90	901	9016	B901600	Neoplasm of uncertain behaviour of palate					tumor;benign	ca_bg	na	na	B901600	36	
9	90	902	902	B902.00	"Neop of uncertain behaviour stomach, intestines and rectum"					tumor;stom;benign	ca_bg	stom	stom	B902.00	4	2
9	90	902	9020	B902000	Neoplasm of uncertain behaviour of stomach		Ca_bg	Stomach	Stomach	tumor;stom;benign	ca_bg	stom	stom	B902000	32	
9	90	902	9021	B902100	Neoplasm of uncertain behaviour of duodenum		Ca_bg	Small intestine	Small intestine	tumor;benign	ca_bg	na	na	B902100	13	
9	90	902	9022	B902200	Neoplasm of uncertain behaviour of jejunum		Ca_bg	Small intestine	Small intestine	tumor;benign	ca_bg	na	na	B902200	4	
9	90	902	9024	B902400	Neoplasm of uncertain behaviour of colon		Ca_bg	crc	colon	tumor;crc;benign	ca_bg	crc	colon	B902400	94	
9	90	902	9025	B902500	Neoplasm of uncertain behaviour of rectum		Ca_bg	crc	rectum	tumor;benign	ca_bg	crc	rectum	B902500	554	
9	90	902	902z	B902z00	"Neop of uncertain behaviour stomach, intestine or rectum NOS"		Ca_bg	Digestive System	na	tumor;stom;benign	ca_bg	stom	stom	B902z00	1	
9	90	903	9030	B903000	Neoplasm of uncertain behaviour of liver		Ca_bg	Liver	Liver	tumor;benign	ca_bg	na	na	B903000	94	2
9	90	903	9032	B903200	Neoplasm of uncertain behaviour of hepatic duct					tumor;liver	benign	na	na			
9	90	903	9033	B903300	Neoplasm of uncertain behaviour of gall bladder					tumor;benign	ca_bg	na	na	B903300	46	
9	90	904	9040	B904000	Neoplasm of uncertain behaviour of retroperitoneum					tumor;benign	ca_bg	na	na	B904000	36	
9	90	904	9041	B904100	Neoplasm of uncertain behaviour of peritoneum					tumor;benign	ca_bg	na	na	B904100	15	
9	90	905	9050	B905000	Neoplasm of uncertain behaviour of oesophagus			Oesophagus	Oesophagus	tumor;oeso;benign	ca_bg	oeso	oeso	B905000	59	
9	90	905	9051	B905100	Neoplasm of uncertain behaviour of pancreas					tumor;benign	ca_bg	na	na	B905100	162	2
9	90	905	9052	B905200	Neoplasm of uncertain behaviour of anal canal and sphincter					tumor;benign	ca_bg	na	na	B905200	24	
9	90	905	9053	B905300	Neoplasm of uncertain behaviour of spleen					tumor;benign	ca_bg	na	na	B905300	14	
9	90	905	9054	B905400	Gastrointestinal stromal tumour		Cancer	?	?	tumor	cancer	na	na	B905400	416	3
9	90	906	906	B906.00	Neoplasm of uncertain behaviour of larynx					tumor;benign	ca_bg	na	na	B906.00	30	
9	90	906	9061	B906100	Neoplasm of uncertain behaviour of cricoid cartilage					tumor;benign	ca_bg	na	na	B906100	1	
9	90	906	9062	B906200	Neoplasm of uncertain behaviour of epiglottis					tumor;benign	ca_bg	na	na	B906200	10	1
9	90	906	9068	B906800	Neoplasm of uncertain behaviour of vocal cord					tumor;benign	ca_bg	na	na	B906800	171	
9	90	907	907	B907.00	"Neoplasm of uncertain behaviour trachea, bronchus and lung"		Ca_bg	?	?	tumor;lung;benign	ca_bg	lung	lung	B907.00	5	
9	90	907	9070	B907000	Neoplasm of uncertain behaviour of trachea					tumor;benign	ca_bg	na	na	B907000	10	
9	90	907	9071	B907100	Neoplasm of uncertain behaviour of bronchus		Ca_bg	lung	lung	tumor;lung;benign	ca_bg	lung	lung	B907100	55	
9	90	907	9072	B907200	Neoplasm of uncertain behaviour of lung		Ca_bg	lung	lung	tumor;benign	ca_bg	na	na	B907200	618	4
9	90	907	907z	B907z00	"Neop of uncertain behaviour of trachea, bronchus or lung NOS"		Ca_bg	lung	lung	tumor;lung;benign	ca_bg	lung	lung			
9	90	908	9081	B908100	Neoplasm of uncertain behaviour of thymus					tumor;benign	ca_bg	na	na	B908100	4	
9	90	908	9082	B908200	Neoplasm of uncertain behaviour of mediastinum					tumor;benign	ca_bg	na	na	B908200	50	
9	90	90z	90z0	B90z000	Neoplasm of uncertain behaviour of nasal cavity					tumor;benign	ca_bg	na	na	B90z000	7	
9	91	91	91..	B91..00	Neoplasm of uncertain behaviour of genitourinary organs					tumor;benign	ca_bg	na	na	B91..00	6	1
9	91	911	9110	B911000	Malignant hydatidiform mole		Cancer	?	?	tumor	cancer	na	na	B911000	150	
9	91	912	912	B912.00	Neoplasm of uncertain behaviour of ovary		Ca_bg	ovary	ovary	tumor;benign	ca_bg	na	na	B912.00	699	
9	91	913	9130	B913000	Neoplasm of uncertain behaviour of vagina					tumor;benign	ca_bg	na	na	B913000	142	
9	91	913	9131	B913100	Neoplasm of uncertain behaviour of vulva					tumor;benign	ca_bg	na	na	B913100	766	3
9	91	914	914	B914.00	Neoplasm of uncertain behaviour of testis					tumor;benign	ca_bg	na	na	B914.00	63	
9	91	915	915	B915.00	Neoplasm of uncertain behaviour of prostate		Ca_bg	prostate	prostate	tumor;benign	ca_bg	na	na	B915.00	209	2
9	91	916	9160	B916000	Neoplasm of uncertain behaviour of penis					tumor;benign	ca_bg	na	na	B916000	35	
9	91	916	9162	B916200	Neoplasm of uncertain behaviour of scrotum					tumor;benign	ca_bg	na	na	B916200	27	
9	91	917	917	B917.00	Neoplasm of uncertain behaviour of bladder		Ca_bg	Bladder	Bladder	tumor;benign	ca_bg	na	na	B917.00	282	
9	91	917	917	B917.12	Transitional cell papilloma of bladder		Cancer	Bladder	Bladder	medr_tumor;tumor	cancer	bladder	bladder	B917.12	819	8
9	91	91z	91z.	B91z.00	Neoplasm of uncertain behaviour of urinary organs OS/NOS					tumor;benign	ca_bg	na	na	B91z.00	3	
9	91	91z	91z1	B91z100	Neoplasm of uncertain behaviour of kidney		Ca_bg	Kidney	Kidney	tumor;benign	ca_bg	na	na	B91z100	222	6
9	91	91z	91z1	B91z111	Renal neoplasm of uncertain behaviour		Ca_bg	Kidney	Kidney	tumor;benign	ca_bg	na	na	B91z111	272	
