	code0	desc0
4125	86020	TATTOOING OF SKIN LESION / DEFECT
4126	4422	DILATION OF PYLORUS, ENDOSCOP
4127	0842	REPAIR OF ENTROPION / ECTROPION BY SUTURE
4128	0529	OTHER SYMPATHECTOMY
4129	R34091	EMPYEMECTOMY OF LUNG
4130	R37861	REPLACE P-M W SINGLE CHAMBER DEVICE, RATE RESPONSIVE
4131	99234	INJECTION OF CELESTON
4132	R99291	RADIOFREQUENCY THERAPY
4133	893	OTHER EXAMINATIONS
4134	R98515	THIRD OR MORE ESWL KIDNEY / URETER/BLADDER (SIMPLE STONE)
4135	877	X-RAY OF URINARY SYSTEM
4136	7726	WEDGE OSTEOTOMY OF PATELLA
4137	8109	SPINAL FUSION, ANY LEVEL OR TECHNIQUE
4138	92270	IRIDIUM IMPLANT
4139	619	OTHER SCROTUM / TUNIC OPS
4140	9051	BACT SMEAR-BLOOD
4141	3094138	תהודה מגנטית (MRI) מדיאסטינום
4142	271	INCISION OF PALATE
4143	294	PLASTIC OP ON PHARYNX
4144	1396353	USD- US דופלר שדיים
4145	135	EXTRACAPS LENS EXTR NEC
4146	137	INSERT PROSTHETIC LENS
4147	1287	SCLERAL REINFORCEMENT WITH GRAFT
4148	7829	SHORTENING OF OTHER BONES NEC
4149	5845	REPAIR HYPOSPADIAS / EPISPADIAS
4150	41500	SPLENECTOMY FOR TRANSPLANT
4151	5995	ULTRASON FRAGMENT-STONE
4152	7491	HYSTEROTOMY TO TERMINATE PREGNANCY
4153	8054	OTHER & UNSPEC REPAIR OF THE ANULUS FIBROSUS
4154	5212	BIOPSY PANCREAS NEC
4155	R86061	REVISION OF INTRATHECAL DRUG DELIVERY SYSTEM (PUMP)
4156	R39325	SUTURE OF FEMORAL VEIN
4157	6491	DORSAL / LATERAL SLIT OF PREPUCE
4158	8782	GAS HYSTEROSALPINGOGRAM
4159	39	OTHER OPS ON VESSELS
4160	2984472	MRI של דופן הגב
4161	5721	VESICOSTOMY
4162	8013	ARTHROTOMY / ARTHROSTOMY OF WRIST
4163	R38453	RESECT & REPLACE SUBCLAVIAN ARTERY
4164	R39326	SUTURE OF POPLITEAL VEIN
4165	R388833	LIGATION OF POPLITEAL ARTERY
4166	533	REP HERNIA FEMOR BILAT
4167	3806	INCIS ABDOMEN ARTERY
4168	3173	CLOS OTHER FISTUL OF TRACHEA
4169	39328	SUTURE OF SAPHENOUS VEIN
4170	129	OTH ANTERIOR SGMNT OPS
4171	123	IRIDOPLASTY / COREOPLASTY
4172	13721	INSERT I.O.L TO A.C - SECONDARY
4173	0971	CORRECTION EVERTED PUNCTUM
4174	8086	LOCAL EXC / DESTRUC LESION OF KNEE NEC
4175	5784	REPAIR BLADDER FISTULA  NEC
4176	6498	PENILE OPERATION NEC
4177	6419	DX PROC ON PENIS NEC
4178	8256	TRANSFER / TRANSPLANT HAND TENDON, OTHER
4179	3096441	אטימה של חלון סגלגל
4180	714	OPERATIONS ON CLITORIS
4181	1599136	מפוי כולסטרול מסומן
4182	6519	OVARIAN DX PROCEDURE NEC
4183	8825	PELVIMETRY
4184	0444	TARSAL TUNNEL RELEASE
4185	4498	LAP ADJUSTMENT SIZE OF ADJUSTABLE GASTRIC RESTR DEVICE
4186	302	LARYNGECTOMY PARTIAL
4187	5209	PANCREATOTOMY NEC
4188	77650	CURETTAGE LES FEMUR
4189	3373	ENDOSCOP INSERTION / REPLAC BRONCHIAL VALVE(S), MULTIPLE LOBES
4190	2183	TOT NASAL RECONSTRUCTION
4191	R86821	FOREHEAD RHYTIDECTOMY
4192	6050476	תהודה מגנטית (MRI) לבלב
4193	1819	DX PROCED EXT EAR NEC
4194	8299	OPERATIONS-HAND MUSCLE / TENDON/FASCIA, UNSPEC.
4195	9316	OTHER JOINT MOBILIZATION
4196	819	OTHER JOINT STRUCTURE OP
4197	936	OSTEOPATHIC MANIPULATION
4198	763	PARTIAL FACIAL OSTECTOMY
4199	R79332	ORIF (PLATE) OF CARP / METACARPAL FX
4200	2757	ATTACH PEDICLE TO MOUTH & LIP
4201	7834	LENGTHENING PROCEDURE OF CARP / METACARPALS
4202	792	OPEN FRACTURE REDUCTION
4203	7970	CLOSED REDUCTION OF DISLOCATION, UNSP. SITE
4204	4492	REDUCTION OF GASTRIC VOLVULUS
4205	1669	2ND PROCEDURES AFTER REMOVAL OF EYEBALL  NEC
4206	R78081	BONE GRAFT TAR / METATARSAL, AUTOGRAFT PHEMIST
4207	2261	C-LUC EXC MAX SINUS LES
4208	R64491	NESBIT OPERATION
4209	6652	REMOVAL OF SOLITARY FALLOPIAN TUBE
4210	3025940	CT מפרקים סטרנוקלויקולרים (עצם חזה/בריח)
4211	0837	REDUCTION OF OVERCORRECTED PTOSIS
4212	5535	OTHER AND UNSPECIFIED ABLATION OF RENAL LESION OR TISSUE
4213	5878273	תהודה מגנטית (MRAׂ) ארתרוגרפיה מפרק ירך שמאל
4214	5478571	ארתרוגרפיה כולל הזרקה ופענוח
4215	5142	EXPLOR CBD FOR OBSTRUCTION NOT BY STONES
4216	4603	EXTERIORIZATION OF LARGE BOWEL
4217	R53691	REP EPIGASTRIC HERNIA W GRAFT
4218	R74101	CESAREAN SECTION - INVERTED T
4219	2631174	סקירת מערכות-מרובה עוברים
4220	2811	BIOPSY OF TONSIL & ADENOID
4221	7845	REPAIR FEMUR - OTHER
4222	8141	TOTAL KNEE REPLACEMENT
4223	7359	MANUALLY ASSISTED DELIVERY NEC
4224	R79292	OPEN REDUCTION EXTERNAL FIXATION PELVIC FRACTURE
4225	6922	OTHER UTERINE SUSPENSION
4226	R38184	OPEN ENDARTERECTOMY OF POPLITEAL ARTERY
4227	1172706	ערוי ברזל תוך ורידי
4228	7021	VAGINOSCOPY
4229	40240	SIMPLE EXC OF PERIARORTIC LYMPHNODES
4230	1091	INJECT SUBCONJUNCTIVAL
4231	3924	AORTA-RENAL BYPASS
4232	1467635	טיפול במפרצת אבי העורקים - חזה
4233	3880	SURG VESSEL OCCLUS NEC
4234	9049	MICRO EXAM-LOWR RESP NEC
4235	0299	OP SKULL & BRAIN NEC
4236	0609	INCIS THYROID FIELD NEC
4237	6149	REPAIR SCROTUM & TUNICA NEC
4238	18792	OTOPLASTY UNILAT
4239	3604	INTRACORONARY ARTERY THROMBOLYTIC INFUSION
4240	R93543	APPLICATION OF P.O.P SPICA
4241	3541	ENLARGEMENT OF EXISTING ATRIAL SEPTAL DEFECT
4242	38481	RESECT WITH REPLAC FEMORAL ARTERY
4243	R83390	MARGINAL RESECT LESION  BACK
4244	557	NEPHROPEXY
4245	R40400	MOD. RAD. NECK DISSECTION NOS
4246	1425	DESTRUCTION, CHORIORETINAL LESION, PHOTOCOAGULATION, NOS
4247	1496271	תהודה מגנטית כף יד
4248	1681	REPAIR OF ORBITAL WOUND
4249	39315	SUTURE OF RADIAL / ULNAR ARTERIES
4250	R39253	AORTO-ILIAC (ONE SIDE) BYPASS GRAFT
4251	8866	CONTRAST PHLEBOGRAM-LEG
4252	5821467	סגירת אוזנית
4253	506	REPAIR OF LIVER
4254	7699	OP ON FACIAL BONE / JNT NEC
4255	8095	EXC OF HIP NEC
4256	786	REMOVAL IMPLANTED DEVICE FROM BONE
4257	4411	TRANSABDOMIN GASTROSCOPY
4258	4512	ENDOSCOPY SM BOWEL THRU STOMA
4259	68211	DIVISION ENDOMETRIAL SYNECHIAE HYSTEROSCOPIC
4260	5194	REVIS BILE TRACT ANASTOM
4261	5296	ANASTOMOSIS OF PANCREAS
4262	2939	EXC LES OR TISSUE OF PHARYNX
4263	R31691	GRAFT OF LARYNX
4264	1397883	US חמום גידול פרק ורקמות
4265	4432	PERCUTANEOUS (ENDOSCOPIC) GASTROJEJUNOSTOMY
4266	77392	DIVISION PELVIC BONE - SALTER OP.
4267	1496487	תהודה מגנטית (MRI) - גפה עליונה שמאלית
4268	7896	INSERTION OF BONE GROWTH STIMULATOR TO PATELLA
4269	2984474	MRI של דופן הבטן
4270	7093	OTHER OPERATIONS ON CUL-DE-SAC W GRAFT OR PROSTHESIS
4271	R00399	XRAY ASSISTED INJECTION
4272	5785	CYSTOURETHROPLASTY
4273	861	SKIN & SUBQ DIAGNOS PROC
4274	9111	BACT SMEAR-PERITONEUM
4275	3428	DX PROCEDURE THORAX NEC
4276	R39104	REVISION OF TRANSJUGULAR INTRAHEPATIC PORTO-SYSTEMIC SHUNT (TIPS)
4277	2100	CONTROL OF EPISTAXIS NOS
4278	9732	REMOVE NASAL PACKING
4279	R76921	INTERNAL FIXATION OF FACIAL BONE
4280	7561	REPAIR CURRENT OBSTETRIC LACERATION OF BLADDER / URETHRA
4281	3095920	מעקב לאחר הרדמה אפידורלית
4282	0835	REPAIR OF BLEPHAROPTOSIS BY TARSAL THECHNIQUE
4283	4532	EXC OF LESION OF DUODENUM  NEC
4284	R77682	CHEILECTOMY OF 1ST MT JOINT
4285	229	OPS ON NASAL SINUS NEC
4286	3629648	בדיקת Exaled NO
4287	1468076	FNA - US שד ימין
4288	79333	OPEN REDUCTION INTER FIX (SCREW) CAR / METACARPAL
4289	9308	ELECTROMYOGRAPHY
4290	405	OTH RAD NODE DISSECTION
4291	1755	TRANLUMINAL CORONARY ATHERECTOMY
4292	9509	EYE EXAMINATION NOS
4293	R54194	DRAINAGE INTRAPERITONEAL HEMATOMA
4294	3838	RESECT / ANAST ARTERY LEG
4295	7758	REPAIR OVERLAPPING TOE
4296	4681	MANIP INTRA-ABD SM BOWEL
4297	3898	ARTERIAL PUNCTURE NEC
4298	R39901	INSERTION AORTIC STENT
4299	5102680	MRI מח - טיפול בהפרעות תנועה
4300	7748	BIOPSY OF TARSALS / METATARSALS
4301	3867	EXC ABDOM VEIN
4302	7981	OPEN REDUCTION DISLOCATION -SHOULDER
4303	9505	VISUAL FIELD STUDY
4304	851	BREAST DIAGNOSTIC PROCS
4305	1693	EXCISION EYE LESION NOS
4306	34599	VISCERAL PLEURECTOMY
4307	34092	OPEN CHEST DRAINAGE
4308	R34092	OPEN CHEST DRAINAGE
4309	5201	DRAIN PANCREATIC CYST BY CATH.
4310	8706	NASOPHARY CONTRAST X-RAY
4311	9225	ELECTRON TELERADIOTHERAP
4312	8311	ACHILLOTENOTOMY
4313	R41053	ALLOGENIC SCT,NO PURGING,  MISS MATCHED (HAPLOIDENTAL) DONOR
4314	R38371	RESECT & ANAST PORTAL VEIN
4315	8341	EXC TENDON FOR GRAFT
4316	8285	TENODESIS OF HAND NEC
4317	440	VAGOTOMY
4318	R54611	RECLOS POSTOPER DISRUPTION ABD WALL NOS
4319	634	EPIDIDYMECTOMY
4320	R99611	ATRIAL CARDIOVERSION OUTSIDE HOSPITAL
4321	R456241	WEDGE RESECTION OF DUODENUM
4322	R46931	REVIS OF SM TO LARGE BOWEL ANASTOMOSIS
4323	402	SIMP EXCIS LYMPH STRUCT
4324	47	OPERATIONS ON APPENDIX
4325	9311	ASSISTING EXERCISE
4326	7721	WEDGE OSTEOTOMY SCAPULA / CLAVICLE/RIBS/STERNUM
4327	9813	REMOV INTRALUM FB PHARYNX NO INCIS
4328	1132	EXCISION OF PTERYGIUM WITH CORNEAL GRAFT
4329	1221	DX ASPIRATION OF ANTERIOR CHAMBER OF EYE
4330	38381	RESECT & ANST SUPERFICIAL FEMORAL ARTERY
4331	38081	THROMBOEMBOLECTOMY SUPERFIC FEMORAL ARTERY
4332	38084	THROMBOEMBOLECTOMY OF POPLITEAL ARTERY
4333	3240196	תבחין עור לאלרגנים סביבתיים
4334	3243041	תבחיני עור - אלרגנים במזון
4335		
4336	3862	EXC VESSEL HEAD / NECK NOS
4337	15191	FIXATION EXTRAOC MUSCLE - POST
4338	1366	AFTER CATARACT MECHANICAL FRAGMENTATION
4339	9628	MANUAL REDUCTION OF ENTEROSTOMY PROLAPSE
4340	8106	FUSION LUMBOSACRAL, ANTERIOR / ANTEROLAT TECH
4341	R38431	RESECT & REPLACE BRACHIAL ARTERY
4342	9231	STEREOTACT SINGLE SOURCE PHOTON RADIOSURG
4343	1397262	US ניקוז מורסה - לבלב
4344	R04921	TEMPORARY IMPLANT OF PERIPHERAL NERVE STIMULATOR LEAD(S)
4345	R77911	EXC OF CERVICAL RIB
4346	R42391	PERICARDIAL EFFUSION
4347	59791	RAZ OP.
4348	78081	BONE GRAFT TAR / METATARSAL, AUTOGRAFT PHEMIST
4349	R529611	PANCREATICO-JEJUNOSTOMY, LOOP & BROWN ANAST.
4350	0749	ADRENAL OPERATION NEC
4351	995	OTHER IMMUNIZATION
4352	1273	CYCLOPHOTOCOAGULATION
4353	R00662	PTCA / ATHERECTOMY BY ROTABLATOR
4354	0479	OTHER NEUROPLASTY
4355	7968	DEBRIDEMENT OF OPEN FX OF TOES
4356	4240016	סטנט גרפט לאאורטה חזית
4357	32293	BULLAECTOMY
4358		
4359	6699	OPERATION FALLOPIAN TUBE NEC
4360	0768	EXC PITUITARY - TOTAL NEC
4361	7719	INCISION OF OTHER BONE W / O DIVISION, NEC
4362	R05311	SYMPATHECTOMY CHEMICAL (BLOCK), CELIAC, PERCUTANEOUS
4363	R79162	CLOSED REDUCTION FX INTER FIX (PLATE) OF TIBIA / FIBULA
4364	3352	BILAT LUNG TRANSPLANT
4365	2632224	החדרת סטנט לציר הצליאק
4366	3112638	הרחבת עורק הכליה הימנית עם בלון
4367	5241	PANCREATICO-CYSTO-DUODENOSTOMY
4368		
4369	160	ORBITOTOMY
4370	5069	REPAIR LIVER NEC
4371	9703	REPLACE SMALL BOWEL TUBE
4372	R38667	EXC SPLENIC ARTERY & LIGATION
4373	0539	SYMPATH NERVE INJECT NEC
4374	9779	REMOVAL OTHER GENITAL DEVICE
4375	0204	BONE GRAFT TO SKULL
4376	1496388	תהודה מגנטית (MRI) - מפרק מרפק ימין
4377	6524	WEDGE RESECTION OF OVARY LAPAROSCOPIC
4378		
4379	2121	RHINOSCOPY
4380	78484	OTHER EXTERN FIX W / O FR REDUC-TARSAL/METATARSAL
4381	8589	MAMMOPLASTY NEC
4382	442	PYLOROPLASTY
4383	4444	EMBOLIZ TRANSCATH GASTRIC / DUODEN
4384	8146	REPAIR COLLATERL LIGAMENT NEC
4385	4199	OP ON SPLEEN NEC
4386	R524032	PANCREATICO-CYSTO-JEJUNOSTOMY, ROUX-EN-Y
4387	0911	BIOPSY LACRIMAL GLAND
4388	807	SYNOVECTOMY
4389	492	ANAL & PERIANAL DX PROC
4390	85702	TRAM FLAP OF BREAST BILAT
4391	R74102	CESAREAN SECTION, PELOSI TECHNIQUE
4392	0009	OTHER THERAPEUTIC ULTRASOUND
4393	1398621	US ביופסיה - כירורגיה
4394	5213	ENDOSCOPIC RETROGRADE PANCREATOGRAGHY (ERP)
4395	4269013	אמבוליזציה של גידול בפנים
4396	6671	SIMPLE SUTURE OF FALLOPIAN TUBE
4397	1399313	צילום איזור כליות
4398	3823	INTRAVASCULAR SPECTROSCOPY
4399	2212	BIOPSY OF NASAL SINUS - OPEN
4400	8384	RELEASE OF CLUBFOOT (EVANS OPERATION)
4401	R83497	WIDE RESECTION LESION LEG
4402	R79193	CLOSED REDUCTION FX CLAVICLE W INTERNAL FIXATION
4403	9123	CULTURE & SENSITIVITY, UPPER URINARY TRACT
4404	R49710	SUTURE OF ANAL LACERATION, EARLY
4405	R55541	BILATERAL LAPAROSCOPIC NEPHRECTOMY
4406	54191	DRAINAGE SUBPHRENIC ABSCESS
4407	3802	INCIS HEAD / NECK VES NEC
4408	262	EXCIS OF SALIV GLAND LES
4409	3863	EXC VESSEL ARM NOS
4410	219	OTHER NASAL OPERATIONS
4411	813	FOOT & TOE ARTHROPLASTY
4412	7764	LOC EXCISION OF LESION / TISSUE CAR/METACARPAL
4413	8034	BIOPSY (ASPIRATION) OF HAND / FINGER JOINT
4414	78145	EXTERNAL FIXATION CARPAL / METACARPAL WITH ILIZAROV
4415	643	AMPUTATION OF PENIS
4416	6411	BIOPSY OF PENIS
4417	3485	IMPLANT DIAPHRA PACEMAKE
4418	390	SYSTEMIC-PULM ART SHUNT
4419	R28501	COBLATION OF LINGUAL TONSIL
4420	5179	REPAIR BILE DUCT NEC
4421	5162	EXC AMPULLA OF VATER (W REIMPLANT COMMON DUCT)
4422	159	OPERERATIONS ON EXTRAOCULAR MUSCLE AND TENDON  NEC
4423	8969	CORONARY BLOOD FLOW MONITORING
4424	274	OTHER EXCISION OF MOUTH
4425	0062	PERCUTAN ANGIOPLASTY OF INTRACRANIAL VESSEL
4426	R44391	GASTRO-DUODENOSTOMY (JABOULAY)
4427	2311	REMOVAL OF RESIDUAL ROOT
4428	2419	DIAGNOSTIC PROCEDURE ON TEETH,GUMS & ALVEOLI, NEC
4429	5878272	תהודה מגנטית (MRA) ארתרוגרפיה מפרק ירך ימין
4430	304	LARYNGECTOMY - RADICAL
4431	7782	PARTIAL OSTECTOMY / CONDYLECTOMY HUMERUS
4432	932	OTH PT MUSCULOSKEL MANIP
4433	R52111	PERCUTANEOUS NEEDLE BIOPSY OF PANCREAS
4434	8174	ARTHROPLASTY W IMPLANT CARPOCAR / CARPOMETACARPAL
4435	7881	OTH DX PROCED-CHEST CAGE
4436	1398717	שיקוף - לב
4437	6299	TESTICULAR OPERATION NEC
4438	775	EXCIS BUNION / BUNIONETTE
4439	9119	MICRO EXAM-PERITON NEC
4440	5839	EXC. URETHRAL LESION (OPEN)
4441	8739	THORAX SFT TISS XRAY NEC
4442	493	LOC EXCIS ANAL LES NEC
4443	5581	SUTURE KIDNEY LACERATION
4444	3577647	בדיקת שליש ראשון של הריון מרובה עוברים
4445	R68290	EXC / DESTRUCT LESION OF UTERUS (MYOMECTOMY) LAPAROSCOPIC
4446	58452	REP HYPOSPAD DISTAL PENIS (MAG PI)
4447	5993	REPLACE URETEROST TUBE
4448	136	OTH CATARACT EXTRACTION
4449	105	LYSIS OF ADHESIONS OF CONJUNCTIVA AND EYELID
4450	1041	REPAIR SYMBLEPHARON WITH FREE GRAFT
4451	8022	ARTHROSCOPY OF ELBOW
4452	7743	BIOPSY OF RADIUS / ULNA
4453	36012	PTCA SINGLE VES BY LASER W / O THROMB AG.
4454	1146873	אנגיופלסטיה פריפרית
4455	5591	DECAPSULATION OF KIDNEY
4456	85321	REPAIR OF GYNECOMASTIA
4457	0772	INCIS PITUITARY GLAND
4458	3427	BIOPSY OF DIAPHRAGM
4459	R39315	SUTURE OF RADIAL / ULNAR ARTERIES
4460	7861	REMOVAL IMPLANT DEVICE-SCAPULA / CLAV/RIB/STERN
4461	3839	RESECT / ANAST LEG VEIN
4462	64	OPERATIONS ON PENIS
4463	0127	REMOVAL OF CATHETER(S) FROM CRANIAL CAVITY OR TISSUE
4464	2776481	הזרקת איטריום
4465	8717	SKULL X-RAY NEC
4466	R3910	PORTACAVAL SHUNT
4467	9196	CELL BLK / PAP NOS
4468	7954	*OPEN REDUC-FINGER EPIPH
4469	R77393	TRIPLE PELVIC OSTEOTOMY
4470	4231053	החלפת אלקטרודה
4471	2632215	החדרת סטנט לעורק הברכיוצפלי
4472	7835	LENGTHENING PROCEDURE OF FEMUR
4473	7784	PARTIAL OSTECTOMY CARPALS / METACARPALS
4474	1508535	US ירך שמאל
4475	2105	LIGATION MAX ART FOR EPISTAXIS
4476	7709	SEQUESTRECTOMY (PELV. BONE / VERTEBRA/PHALANX)
4477	78563	INT FIX W / O FX REDUC PATELLA - SCREW
4478	R79113	CLOSED REDUCTION FX INTERNAL FIX (SCREW) OF HUMERUS
4479	5113	OPEN BIOPSY OF GALLBLADDER OR BILE DUCTS
4480	81922	INJECTION INTO ELBOW
4481	869	OTHER SKIN & SUBQ OPS
4482	83213	BIOPSY OF SOFT TISSUE OF FOREARM
4483	38064	THROMBOEMBOLECTOMY OF SUPERIOR MESENTERIC ARTERY
4484	R79154	CLOSED REDUCTION  FX HEAD OF FEMUR W INTERNAL FIX
4485	R77671	MARGINAL RESECTION LESION TIBIA / FIBULA
4486	0032	COMPUTER ASSISTED SURGERY WITH MR / MRI
4487	0141	OPS ON THALAMUS
4488	4955535	US ממוקד מונחה MRI - מוח
4489	79332	OPEN REDUCTION INT FIX (PLATE) CAR / METACARPAL
4490	78571	INT FIX W / O FX TIBIA/FIB - NAIL
4491	05221	SYMPATECTOMY CERVICAL SUPRACLAVICULAR, BILAT.
4492	05226	SYMPATHECTOMY CERVICAL / THORACIC THORACOSCOPIC, UNILAT.
4493	2759	MOUTH REPAIR NEC
4494	R79192	CLOSED REDUCTION  FX INTERNAL FIXATION OF SACRUM
4495	1399783	נפרוסטומיה
4496	4522	ENDOSCOPY LG BOWEL THRU STOMA
4497	3795	IMPLANT AUTOMATIC CARDIOVERTER / DEFIB. LEADS ONLY
4498	4419	DX PROC ON STOMACH NEC
4499	3749	OTHER REPAIR OF HEART AND PERICARDIUM
4500	8185	ARTHROPLASTY OF ELBOW, NEC
4501	9784	REMOV TRUNK SUTURE NEC
4502	246	EXPOSURE OF TOOTH
4503	8032	BIOPSY (ASPIRATION) OF ELBOW JOINT
4504	58454	REP HYHPOSPAD PROX WITH S.G. TUBE
4505	R86271	CUTTING OF NAIL
4506	R791232	CLOSED REDUCTION FX INTERNAL FIX (SCREW) OF OLECRANON
4507	9741	REMOV THORACOTOMY TUBE
4508	1467716	צילום פרק טמפרו מנדיבולרי שמאלי
4509	3699	OPERATION ON VESSELS OF HEART NEC
4510	1715705	כף יד שמאל SU
4511	9606	INSERT SENGSTAKEN TUBE AND TAMPONADE
4512	78631	REMOVAL EXTERNAL FIX (INVASIVE)-RADIUS / ULNA
4513	5211	BIOPSY PANCREAS NEEDLE (FNA)
4514	R6311	EXC SPERM. VARICOCELE (HYDROCE) - LOW LIGATION
4515	8416	DISARTICULATION OF KNEE
4516	824	SUTURE HAND MUS / TEN/FASC
4517	8142	FIVE-IN-ONE KNEE REPAIR
4518	1682	REPAIR EYEBALL RUPTURE
4519	6589	ADHESIOLYSIS OVARY & FALLOPIAN TUBE (OPEN)
4520	636	VASOTOMY
4521	9129	MICROSCOPIC EXAMINATION OF (PERI-) RENAL / URETERAL TISSUE
4522	131	INTRACAPSUL LENS EXTRAC
4523	R38166	OPEN ENDARTERECTOMY RENAL ARTERY
4524	7701	SEQUESTRECTOMY SCAPULA / CLAVICLE/RIBS/STERNUM
4525	R39223	SUBCLAVIAN-SUBCLAVIAN SV BY-PASS GRAFT
4526	83393	MARGINAL RESECT LES FOREARM
4527	R54192	DRAINAGE SUBHEPATIC ABSCESS
4528	719	OPERATIONS ON FEMALE GENITAL ORGANS NEC
4529	68290	EXCISION / DESTRUCT LESION OF UTERUS, LAPAROSCOPIC
4530	6711	BIOPSY ENDOCERVICAL
4531	3164	REPAIR OF LARYNGEAL FX
4532	38382	RESECT & ANAST DEEP FEMORAL ARTERY
4533	R38382	RESECT & ANAST DEEP FEMORAL ARTERY
4534	R38482	RESECT & REPLACE DEEP FEMORAL ARTERY
4535	3954	RE-ENTRY OPERATION
4536	2688411	המשך מפוי כיס מרה
4537	154	OTH OP ON 2>L EXTRAOC MUSC (BMR)
4538	8089	DESTRUC LES JOINT NEC
4539	R793211	ORIF OF RADIUS / ULNA LOWER END FX
4540	4515	BIOPSY SM BOWEL NEC
4541	4462	CLOSURE GASTROSTOMY
4542	R46812	REDUCTION OF SMALL BOWEL TORSION / VOLVULUS
4543	7591	EVACUAT OBSTERIC INCISIONAL HEMATOMA OF PERINEUM
4544	9314	JOINT MOVEMENT TRAINING
4545	1734	RESECT TRANSVERSE COLON, LAPAROSCOPIC
4546	2041	MASTOIDECTOMY - SIMPLE (COMPLETE)
4547	3474	PECTUS DEFORMITY REPAIR
4548	1399774	החלפת נפרוסטומיה
4549	1175	KERATOTOMY RADIAL
4550	1179	CORNEA RECONSTRUCT NEC
4551	8033	BIOPSY (ASPIRATION) OF WRIST JOINT
4552	R884113	ARTERIOGRAPHY COMMON CAROTIS
4553		
4554	79171	CLOSED REDUCTION INT FIX (NAIL) TAR / METATARSAL
4555	1419	DX PROCEDURE ON RETINA, CHOROID, VITREOUS, POST CHAMBER, NEC
4556	0295	REMOVE SKULL TONGS / HALO DEVICE
4557	8938	RESPIRATORY MEASURE NEC
4558	4995	CONTROL HEMORRHAGE ANUS (POST OP.)
4559	5693	REPLACE URETERAL STIMUL
4560	8031	BIOPSY (ASPIRATION) OF SHOULDER JOINT
4561	4694	REVIS LG BOWEL ANASTOM
4562	1289	SCLERAL OPERATION NEC
4563	7910	CLOSED REDUCTION INTERNAL FIX OF FX  NOS
4564	0081	REVISION OF KNEE REPLACEMENT, TIBIAL COMPONENT
4565	0082	REVISION OF KNEE REPLACEMENT, FEMORAL COMPONENT
4566	4932	LOC EXC ANAL LES
4567	4496	LAPAROSCOPIC REVISION OF GASTRIC RESTRICTIVE PROCEDURE
4568	2403615	LAO
4569	1745	THORACOSCOPIC ROBOTIC ASSISTED PROCEDURE
4570	8695	INSERT / REPLAC MULTIPLE ARRAY NEUROSTIMULATOR PULSE GENERATOR
4571		
4572	9627	MANUAL REDUCTION HERNIA
4573	78052	BONE GRAFT TO FEMUR, AUTOGRAFT VASCULARIZED
4574	3148	DX PROCEDURE ON LARYNX NEC
4575		
4576	223	EXT MAXILLARY ANTROTOMY
4577	R75001	FETAL REDUCTION TRANSABDOMINAL
4578	8231	BURSECTOMY OF HAND
4579	1397406	USD - US דופלר  רטרופריטונאום
4580	5286	TRANSPLANT OF CELLS OF ISLETS OF LANGERHANS
4581	77681	MARG RESEC LES TARSAL / METATARSAL BONE
4582	R38685	EXC POSTER. TIBIAL ARTERY & LIGATION
4583	0017	INFUSION OF VASOPRESSOR AGENT
4584	R54191	DRAINAGE SUBPHRENIC ABSCESS
4585	1953	TYMPANOPLASTY TYPE 3
4586	8924	UROFLOWMETRY
4587	4882	EXC PERIRECTAL TISSUE
4588	6619	FALLOPIAN TUBE DX PROCEDURE NEC
4589	6187979	דוח הולטר קצב הלב
4590	776	EXCISION LOC BONE LESION
4591		
4592	7830	LENGTHENING OF UNSPECIFIED BONE
4593	R81922	INJECTION INTO ELBOW
4594	0921	EXCISION LESION LACRIMAL GLAND
4595	8852	RT HEART ANGIOCARDIOGRAM
4596	R38383	RESECT & ANAST POPLITEAL ARTERY
4597	401	LYMPHATIC DX PROC
4598	8387	PLASTIC OPS ON MUSCLE NEC
4599	9022	CULTURE-EYE
4600	1396695	US שאיבת נוזל - אגן נשים
4601	8591	ASPIRATION OF BREAST
4602	0231	VENTRICULAR SHUNT TO STRUCTURE IN HEAD AND NECK
4603	1754	PSERCUTANEOUS ATHERECTOMY OF INTRACRANIAL VESSEL(S)
4604	5331	REP HERNIA FEMORAL BILAT -GRFT
4605	4874	RECTORECTOSTOMY
4606	3816	ENDARTECTOM ABDOMINAL ARTERIES
4607	R71621	VESTIBULECTOMY VAGINAL
4608	18793	OTOPLASTY BILAT.
4609	8071	SYNOVECTOMY OF SHOULDER
4610	4840	PULL-THROUGH RESECTION OF RECTUM, NOS
4611	R56892	DEFLUX INJECTON, VESICOURETERAL REFLUX THERAPY, BILAT
4612	5561	RENAL AUTOTRANSPLANT
4613	9602	INSERT OROPHARYN AIRWAY
4614	690	UTERINE D & C
4615	8372	RECESSION OF TENDON
4616	8433	REVISION OF AMPUTATION STUMP ABOVE ELBOW
4617	R39317	SUTURE OF ILIAC ARTERIES
4618	1152	REPAIR CORNEAL POSTOPERATIVE WOUND DEHISCENCE
4619	8651	REPLANTATION SCALP
4620	7798	TOTAL OSTECTOMY TARSALS / METATARSALS
4621	R50303	LIVER LOBECTOMY, RT EXTENDED
4622	R38334	RESECT & ANAST ULNAR ARTERY
4623	119	OTHER CORNEAL OPERATIONS
4624	3471	SUTURE CHEST WALL LACER
4625	8854	RT & LT HEART ANGIOCARDIOGRAPHY
4626	38083	THROMBOEMBOLECTOMY OF UNSPECIFIED FEMORAL ARTERY
