"icd","ccs","ccsdesc","icddesc","icdvers"
"8342","160","Rx prs musc","OTHER TENONECTOMY","ICD-9-CM"
"8343","160","Rx prs musc","MUSC/FASC EXCIS FOR GRFT","ICD-9-CM"
"8344","160","Rx prs musc","OTHER FASCIECTOMY","ICD-9-CM"
"8345","160","Rx prs musc","OTHER MYECTOMY","ICD-9-CM"
"8349","160","Rx prs musc","OTHER SOFT TISSUE EXCIS","ICD-9-CM"
"835","160","Rx prs musc","BURSECTOMY","ICD-9-CM"
"8361","160","Rx prs musc","TENDON SHEATH SUTURE","ICD-9-CM"
"8362","160","Rx prs musc","DELAYED TENDON SUTURE","ICD-9-CM"
"8363","160","Rx prs musc","ROTATOR CUFF REPAIR","ICD-9-CM"
"8364","160","Rx prs musc","OTHER SUTURE OF TENDON","ICD-9-CM"
"8365","160","Rx prs musc","OTHER MUSCLE/FASC SUTURE","ICD-9-CM"
"8371","160","Rx prs musc","TENDON ADVANCEMENT","ICD-9-CM"
"8372","160","Rx prs musc","TENDON RECESSION","ICD-9-CM"
"8373","160","Rx prs musc","TENDON REATTACHMENT","ICD-9-CM"
"8374","160","Rx prs musc","MUSCLE REATTACHMENT","ICD-9-CM"
"8375","160","Rx prs musc","TENDON TRNSFR/TRANSPLANT","ICD-9-CM"
"8376","160","Rx prs musc","OTHER TENDON TRANSPOSIT","ICD-9-CM"
"8377","160","Rx prs musc","MUSCLE TRNSFR/TRANSPLANT","ICD-9-CM"
"8379","160","Rx prs musc","OTHER MUSCLE TRANSPOSIT","ICD-9-CM"
"8381","160","Rx prs musc","TENDON GRAFT","ICD-9-CM"
"8382","160","Rx prs musc","MUSCLE OR FASCIA GRAFT","ICD-9-CM"
"8383","160","Rx prs musc","TENDON PULLEY RECONSTRUC","ICD-9-CM"
"8384","160","Rx prs musc","CLUBFOOT RELEASE NEC","ICD-9-CM"
"8385","160","Rx prs musc","MUSC/TEND LNG CHANGE NEC","ICD-9-CM"
"8386","160","Rx prs musc","QUADRICEPSPLASTY","ICD-9-CM"
"8387","160","Rx prs musc","OTHER PLASTIC OPS MUSCLE","ICD-9-CM"
"8388","160","Rx prs musc","OTHER PLASTIC OPS TENDON","ICD-9-CM"
"8389","160","Rx prs musc","OTHER PLASTIC OPS FASCIA","ICD-9-CM"
"8391","160","Rx prs musc","ADHESIOLYSIS MUS/TEN/FAS","ICD-9-CM"
"8392","160","Rx prs musc","INSERT SKEL MUSC STIMULA","ICD-9-CM"
"8393","160","Rx prs musc","REMOV SKEL MUSC STIMULAT","ICD-9-CM"
"8394","156","Inject musc","ASPIRATION OF BURSA","ICD-9-CM"
"8395","156","Inject musc","SOFT TISSUE ASPIRAT NEC","ICD-9-CM"
"8396","156","Inject musc","INJECTION INTO BURSA","ICD-9-CM"
"8397","156","Inject musc","INJECTION INTO TENDON","ICD-9-CM"
"8398","156","Inject musc","SOFT TISSUE INJECT NEC","ICD-9-CM"
"8399","160","Rx prs musc","MUS/TEN/FAS/BUR OP NEC","ICD-9-CM"
"8400","164","OR muscskel","UPPER LIMB AMPUTAT NOS","ICD-9-CM"
"8401","164","OR muscskel","FINGER AMPUTATION","ICD-9-CM"
"8402","164","OR muscskel","THUMB AMPUTATION","ICD-9-CM"
"8403","164","OR muscskel","AMPUTATION THROUGH HAND","ICD-9-CM"
"8404","164","OR muscskel","DISARTICULATION OF WRIST","ICD-9-CM"
"8405","164","OR muscskel","AMPUTATION THRU FOREARM","ICD-9-CM"
"8406","164","OR muscskel","DISARTICULATION OF ELBOW","ICD-9-CM"
"8407","164","OR muscskel","AMPUTATION THRU HUMERUS","ICD-9-CM"
"8408","164","OR muscskel","SHOULDER DISARTICULATION","ICD-9-CM"
"8409","164","OR muscskel","FOREQUARTER AMPUTATION","ICD-9-CM"
"8410","157","Amputat leg","LOWER LIMB AMPUTAT NOS","ICD-9-CM"
"8411","157","Amputat leg","TOE AMPUTATION","ICD-9-CM"
"8412","157","Amputat leg","AMPUTATION THROUGH FOOT","ICD-9-CM"
"8413","157","Amputat leg","DISARTICULATION OF ANKLE","ICD-9-CM"
"8414","157","Amputat leg","AMPUTAT THROUGH MALLEOLI","ICD-9-CM"
"8415","157","Amputat leg","BELOW KNEE AMPUTAT NEC","ICD-9-CM"
"8416","157","Amputat leg","DISARTICULATION OF KNEE","ICD-9-CM"
"8417","157","Amputat leg","ABOVE KNEE AMPUTATION","ICD-9-CM"
"8418","157","Amputat leg","DISARTICULATION OF HIP","ICD-9-CM"
"8419","157","Amputat leg","HINDQUARTER AMPUTATION","ICD-9-CM"
"8421","164","OR muscskel","THUMB REATTACHMENT","ICD-9-CM"
"8422","164","OR muscskel","FINGER REATTACHMENT","ICD-9-CM"
"8423","164","OR muscskel","FOREARM/WRIST/HAND REATT","ICD-9-CM"
"8424","164","OR muscskel","UPPER ARM REATTACHMENT","ICD-9-CM"
"8425","164","OR muscskel","TOE REATTACHMENT","ICD-9-CM"
"8426","164","OR muscskel","FOOT REATTACHMENT","ICD-9-CM"
"8427","164","OR muscskel","LOWER LEG/ANKLE REATTACH","ICD-9-CM"
"8428","164","OR muscskel","THIGH REATTACHMENT","ICD-9-CM"
"8429","164","OR muscskel","REATTACHMENT NEC","ICD-9-CM"
"843","164","OR muscskel","AMPUTATION STUMP REVIS","ICD-9-CM"
"8440","164","OR muscskel","IMPLNT/FIT PROS LIMB NOS","ICD-9-CM"
"8441","163","nOR muscskel","FIT UP ARM/SHOULD PROSTH","ICD-9-CM"
"8442","163","nOR muscskel","FIT LO ARM/HAND PROSTHES","ICD-9-CM"
"8443","163","nOR muscskel","FIT ARM PROSTHESIS NOS","ICD-9-CM"
"8444","164","OR muscskel","IMPLANT ARM PROSTHESIS","ICD-9-CM"
"8445","163","nOR muscskel","FIT ABOVE KNEE PROSTHES","ICD-9-CM"
"8446","163","nOR muscskel","FIT BELOW KNEE PROSTHES","ICD-9-CM"
"8447","163","nOR muscskel","FIT LEG PROSTHESIS NOS","ICD-9-CM"
"8448","164","OR muscskel","IMPLANT LEG PROSTHESIS","ICD-9-CM"
"8451","158","Spinal fus","INSERT INTERBODY SPINAL FUSION DEVICE (Begin 2002)","ICD-9-CM"
"8452","163","nOR muscskel","INSERT RECOMBINANT BONE MORPH PROTEIN (Begin 2002)","ICD-9-CM"
"8453","163","nOR muscskel","IMP LIMB LENGTH KINETIC (Begin 2004)","ICD-9-CM"
"8454","163","nOR muscskel","IMPL OTHER LIMB LENGTH (Begin 2004)","ICD-9-CM"
"8455","163","nOR muscskel","INS BONE VOID FILLER (Begin 2004)","ICD-9-CM"
"8456","163","nOR muscskel","INSERTION CEMENT SPACER (Begin 2005)","ICD-9-CM"
"8457","163","nOR muscskel","REMOVAL OF CEMENT SPACER (Begin 2005)","ICD-9-CM"
"8458","9","Ot OR nervy","IMP INTRSPINE DECOMP DEV (Begin 2005) (End 2007)","ICD-9-CM"
"8459","3","Laminectomy","INSERT OTHR SPIN DEVICE (Begin 2004)","ICD-9-CM"
"8460","3","Laminectomy","INSERT DISC PROS NOS (Begin 2004)","ICD-9-CM"
"8461","3","Laminectomy","INS PART DISC PROS CERV (Begin 2004)","ICD-9-CM"
"8462","3","Laminectomy","INS TOT DISC PROST CERV (Begin 2004)","ICD-9-CM"
"8463","3","Laminectomy","INS SPIN DISC PROS THOR (Begin 2004)","ICD-9-CM"
"8464","3","Laminectomy","INS PART DISC PROS LUMB (Begin 2004)","ICD-9-CM"
"8465","3","Laminectomy","INS TOTL DISC PROS LUMB (Begin 2004)","ICD-9-CM"
"8466","3","Laminectomy","REVISE DISC PROST CERV (Begin 2004)","ICD-9-CM"
"8467","3","Laminectomy","REVISE DISC PROST THORA (Begin 2004)","ICD-9-CM"
"8468","3","Laminectomy","REVISE DSIC PROSTH LUMB (Begin 2004)","ICD-9-CM"
"8469","3","Laminectomy","REVISE DISC PROSTH NOS (Begin 2004)","ICD-9-CM"
"8471","161","OR Rx bone","APP EXT FIX DEV-MONOPLAN (Begin 2005)","ICD-9-CM"
"8472","161","OR Rx bone","APP EXT FIX DEV-RING SYS (Begin 2005)","ICD-9-CM"
"8473","161","OR Rx bone","APP HYBRID EXT FIX DEV (Begin 2005)","ICD-9-CM"
"8480","3","Laminectomy","INS/REPL INTERSPINE DEV (Begin 2007)","ICD-9-CM"
"8481","3","Laminectomy","REV INTERSPINE DEVICE (Begin 2007)","ICD-9-CM"
"8482","3","Laminectomy","INS/REPL PDCL STABIL DEV (Begin 2007)","ICD-9-CM"
"8483","3","Laminectomy","REV PEDCL DYN STABIL DEV (Begin 2007)","ICD-9-CM"
"8484","3","Laminectomy","INS/REPL FACET REPLC DEV (Begin 2007)","ICD-9-CM"
"8485","3","Laminectomy","REV FACET REPLACE DEVICE (Begin 2007)","ICD-9-CM"
"8491","164","OR muscskel","AMPUTATION NOS","ICD-9-CM"
"8492","164","OR muscskel","SEPARAT EQUAL JOIN TWIN","ICD-9-CM"
"8493","164","OR muscskel","SEPARAT UNEQUL JOIN TWIN","ICD-9-CM"
"8494","148","Ot fx procs","Ins strn fix w rgd plate (Begin 2010)","ICD-9-CM"
"8499","164","OR muscskel","MUSCULOSKELETAL OP NEC","ICD-9-CM"
"850","174","nOR Rx skin","MASTOTOMY","ICD-9-CM"
"8511","165","Breast bx","CLOSED BREAST BX","ICD-9-CM"
"8512","165","Breast bx","OPEN BREAST BX","ICD-9-CM"
"8519","165","Breast bx","BREAST DX PROCEDURE NEC","ICD-9-CM"
"8520","166","Lumpectomy","BREAST TISSU DESTRUC NOS","ICD-9-CM"
"8521","166","Lumpectomy","LOCAL EXCIS BREAST LES","ICD-9-CM"
"8522","166","Lumpectomy","QUADRANT RESECT BREAST","ICD-9-CM"
"8523","166","Lumpectomy","SUBTOTAL MASTECTOMY","ICD-9-CM"
"8524","175","OR Rx skin","EXC ECTOPIC BREAST TISSU","ICD-9-CM"
"8525","175","OR Rx skin","EXCISION OF NIPPLE","ICD-9-CM"
"8531","175","OR Rx skin","UNILAT REDUCT MAMMOPLAST","ICD-9-CM"
"8532","175","OR Rx skin","BILAT REDUCT MAMMOPLASTY","ICD-9-CM"
"8533","175","OR Rx skin","UNIL SUBQ MAMMECT-IMPLNT","ICD-9-CM"
"8534","175","OR Rx skin","UNILAT SUBQ MAMMECT NEC","ICD-9-CM"
"8535","175","OR Rx skin","BIL SUBQ MAMMECT-IMPLANT","ICD-9-CM"
"8536","175","OR Rx skin","BILAT SUBQ MAMMECTOM NEC","ICD-9-CM"
"8541","167","Mastectomy","UNILAT SIMPLE MASTECTOMY","ICD-9-CM"
"8542","167","Mastectomy","BILAT SIMPLE MASTECTOMY","ICD-9-CM"
"8543","167","Mastectomy","UNILAT EXTEN SIMP MASTEC","ICD-9-CM"
"8544","167","Mastectomy","BILAT EXTEND SIMP MASTEC","ICD-9-CM"
"8545","167","Mastectomy","UNILAT RADICAL MASTECTOM","ICD-9-CM"
"8546","167","Mastectomy","BILAT RADICAL MASTECTOMY","ICD-9-CM"
"8547","167","Mastectomy","UNIL EXT RAD MASTECTOMY","ICD-9-CM"
"8548","167","Mastectomy","BIL EXTEN RAD MASTECTOMY","ICD-9-CM"
"8550","175","OR Rx skin","AUGMENT MAMMOPLASTY NOS","ICD-9-CM"
"8551","174","nOR Rx skin","UNIL BREAST INJEC-AUGMEN","ICD-9-CM"
"8552","174","nOR Rx skin","BIL BREAST INJEC-AUGMENT","ICD-9-CM"
"8553","175","OR Rx skin","UNILAT BREAST IMPLANT","ICD-9-CM"
"8554","175","OR Rx skin","BILATERAL BREAST IMPLANT","ICD-9-CM"
"8555","175","OR Rx skin","Fat graft to breast (Begin 2010)","ICD-9-CM"
"856","175","OR Rx skin","MASTOPEXY","ICD-9-CM"
"857","175","OR Rx skin","TOTAL BREAST RECONSTRUCT (End 2008)","ICD-9-CM"
"8570","175","OR Rx skin","TOTL RECONSTC BREAST NOS (Begin 2008)","ICD-9-CM"
"8571","175","OR Rx skin","LATISS DORSI MYOCUT FLAP (Begin 2008)","ICD-9-CM"
"8572","175","OR Rx skin","TRAM FLAP","ICD-9-CM"
"8573","175","OR Rx skin","TRAM FLAP","ICD-9-CM"
"8574","175","OR Rx skin","DIEP FLAP","ICD-9-CM"
"8575","175","OR Rx skin","SIEA FLAP","ICD-9-CM"
"8576","175","OR Rx skin","GAP FLAP","ICD-9-CM"
"8579","175","OR Rx skin","TOTL RECONST BREAST NEC (Begin 2008)","ICD-9-CM"
"8581","174","nOR Rx skin","SUTURE BREAST LACERATION","ICD-9-CM"
"8582","175","OR Rx skin","BREAST SPLIT-THICK GRAFT","ICD-9-CM"
"8583","175","OR Rx skin","BREAST FULL-THICK GRAFT","ICD-9-CM"
"8584","175","OR Rx skin","BREAST PEDICLE GRAFT","ICD-9-CM"
"8585","175","OR Rx skin","BREAST MUSCLE FLAP GRAFT","ICD-9-CM"
"8586","175","OR Rx skin","TRANSPOSITION OF NIPPLE","ICD-9-CM"
"8587","175","OR Rx skin","NIPPLE REPAIR NEC","ICD-9-CM"
"8589","175","OR Rx skin","MAMMOPLASTY NEC","ICD-9-CM"
"8591","174","nOR Rx skin","ASPIRATION OF BREAST","ICD-9-CM"
"8592","174","nOR Rx skin","BREAST INJECTION","ICD-9-CM"
"8593","175","OR Rx skin","BREAST IMPLANT REVISION","ICD-9-CM"
"8594","175","OR Rx skin","BREAST IMPLANT REMOVAL","ICD-9-CM"
"8595","175","OR Rx skin","INS BRST TIS EXPAN (Begin 1987)","ICD-9-CM"
"8596","175","OR Rx skin","REM BRST TIS EXPAN (Begin 1987)","ICD-9-CM"
"8599","175","OR Rx skin","BREAST OPERATION NEC","ICD-9-CM"
"8601","174","nOR Rx skin","ASPIRATION SKIN & SUBQ","ICD-9-CM"
"8602","174","nOR Rx skin","SKIN DEFECT TATTOOING","ICD-9-CM"
"8603","174","nOR Rx skin","INCISION PILONIDAL SINUS","ICD-9-CM"
"8604","168","I&D skin","OTHER SKIN & SUBQ I & D","ICD-9-CM"
"8605","174","nOR Rx skin","SKIN INCIS & FB REMOVAL","ICD-9-CM"
"8606","175","OR Rx skin","INSERT INFUSION PUMP (Begin 1987)","ICD-9-CM"
"8607","174","nOR Rx skin","INSERT VASC ACCESS DEV (Begin 1990)","ICD-9-CM"
"8609","174","nOR Rx skin","SKIN & SUBQ INCISION NEC","ICD-9-CM"
"8611","173","Ot Dx skin","SKIN & SUBQ BIOPSY","ICD-9-CM"
"8619","173","Ot Dx skin","SKIN & SUBQ DX PROC NEC","ICD-9-CM"
"8621","175","OR Rx skin","EXCISION OF PILONID CYST","ICD-9-CM"
"8622","169","Debrid wound","WOUND DEBRIDEMENT (Begin 1988)","ICD-9-CM"
"8623","174","nOR Rx skin","NAIL REMOVAL","ICD-9-CM"
"8624","174","nOR Rx skin","SKIN CHEMOSURGERY","ICD-9-CM"
"8625","175","OR Rx skin","DERMABRASION","ICD-9-CM"
"8626","174","nOR Rx skin","LIGATION DERMAL APPENDAG","ICD-9-CM"
"8627","174","nOR Rx skin","DEBRIDEMENT OF NAIL (Begin 1986)","ICD-9-CM"
"8628","169","Debrid wound","NONEXCIS DEBRIDEMENT WND (Begin 1988)","ICD-9-CM"
"863","170","Excis skin","OTHER LOCAL DESTRUC SKIN","ICD-9-CM"
"864","170","Excis skin","RADICAL EXCIS SKIN LES","ICD-9-CM"
"8651","171","Suture skin","REPLANTATION OF SCALP","ICD-9-CM"
"8659","171","Suture skin","SKIN SUTURE NEC","ICD-9-CM"
"8660","172","Skin graft","FREE SKIN GRAFT NOS","ICD-9-CM"
"8661","172","Skin graft","FULL-THICK HAND SKIN GRF","ICD-9-CM"
"8662","172","Skin graft","HAND SKIN GRAFT NEC","ICD-9-CM"
"8663","172","Skin graft","FULL-THICK SKIN GRFT NEC","ICD-9-CM"
"8664","172","Skin graft","HAIR TRANSPLANT","ICD-9-CM"
"8665","172","Skin graft","HETEROGRAFT TO SKIN","ICD-9-CM"
"8666","172","Skin graft","HOMOGRAFT TO SKIN","ICD-9-CM"
"8667","172","Skin graft","DERMAL REGENERATIVE GRAFT (Begin 1998)","ICD-9-CM"
"8669","172","Skin graft","FREE SKIN GRAFT NEC","ICD-9-CM"
"8670","172","Skin graft","PEDICLE GRAFT/FLAP NOS","ICD-9-CM"
"8671","172","Skin graft","CUT & PREP PEDICLE GRAFT","ICD-9-CM"
"8672","172","Skin graft","PEDICLE GRAFT ADVANCEMEN","ICD-9-CM"
"8673","172","Skin graft","ATTACH PEDICLE TO HAND","ICD-9-CM"
"8674","172","Skin graft","ATTACH PEDICLE GRAFT NEC","ICD-9-CM"
"8675","172","Skin graft","REVISION OF PEDICLE GRFT","ICD-9-CM"
"8681","175","OR Rx skin","REPAIR FACIAL WEAKNESS","ICD-9-CM"
"8682","175","OR Rx skin","FACIAL RHYTIDECTOMY","ICD-9-CM"
"8683","175","OR Rx skin","SIZE REDUCT PLASTIC OP","ICD-9-CM"
"8684","175","OR Rx skin","RELAXATION OF SCAR","ICD-9-CM"
"8685","175","OR Rx skin","SYNDACTYLY CORRECTION","ICD-9-CM"
"8686","175","OR Rx skin","ONYCHOPLASTY","ICD-9-CM"
"8687","175","OR Rx skin","Fat grft skin/subq tiss (Begin 2010)","ICD-9-CM"
"8689","175","OR Rx skin","SKIN REPAIR & PLASTY NEC","ICD-9-CM"
"8690","175","OR Rx skin","Ext fat for grft/banking (Begin 2010)","ICD-9-CM"
"8691","175","OR Rx skin","SKIN EXCISION FOR GRAFT","ICD-9-CM"
"8692","174","nOR Rx skin","EPILATION OF SKIN","ICD-9-CM"
"8693","175","OR Rx skin","INSERT TISSUE EXPANDER (Begin 1987)","ICD-9-CM"
"8694","9","Ot OR nerv","INS/REPL SINGLE PUL GEN (Begin 2004)","ICD-9-CM"
"8695","9","Ot OR nerv","INS/REPL DUAL PULSE GEN (Begin 2004)","ICD-9-CM"
"8696","9","Ot OR nerv","INSERT/REPL OTH NEUROST (Begin 2004)","ICD-9-CM"
"8697","9","Ot OR nerv","INS/REP 1 PUL GEN (Begin 2005)","ICD-9-CM"
"8698","9","Ot OR nerv","INS/REP 2 PUL GEN (Begin 2005)","ICD-9-CM"
"8699","174","nOR Rx skin","SKIN & SUBQ OP NEC","ICD-9-CM"
"8701","226","Ot Dx rad","PNEUMOENCEPHALOGRAM","ICD-9-CM"
"8702","226","Ot Dx rad","BRAIN/SKULL CONTRST XRAY","ICD-9-CM"
"8703","177","CT head","C.A.T. SCAN OF HEAD","ICD-9-CM"
"8704","226","Ot Dx rad","HEAD TOMOGRAPHY NEC","ICD-9-CM"
"8705","226","Ot Dx rad","CONTRAST DACRYOCYSTOGRAM","ICD-9-CM"
"8706","226","Ot Dx rad","NASOPHARY CONTRAST X-RAY","ICD-9-CM"
"8707","226","Ot Dx rad","CONTRAST LARYNGOGRAM","ICD-9-CM"
"8708","226","Ot Dx rad","CERVICAL LYMPHANGIOGRAM","ICD-9-CM"
"8709","226","Ot Dx rad","HEAD SOFT TISS X-RAY NEC","ICD-9-CM"
"8711","226","Ot Dx rad","FULL-MOUTH X-RAY","ICD-9-CM"
"8712","226","Ot Dx rad","DENTAL X-RAY NEC","ICD-9-CM"
"8713","226","Ot Dx rad","TM CONTRAST ARTHROGRAM","ICD-9-CM"
"8714","226","Ot Dx rad","CONTRAST X-RAY OF ORBIT","ICD-9-CM"
"8715","226","Ot Dx rad","CONTRAST X-RAY OF SINUS","ICD-9-CM"
"8716","226","Ot Dx rad","FACIAL BONE X-RAY NEC","ICD-9-CM"
"8717","226","Ot Dx rad","SKULL X-RAY NEC","ICD-9-CM"
"8721","181","Myelogram","CONTRAST MYELOGRAM","ICD-9-CM"
"8722","226","Ot Dx rad","CERVICAL SPINE X-RAY NEC","ICD-9-CM"
"8723","226","Ot Dx rad","THORACIC SPINE X-RAY NEC","ICD-9-CM"
"8724","226","Ot Dx rad","LUMBOSAC SPINE X-RAY NEC","ICD-9-CM"
"8729","226","Ot Dx rad","SPINAL X-RAY NEC","ICD-9-CM"
"8731","226","Ot Dx rad","ENDOTRACHEAL BRONCHOGRAM","ICD-9-CM"
"8732","226","Ot Dx rad","CONTRAST BRONCHOGRAM NEC","ICD-9-CM"
"8733","226","Ot Dx rad","MEDIASTINAL PNEUMOGRAM","ICD-9-CM"
"8734","226","Ot Dx rad","INTRATHOR LYMPHANGIOGRAM","ICD-9-CM"
"8735","226","Ot Dx rad","CONTR MAMMARY DUCTOGRAM","ICD-9-CM"
"8736","182","Mammography","BREAST XEROGRAPHY","ICD-9-CM"
"8737","182","Mammography","MAMMOGRAPHY NEC","ICD-9-CM"
"8738","226","Ot Dx rad","CHEST WALL SINOGRAM","ICD-9-CM"
"8739","226","Ot Dx rad","THORAX SFT TISS XRAY NEC","ICD-9-CM"
"8741","178","CT chest","C.A.T. SCAN OF THORAX","ICD-9-CM"
"8742","226","Ot Dx rad","THORACIC TOMOGRAPHY NEC","ICD-9-CM"
"8743","226","Ot Dx rad","RIB/STERNUM/CLAVIC X-RAY","ICD-9-CM"
"8744","183","Routine CXR","ROUTINE CHEST X-RAY","ICD-9-CM"
"8749","226","Ot Dx rad","CHEST X-RAY NEC","ICD-9-CM"
"8751","226","Ot Dx rad","PERC HEPAT CHOLANGIOGRAM","ICD-9-CM"
"8752","226","Ot Dx rad","INTRAVEN CHOLANGIOGRAM","ICD-9-CM"
"8753","184","IntraOR chol","INTRAOPER CHOLANGIOGRAM","ICD-9-CM"
"8754","226","Ot Dx rad","CHOLANGIOGRAM NEC","ICD-9-CM"
"8759","226","Ot Dx rad","BILIARY TRACT X-RAY NEC","ICD-9-CM"
"8761","185","UGI x-ray","BARIUM SWALLOW","ICD-9-CM"
"8762","185","UGI x-ray","UPPER GI SERIES","ICD-9-CM"
"8763","226","Ot Dx rad","SMALL BOWEL SERIES","ICD-9-CM"
"8764","186","LGI x-ray","LOWER GI SERIES","ICD-9-CM"
"8765","226","Ot Dx rad","INTESTINAL X-RAY NEC","ICD-9-CM"
"8766","226","Ot Dx rad","CONTRAST PANCREATOGRAM","ICD-9-CM"
"8769","226","Ot Dx rad","DIGESTIVE TRACT XRAY NEC","ICD-9-CM"
"8771","180","Ot CT scan","C.A.T. SCAN OF KIDNEY","ICD-9-CM"
"8772","226","Ot Dx rad","NEPHROTOMOGRAM NEC","ICD-9-CM"
"8773","187","IVP","INTRAVENOUS PYELOGRAM","ICD-9-CM"
"8774","226","Ot Dx rad","RETROGRADE PYELOGRAM","ICD-9-CM"
"8775","226","Ot Dx rad","PERCUTANEOUS PYELOGRAM","ICD-9-CM"
"8776","226","Ot Dx rad","RETROGR CYSTOURETHROGRAM","ICD-9-CM"
"8777","226","Ot Dx rad","CYSTOGRAM NEC","ICD-9-CM"
"8778","226","Ot Dx rad","ILEAL CONDUITOGRAM","ICD-9-CM"
"8779","226","Ot Dx rad","URINARY SYSTEM X-RAY NEC","ICD-9-CM"
"8781","226","Ot Dx rad","X-RAY OF GRAVID UTERUS","ICD-9-CM"
"8782","226","Ot Dx rad","GAS HYSTEROSALPINGOGRAM","ICD-9-CM"
"8783","226","Ot Dx rad","DYE HYSTEROSALPINGOGRAM","ICD-9-CM"
"8784","226","Ot Dx rad","PERCUTANEOUS HYSTEROGRAM","ICD-9-CM"
"8785","226","Ot Dx rad","TUBE & UTERUS X-RAY NEC","ICD-9-CM"
"8789","226","Ot Dx rad","FEMALE GENITAL X-RAY NEC","ICD-9-CM"
"8791","226","Ot Dx rad","CONTR SEMIN VESICULOGRAM","ICD-9-CM"
"8792","226","Ot Dx rad","PROSTAT/SEM VES XRAY NEC","ICD-9-CM"
"8793","226","Ot Dx rad","CONTRAST EPIDIDYMOGRAM","ICD-9-CM"
"8794","226","Ot Dx rad","CONTRAST VASOGRAM","ICD-9-CM"
"8795","226","Ot Dx rad","EPIDIDYMIS/VAS X-RAY NEC","ICD-9-CM"
"8799","226","Ot Dx rad","MALE GENITAL X-RAY NEC","ICD-9-CM"
"8801","179","CT abdomen","C.A.T. SCAN OF ABDOMEN","ICD-9-CM"
"8802","226","Ot Dx rad","ABDOMINAL TOMOGRAPHY NEC","ICD-9-CM"
"8803","226","Ot Dx rad","ABDOMINAL WALL SINOGRAM","ICD-9-CM"
"8804","226","Ot Dx rad","ABDOMINAL LYMPHANGIOGRAM","ICD-9-CM"
"8809","226","Ot Dx rad","ABDOMINAL WALL X-RAY NEC","ICD-9-CM"
"8811","226","Ot Dx rad","PELVIC DYE CONTRAST XRAY","ICD-9-CM"
"8812","226","Ot Dx rad","PELVIC GAS CONTRAST XRAY","ICD-9-CM"
"8813","226","Ot Dx rad","PERITON PNEUMOGRAM NEC","ICD-9-CM"
"8814","226","Ot Dx rad","RETROPERITON FISTULOGRAM","ICD-9-CM"
"8815","226","Ot Dx rad","RETROPERITON PNEUMOGRAM","ICD-9-CM"
"8816","226","Ot Dx rad","RETROPERITONEAL XRAY NEC","ICD-9-CM"
"8819","226","Ot Dx rad","ABDOMINAL X-RAY NEC","ICD-9-CM"
"8821","226","Ot Dx rad","SKL XRAY-SHOULDER/UP ARM","ICD-9-CM"
"8822","226","Ot Dx rad","SKEL XRAY-ELBOW/FOREARM","ICD-9-CM"
"8823","226","Ot Dx rad","SKEL XRAY-WRIST & HAND","ICD-9-CM"
"8824","226","Ot Dx rad","SKEL XRAY-UPPER LIMB NOS","ICD-9-CM"
"8825","226","Ot Dx rad","PELVIMETRY","ICD-9-CM"
"8826","226","Ot Dx rad","SKEL XRAY-PELVIS/HIP NEC","ICD-9-CM"
"8827","226","Ot Dx rad","SKEL XRAY-THIGH/KNEE/LEG","ICD-9-CM"
"8828","226","Ot Dx rad","SKEL XRAY-ANKLE & FOOT","ICD-9-CM"
"8829","226","Ot Dx rad","SKEL XRAY-LOWER LIMB NOS","ICD-9-CM"
"8831","226","Ot Dx rad","SKELETAL SERIES X-RAY","ICD-9-CM"
"8832","226","Ot Dx rad","CONTRAST ARTHROGRAM","ICD-9-CM"
"8833","226","Ot Dx rad","OTHER SKELETAL X-RAY","ICD-9-CM"
"8834","226","Ot Dx rad","UPPER LIMB LYMPHANGIOGRM","ICD-9-CM"
"8835","226","Ot Dx rad","UP LIMB SFT TIS XRAY NEC","ICD-9-CM"
"8836","226","Ot Dx rad","LOWER LIMB LYMPHANGIOGRM","ICD-9-CM"
"8837","226","Ot Dx rad","LO LIMB SFT TIS XRAY NEC","ICD-9-CM"
"8838","180","Ot CT scan","OTHER C.A.T. SCAN","ICD-9-CM"
"8839","226","Ot Dx rad","X-RAY NEC & NOS","ICD-9-CM"
"8840","191","Ot arterio","CONTRAST ARTERIOGRAM NOS","ICD-9-CM"
"8841","188","Cereb arter","CONTR CEREBR ARTERIOGRAM","ICD-9-CM"
"8842","189","Aortogram","CONTRAST AORTOGRAM","ICD-9-CM"
"8843","191","Ot arterio","CONTR PULMON ARTERIOGRAM","ICD-9-CM"
"8844","191","Ot arterio","CONTR THOR ARTERIOGR NEC","ICD-9-CM"
"8845","191","Ot arterio","CONTRAST RENAL ARTERIOGR","ICD-9-CM"
"8846","191","Ot arterio","CONTRAST PLACENTOGRAM","ICD-9-CM"
"8847","191","Ot arterio","CONTR ABD ARTERIOGRM NEC","ICD-9-CM"
"8848","190","Leg arteriog","CONTRAST ARTERIOGRAM-LEG","ICD-9-CM"
"8849","191","Ot arterio","CONTRAST ARTERIOGRAM NEC","ICD-9-CM"
"8850","191","Ot arterio","ANGIOCARDIOGRAPHY NOS","ICD-9-CM"
"8851","191","Ot arterio","VENA CAV ANGIOCARDIOGRAM","ICD-9-CM"
"8852","47","Cardiac cath","RT HEART ANGIOCARDIOGRAM","ICD-9-CM"
"8853","47","Cardiac cath","LT HEART ANGIOCARDIOGRAM","ICD-9-CM"
"8854","47","Cardiac cath","RT & LT HEART ANGIOCARD","ICD-9-CM"
